,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HIQUAL_8_NAME,OBS_VALUE
0,2021,E01025139,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1272
1,2021,E01025139,2021 super output areas - lower layer,151,No qualifications,305
2,2021,E01025139,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,162
3,2021,E01025139,2021 super output areas - lower layer,151,Level 2 qualifications,204
4,2021,E01025139,2021 super output areas - lower layer,151,Apprenticeship,74
5,2021,E01025139,2021 super output areas - lower layer,151,Level 3 qualifications,233
6,2021,E01025139,2021 super output areas - lower layer,151,Level 4 qualifications or above,250
7,2021,E01025139,2021 super output areas - lower layer,151,Other qualifications,44
8,2021,E01025140,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1227
9,2021,E01025140,2021 super output areas - lower layer,151,No qualifications,349
10,2021,E01025140,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,123
11,2021,E01025140,2021 super output areas - lower layer,151,Level 2 qualifications,152
12,2021,E01025140,2021 super output areas - lower layer,151,Apprenticeship,80
13,2021,E01025140,2021 super output areas - lower layer,151,Level 3 qualifications,189
14,2021,E01025140,2021 super output areas - lower layer,151,Level 4 qualifications or above,296
15,2021,E01025140,2021 super output areas - lower layer,151,Other qualifications,38
16,2021,E01025111,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1454
17,2021,E01025111,2021 super output areas - lower layer,151,No qualifications,279
18,2021,E01025111,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,163
19,2021,E01025111,2021 super output areas - lower layer,151,Level 2 qualifications,231
20,2021,E01025111,2021 super output areas - lower layer,151,Apprenticeship,100
21,2021,E01025111,2021 super output areas - lower layer,151,Level 3 qualifications,303
22,2021,E01025111,2021 super output areas - lower layer,151,Level 4 qualifications or above,324
23,2021,E01025111,2021 super output areas - lower layer,151,Other qualifications,54
24,2021,E01025113,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1227
25,2021,E01025113,2021 super output areas - lower layer,151,No qualifications,239
26,2021,E01025113,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,146
27,2021,E01025113,2021 super output areas - lower layer,151,Level 2 qualifications,173
28,2021,E01025113,2021 super output areas - lower layer,151,Apprenticeship,107
29,2021,E01025113,2021 super output areas - lower layer,151,Level 3 qualifications,265
30,2021,E01025113,2021 super output areas - lower layer,151,Level 4 qualifications or above,273
31,2021,E01025113,2021 super output areas - lower layer,151,Other qualifications,24
32,2021,E01025118,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,851
33,2021,E01025118,2021 super output areas - lower layer,151,No qualifications,192
34,2021,E01025118,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,103
35,2021,E01025118,2021 super output areas - lower layer,151,Level 2 qualifications,114
36,2021,E01025118,2021 super output areas - lower layer,151,Apprenticeship,67
37,2021,E01025118,2021 super output areas - lower layer,151,Level 3 qualifications,181
38,2021,E01025118,2021 super output areas - lower layer,151,Level 4 qualifications or above,168
39,2021,E01025118,2021 super output areas - lower layer,151,Other qualifications,26
40,2021,E01025119,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1097
41,2021,E01025119,2021 super output areas - lower layer,151,No qualifications,231
42,2021,E01025119,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,130
43,2021,E01025119,2021 super output areas - lower layer,151,Level 2 qualifications,193
44,2021,E01025119,2021 super output areas - lower layer,151,Apprenticeship,100
45,2021,E01025119,2021 super output areas - lower layer,151,Level 3 qualifications,210
46,2021,E01025119,2021 super output areas - lower layer,151,Level 4 qualifications or above,202
47,2021,E01025119,2021 super output areas - lower layer,151,Other qualifications,31
48,2021,E01025110,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1259
49,2021,E01025110,2021 super output areas - lower layer,151,No qualifications,274
50,2021,E01025110,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,156
51,2021,E01025110,2021 super output areas - lower layer,151,Level 2 qualifications,234
52,2021,E01025110,2021 super output areas - lower layer,151,Apprenticeship,77
53,2021,E01025110,2021 super output areas - lower layer,151,Level 3 qualifications,214
54,2021,E01025110,2021 super output areas - lower layer,151,Level 4 qualifications or above,262
55,2021,E01025110,2021 super output areas - lower layer,151,Other qualifications,42
56,2021,E01025116,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1149
57,2021,E01025116,2021 super output areas - lower layer,151,No qualifications,268
58,2021,E01025116,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,106
59,2021,E01025116,2021 super output areas - lower layer,151,Level 2 qualifications,136
60,2021,E01025116,2021 super output areas - lower layer,151,Apprenticeship,94
61,2021,E01025116,2021 super output areas - lower layer,151,Level 3 qualifications,193
62,2021,E01025116,2021 super output areas - lower layer,151,Level 4 qualifications or above,318
63,2021,E01025116,2021 super output areas - lower layer,151,Other qualifications,34
64,2021,E01025117,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1119
65,2021,E01025117,2021 super output areas - lower layer,151,No qualifications,266
66,2021,E01025117,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,170
67,2021,E01025117,2021 super output areas - lower layer,151,Level 2 qualifications,174
68,2021,E01025117,2021 super output areas - lower layer,151,Apprenticeship,82
69,2021,E01025117,2021 super output areas - lower layer,151,Level 3 qualifications,168
70,2021,E01025117,2021 super output areas - lower layer,151,Level 4 qualifications or above,235
71,2021,E01025117,2021 super output areas - lower layer,151,Other qualifications,24
72,2021,E01025120,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1111
73,2021,E01025120,2021 super output areas - lower layer,151,No qualifications,193
74,2021,E01025120,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,115
75,2021,E01025120,2021 super output areas - lower layer,151,Level 2 qualifications,203
76,2021,E01025120,2021 super output areas - lower layer,151,Apprenticeship,88
77,2021,E01025120,2021 super output areas - lower layer,151,Level 3 qualifications,223
78,2021,E01025120,2021 super output areas - lower layer,151,Level 4 qualifications or above,264
79,2021,E01025120,2021 super output areas - lower layer,151,Other qualifications,25
80,2021,E01025170,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1392
81,2021,E01025170,2021 super output areas - lower layer,151,No qualifications,354
82,2021,E01025170,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,153
83,2021,E01025170,2021 super output areas - lower layer,151,Level 2 qualifications,220
84,2021,E01025170,2021 super output areas - lower layer,151,Apprenticeship,115
85,2021,E01025170,2021 super output areas - lower layer,151,Level 3 qualifications,233
86,2021,E01025170,2021 super output areas - lower layer,151,Level 4 qualifications or above,276
