,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHSIZE_10_NAME,OBS_VALUE
0,2021,E01020514,2021 super output areas - lower layer,151,Total: All households,819
1,2021,E01020514,2021 super output areas - lower layer,151,0 people in household,0
2,2021,E01020514,2021 super output areas - lower layer,151,1 person in household,211
3,2021,E01020514,2021 super output areas - lower layer,151,2 people in household,328
4,2021,E01020514,2021 super output areas - lower layer,151,3 people in household,132
5,2021,E01020514,2021 super output areas - lower layer,151,4 people in household,114
6,2021,E01020514,2021 super output areas - lower layer,151,5 people in household,26
7,2021,E01020514,2021 super output areas - lower layer,151,6 people in household,8
8,2021,E01020514,2021 super output areas - lower layer,151,7 people in household,0
9,2021,E01020514,2021 super output areas - lower layer,151,8 or more people in household,0
10,2021,E01020515,2021 super output areas - lower layer,151,Total: All households,508
11,2021,E01020515,2021 super output areas - lower layer,151,0 people in household,0
12,2021,E01020515,2021 super output areas - lower layer,151,1 person in household,177
13,2021,E01020515,2021 super output areas - lower layer,151,2 people in household,178
14,2021,E01020515,2021 super output areas - lower layer,151,3 people in household,75
15,2021,E01020515,2021 super output areas - lower layer,151,4 people in household,53
16,2021,E01020515,2021 super output areas - lower layer,151,5 people in household,12
17,2021,E01020515,2021 super output areas - lower layer,151,6 people in household,8
18,2021,E01020515,2021 super output areas - lower layer,151,7 people in household,3
19,2021,E01020515,2021 super output areas - lower layer,151,8 or more people in household,2
20,2021,E01020516,2021 super output areas - lower layer,151,Total: All households,691
21,2021,E01020516,2021 super output areas - lower layer,151,0 people in household,0
22,2021,E01020516,2021 super output areas - lower layer,151,1 person in household,206
23,2021,E01020516,2021 super output areas - lower layer,151,2 people in household,299
24,2021,E01020516,2021 super output areas - lower layer,151,3 people in household,90
25,2021,E01020516,2021 super output areas - lower layer,151,4 people in household,68
26,2021,E01020516,2021 super output areas - lower layer,151,5 people in household,18
27,2021,E01020516,2021 super output areas - lower layer,151,6 people in household,5
28,2021,E01020516,2021 super output areas - lower layer,151,7 people in household,2
