,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_LPSTAT_12_NAME,OBS_VALUE
0,2021,E01031290,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Widowed,43
1,2021,E01031290,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,1
2,2021,E01031291,2021 super output areas - lower layer,151,Total: All usual residents aged 16 and over,1690
3,2021,E01031291,2021 super output areas - lower layer,151,Never married and never registered a civil partnership,933
4,2021,E01031291,2021 super output areas - lower layer,151,Married or in a registered civil partnership,474
5,2021,E01031291,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married,468
6,2021,E01031291,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married: Opposite sex,465
7,2021,E01031291,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married: Same sex,3
8,2021,E01031291,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership,6
9,2021,E01031291,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,4
10,2021,E01031291,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership: Same sex,2
11,2021,E01031291,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership",29
12,2021,E01031291,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",29
13,2021,E01031291,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",0
14,2021,E01031291,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved,161
15,2021,E01031291,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved: Divorced,161
16,2021,E01031291,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,0
17,2021,E01031291,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner,93
18,2021,E01031291,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Widowed,93
19,2021,E01031291,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,0
20,2021,E01031292,2021 super output areas - lower layer,151,Total: All usual residents aged 16 and over,1239
21,2021,E01031292,2021 super output areas - lower layer,151,Never married and never registered a civil partnership,467
22,2021,E01031292,2021 super output areas - lower layer,151,Married or in a registered civil partnership,569
23,2021,E01031292,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married,567
24,2021,E01031292,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married: Opposite sex,567
