,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWMETH_12_NAME,OBS_VALUE
0,2021,E01022681,2021 super output areas - lower layer,151,"Bus, minibus or coach",18
1,2021,E01022681,2021 super output areas - lower layer,151,Taxi,6
2,2021,E01022681,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",6
3,2021,E01022681,2021 super output areas - lower layer,151,Driving a car or van,465
4,2021,E01022681,2021 super output areas - lower layer,151,Passenger in a car or van,43
5,2021,E01022681,2021 super output areas - lower layer,151,Bicycle,20
6,2021,E01022681,2021 super output areas - lower layer,151,On foot,76
7,2021,E01022681,2021 super output areas - lower layer,151,Other method of travel to work,7
8,2021,E01035433,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,745
9,2021,E01035433,2021 super output areas - lower layer,151,Work mainly at or from home,237
10,2021,E01035433,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",1
11,2021,E01035433,2021 super output areas - lower layer,151,Train,33
12,2021,E01035433,2021 super output areas - lower layer,151,"Bus, minibus or coach",18
13,2021,E01035433,2021 super output areas - lower layer,151,Taxi,6
14,2021,E01035433,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",3
15,2021,E01035433,2021 super output areas - lower layer,151,Driving a car or van,310
16,2021,E01035433,2021 super output areas - lower layer,151,Passenger in a car or van,34
17,2021,E01035433,2021 super output areas - lower layer,151,Bicycle,13
18,2021,E01035433,2021 super output areas - lower layer,151,On foot,81
19,2021,E01035433,2021 super output areas - lower layer,151,Other method of travel to work,9
20,2021,E01035434,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1003
21,2021,E01035434,2021 super output areas - lower layer,151,Work mainly at or from home,290
22,2021,E01035434,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",3
23,2021,E01035434,2021 super output areas - lower layer,151,Train,21
24,2021,E01035434,2021 super output areas - lower layer,151,"Bus, minibus or coach",14
25,2021,E01035434,2021 super output areas - lower layer,151,Taxi,1
26,2021,E01035434,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",6
27,2021,E01035434,2021 super output areas - lower layer,151,Driving a car or van,500
28,2021,E01035434,2021 super output areas - lower layer,151,Passenger in a car or van,49
29,2021,E01035434,2021 super output areas - lower layer,151,Bicycle,23
