,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_DEP_6_NAME,OBS_VALUE
0,2021,E01014089,2021 super output areas - lower layer,151,Total: All households,574
1,2021,E01014089,2021 super output areas - lower layer,151,Household is not deprived in any dimension,272
2,2021,E01014089,2021 super output areas - lower layer,151,Household is deprived in one dimension,198
3,2021,E01014089,2021 super output areas - lower layer,151,Household is deprived in two dimensions,86
4,2021,E01014089,2021 super output areas - lower layer,151,Household is deprived in three dimensions,18
5,2021,E01014089,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
6,2021,E01013987,2021 super output areas - lower layer,151,Total: All households,683
7,2021,E01013987,2021 super output areas - lower layer,151,Household is not deprived in any dimension,373
8,2021,E01013987,2021 super output areas - lower layer,151,Household is deprived in one dimension,254
9,2021,E01013987,2021 super output areas - lower layer,151,Household is deprived in two dimensions,45
10,2021,E01013987,2021 super output areas - lower layer,151,Household is deprived in three dimensions,11
11,2021,E01013987,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
12,2021,E01013988,2021 super output areas - lower layer,151,Total: All households,933
13,2021,E01013988,2021 super output areas - lower layer,151,Household is not deprived in any dimension,468
14,2021,E01013988,2021 super output areas - lower layer,151,Household is deprived in one dimension,319
15,2021,E01013988,2021 super output areas - lower layer,151,Household is deprived in two dimensions,124
16,2021,E01013988,2021 super output areas - lower layer,151,Household is deprived in three dimensions,17
17,2021,E01013988,2021 super output areas - lower layer,151,Household is deprived in four dimensions,5
18,2021,E01014095,2021 super output areas - lower layer,151,Total: All households,571
19,2021,E01014095,2021 super output areas - lower layer,151,Household is not deprived in any dimension,269
20,2021,E01014095,2021 super output areas - lower layer,151,Household is deprived in one dimension,221
21,2021,E01014095,2021 super output areas - lower layer,151,Household is deprived in two dimensions,72
22,2021,E01014095,2021 super output areas - lower layer,151,Household is deprived in three dimensions,8
23,2021,E01014095,2021 super output areas - lower layer,151,Household is deprived in four dimensions,1
24,2021,E01035055,2021 super output areas - lower layer,151,Total: All households,637
25,2021,E01035055,2021 super output areas - lower layer,151,Household is not deprived in any dimension,371
26,2021,E01035055,2021 super output areas - lower layer,151,Household is deprived in one dimension,211
27,2021,E01035055,2021 super output areas - lower layer,151,Household is deprived in two dimensions,49
28,2021,E01035055,2021 super output areas - lower layer,151,Household is deprived in three dimensions,6
29,2021,E01035055,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
30,2021,E01035056,2021 super output areas - lower layer,151,Total: All households,593
31,2021,E01035056,2021 super output areas - lower layer,151,Household is not deprived in any dimension,367
32,2021,E01035056,2021 super output areas - lower layer,151,Household is deprived in one dimension,173
33,2021,E01035056,2021 super output areas - lower layer,151,Household is deprived in two dimensions,37
34,2021,E01035056,2021 super output areas - lower layer,151,Household is deprived in three dimensions,14
35,2021,E01035056,2021 super output areas - lower layer,151,Household is deprived in four dimensions,2
36,2021,E01013986,2021 super output areas - lower layer,151,Total: All households,736
37,2021,E01013986,2021 super output areas - lower layer,151,Household is not deprived in any dimension,293
38,2021,E01013986,2021 super output areas - lower layer,151,Household is deprived in one dimension,262
39,2021,E01013986,2021 super output areas - lower layer,151,Household is deprived in two dimensions,130
40,2021,E01013986,2021 super output areas - lower layer,151,Household is deprived in three dimensions,48
41,2021,E01013986,2021 super output areas - lower layer,151,Household is deprived in four dimensions,3
42,2021,E01013989,2021 super output areas - lower layer,151,Total: All households,615
43,2021,E01013989,2021 super output areas - lower layer,151,Household is not deprived in any dimension,228
44,2021,E01013989,2021 super output areas - lower layer,151,Household is deprived in one dimension,222
45,2021,E01013989,2021 super output areas - lower layer,151,Household is deprived in two dimensions,118
46,2021,E01013989,2021 super output areas - lower layer,151,Household is deprived in three dimensions,46
47,2021,E01013989,2021 super output areas - lower layer,151,Household is deprived in four dimensions,1
48,2021,E01014010,2021 super output areas - lower layer,151,Total: All households,1065
49,2021,E01014010,2021 super output areas - lower layer,151,Household is not deprived in any dimension,436
50,2021,E01014010,2021 super output areas - lower layer,151,Household is deprived in one dimension,385
51,2021,E01014010,2021 super output areas - lower layer,151,Household is deprived in two dimensions,176
52,2021,E01014010,2021 super output areas - lower layer,151,Household is deprived in three dimensions,56
53,2021,E01014010,2021 super output areas - lower layer,151,Household is deprived in four dimensions,12
54,2021,E01014011,2021 super output areas - lower layer,151,Total: All households,669
55,2021,E01014011,2021 super output areas - lower layer,151,Household is not deprived in any dimension,322
56,2021,E01014011,2021 super output areas - lower layer,151,Household is deprived in one dimension,210
57,2021,E01014011,2021 super output areas - lower layer,151,Household is deprived in two dimensions,97
58,2021,E01014011,2021 super output areas - lower layer,151,Household is deprived in three dimensions,37
59,2021,E01014011,2021 super output areas - lower layer,151,Household is deprived in four dimensions,3
60,2021,E01014086,2021 super output areas - lower layer,151,Total: All households,753
61,2021,E01014086,2021 super output areas - lower layer,151,Household is not deprived in any dimension,297
62,2021,E01014086,2021 super output areas - lower layer,151,Household is deprived in one dimension,260
63,2021,E01014086,2021 super output areas - lower layer,151,Household is deprived in two dimensions,151
64,2021,E01014086,2021 super output areas - lower layer,151,Household is deprived in three dimensions,44
65,2021,E01014086,2021 super output areas - lower layer,151,Household is deprived in four dimensions,1
66,2021,E01014092,2021 super output areas - lower layer,151,Total: All households,895
67,2021,E01014092,2021 super output areas - lower layer,151,Household is not deprived in any dimension,471
68,2021,E01014092,2021 super output areas - lower layer,151,Household is deprived in one dimension,306
69,2021,E01014092,2021 super output areas - lower layer,151,Household is deprived in two dimensions,97
70,2021,E01014092,2021 super output areas - lower layer,151,Household is deprived in three dimensions,18
71,2021,E01014092,2021 super output areas - lower layer,151,Household is deprived in four dimensions,3
72,2021,E01014075,2021 super output areas - lower layer,151,Total: All households,742
73,2021,E01014075,2021 super output areas - lower layer,151,Household is not deprived in any dimension,405
74,2021,E01014075,2021 super output areas - lower layer,151,Household is deprived in one dimension,259
75,2021,E01014075,2021 super output areas - lower layer,151,Household is deprived in two dimensions,68
76,2021,E01014075,2021 super output areas - lower layer,151,Household is deprived in three dimensions,10
