,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HOURS_5_NAME,OBS_VALUE
0,2021,E01011954,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,952
1,2021,E01011954,2021 super output areas - lower layer,151,Part-time,331
2,2021,E01011954,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,80
3,2021,E01011954,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,251
4,2021,E01011954,2021 super output areas - lower layer,151,Full-time,621
5,2021,E01011954,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,551
6,2021,E01011954,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,70
7,2021,E01011969,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,556
8,2021,E01011969,2021 super output areas - lower layer,151,Part-time,146
9,2021,E01011969,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,42
10,2021,E01011969,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,104
11,2021,E01011969,2021 super output areas - lower layer,151,Full-time,410
12,2021,E01011969,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,360
13,2021,E01011969,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,50
14,2021,E01011970,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,521
15,2021,E01011970,2021 super output areas - lower layer,151,Part-time,144
16,2021,E01011970,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,35
17,2021,E01011970,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,109
18,2021,E01011970,2021 super output areas - lower layer,151,Full-time,377
19,2021,E01011970,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,319
20,2021,E01011970,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,58
21,2021,E01011971,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,759
22,2021,E01011971,2021 super output areas - lower layer,151,Part-time,209
23,2021,E01011971,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,55
24,2021,E01011971,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,154
25,2021,E01011971,2021 super output areas - lower layer,151,Full-time,550
26,2021,E01011971,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,476
27,2021,E01011971,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,74
28,2021,E01033465,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1028
29,2021,E01033465,2021 super output areas - lower layer,151,Part-time,268
30,2021,E01033465,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,69
31,2021,E01033465,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,199
32,2021,E01033465,2021 super output areas - lower layer,151,Full-time,760
33,2021,E01033465,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,641
34,2021,E01033465,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,119
35,2021,E01033467,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1111
36,2021,E01033467,2021 super output areas - lower layer,151,Part-time,243
37,2021,E01033467,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,59
38,2021,E01033467,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,184
39,2021,E01033467,2021 super output areas - lower layer,151,Full-time,868
40,2021,E01033467,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,731
41,2021,E01033467,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,137
42,2021,E01011952,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,527
43,2021,E01011952,2021 super output areas - lower layer,151,Part-time,208
44,2021,E01011952,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,54
45,2021,E01011952,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,154
46,2021,E01011952,2021 super output areas - lower layer,151,Full-time,319
47,2021,E01011952,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,258
48,2021,E01011952,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,61
49,2021,E01011953,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,594
50,2021,E01011953,2021 super output areas - lower layer,151,Part-time,225
51,2021,E01011953,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,70
52,2021,E01011953,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,155
