,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_DEP_6_NAME,OBS_VALUE
0,2021,E01005314,2021 super output areas - lower layer,151,Household is deprived in three dimensions,45
1,2021,E01005314,2021 super output areas - lower layer,151,Household is deprived in four dimensions,3
2,2021,E01005315,2021 super output areas - lower layer,151,Total: All households,811
3,2021,E01005315,2021 super output areas - lower layer,151,Household is not deprived in any dimension,260
4,2021,E01005315,2021 super output areas - lower layer,151,Household is deprived in one dimension,286
5,2021,E01005315,2021 super output areas - lower layer,151,Household is deprived in two dimensions,194
6,2021,E01005315,2021 super output areas - lower layer,151,Household is deprived in three dimensions,70
7,2021,E01005315,2021 super output areas - lower layer,151,Household is deprived in four dimensions,1
8,2021,E01005316,2021 super output areas - lower layer,151,Total: All households,690
9,2021,E01005316,2021 super output areas - lower layer,151,Household is not deprived in any dimension,295
10,2021,E01005316,2021 super output areas - lower layer,151,Household is deprived in one dimension,236
11,2021,E01005316,2021 super output areas - lower layer,151,Household is deprived in two dimensions,116
12,2021,E01005316,2021 super output areas - lower layer,151,Household is deprived in three dimensions,40
13,2021,E01005316,2021 super output areas - lower layer,151,Household is deprived in four dimensions,3
14,2021,E01005318,2021 super output areas - lower layer,151,Total: All households,784
15,2021,E01005318,2021 super output areas - lower layer,151,Household is not deprived in any dimension,300
16,2021,E01005318,2021 super output areas - lower layer,151,Household is deprived in one dimension,252
17,2021,E01005318,2021 super output areas - lower layer,151,Household is deprived in two dimensions,164
18,2021,E01005318,2021 super output areas - lower layer,151,Household is deprived in three dimensions,67
19,2021,E01005318,2021 super output areas - lower layer,151,Household is deprived in four dimensions,1
20,2021,E01005130,2021 super output areas - lower layer,151,Total: All households,732
21,2021,E01005130,2021 super output areas - lower layer,151,Household is not deprived in any dimension,266
22,2021,E01005130,2021 super output areas - lower layer,151,Household is deprived in one dimension,241
23,2021,E01005130,2021 super output areas - lower layer,151,Household is deprived in two dimensions,165
24,2021,E01005130,2021 super output areas - lower layer,151,Household is deprived in three dimensions,58
25,2021,E01005130,2021 super output areas - lower layer,151,Household is deprived in four dimensions,2
26,2021,E01033651,2021 super output areas - lower layer,151,Total: All households,957
27,2021,E01033651,2021 super output areas - lower layer,151,Household is not deprived in any dimension,643
28,2021,E01033651,2021 super output areas - lower layer,151,Household is deprived in one dimension,254
29,2021,E01033651,2021 super output areas - lower layer,151,Household is deprived in two dimensions,37
30,2021,E01033651,2021 super output areas - lower layer,151,Household is deprived in three dimensions,22
31,2021,E01033651,2021 super output areas - lower layer,151,Household is deprived in four dimensions,1
32,2021,E01033658,2021 super output areas - lower layer,151,Total: All households,710
33,2021,E01033658,2021 super output areas - lower layer,151,Household is not deprived in any dimension,387
34,2021,E01033658,2021 super output areas - lower layer,151,Household is deprived in one dimension,247
35,2021,E01033658,2021 super output areas - lower layer,151,Household is deprived in two dimensions,62
36,2021,E01033658,2021 super output areas - lower layer,151,Household is deprived in three dimensions,14
37,2021,E01033658,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
38,2021,E01033664,2021 super output areas - lower layer,151,Total: All households,1079
39,2021,E01033664,2021 super output areas - lower layer,151,Household is not deprived in any dimension,704
40,2021,E01033664,2021 super output areas - lower layer,151,Household is deprived in one dimension,258
41,2021,E01033664,2021 super output areas - lower layer,151,Household is deprived in two dimensions,89
42,2021,E01033664,2021 super output areas - lower layer,151,Household is deprived in three dimensions,25
43,2021,E01033664,2021 super output areas - lower layer,151,Household is deprived in four dimensions,3
44,2021,E01033667,2021 super output areas - lower layer,151,Total: All households,880
45,2021,E01033667,2021 super output areas - lower layer,151,Household is not deprived in any dimension,521
46,2021,E01033667,2021 super output areas - lower layer,151,Household is deprived in one dimension,262
47,2021,E01033667,2021 super output areas - lower layer,151,Household is deprived in two dimensions,62
48,2021,E01033667,2021 super output areas - lower layer,151,Household is deprived in three dimensions,34
49,2021,E01033667,2021 super output areas - lower layer,151,Household is deprived in four dimensions,1
50,2021,E01005128,2021 super output areas - lower layer,151,Total: All households,694
51,2021,E01005128,2021 super output areas - lower layer,151,Household is not deprived in any dimension,485
52,2021,E01005128,2021 super output areas - lower layer,151,Household is deprived in one dimension,173
53,2021,E01005128,2021 super output areas - lower layer,151,Household is deprived in two dimensions,33
54,2021,E01005128,2021 super output areas - lower layer,151,Household is deprived in three dimensions,3
55,2021,E01005128,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
56,2021,E01033653,2021 super output areas - lower layer,151,Total: All households,1144
57,2021,E01033653,2021 super output areas - lower layer,151,Household is not deprived in any dimension,649
58,2021,E01033653,2021 super output areas - lower layer,151,Household is deprived in one dimension,365
59,2021,E01033653,2021 super output areas - lower layer,151,Household is deprived in two dimensions,116
60,2021,E01033653,2021 super output areas - lower layer,151,Household is deprived in three dimensions,14
61,2021,E01033653,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
62,2021,E01033654,2021 super output areas - lower layer,151,Total: All households,564
63,2021,E01033654,2021 super output areas - lower layer,151,Household is not deprived in any dimension,354
64,2021,E01033654,2021 super output areas - lower layer,151,Household is deprived in one dimension,173
65,2021,E01033654,2021 super output areas - lower layer,151,Household is deprived in two dimensions,31
66,2021,E01033654,2021 super output areas - lower layer,151,Household is deprived in three dimensions,5
67,2021,E01033654,2021 super output areas - lower layer,151,Household is deprived in four dimensions,1
68,2021,E01033661,2021 super output areas - lower layer,151,Total: All households,1201
69,2021,E01033661,2021 super output areas - lower layer,151,Household is not deprived in any dimension,788
70,2021,E01033661,2021 super output areas - lower layer,151,Household is deprived in one dimension,277
71,2021,E01033661,2021 super output areas - lower layer,151,Household is deprived in two dimensions,108
72,2021,E01033661,2021 super output areas - lower layer,151,Household is deprived in three dimensions,28
73,2021,E01033661,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
74,2021,E01034129,2021 super output areas - lower layer,151,Total: All households,637
75,2021,E01034129,2021 super output areas - lower layer,151,Household is not deprived in any dimension,445
76,2021,E01034129,2021 super output areas - lower layer,151,Household is deprived in one dimension,154
77,2021,E01034129,2021 super output areas - lower layer,151,Household is deprived in two dimensions,36
78,2021,E01034129,2021 super output areas - lower layer,151,Household is deprived in three dimensions,2
79,2021,E01034129,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
80,2021,E01034130,2021 super output areas - lower layer,151,Total: All households,782
81,2021,E01034130,2021 super output areas - lower layer,151,Household is not deprived in any dimension,559
82,2021,E01034130,2021 super output areas - lower layer,151,Household is deprived in one dimension,182
83,2021,E01034130,2021 super output areas - lower layer,151,Household is deprived in two dimensions,38
84,2021,E01034130,2021 super output areas - lower layer,151,Household is deprived in three dimensions,3
85,2021,E01034130,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
86,2021,E01005143,2021 super output areas - lower layer,151,Total: All households,793
87,2021,E01005143,2021 super output areas - lower layer,151,Household is not deprived in any dimension,230
88,2021,E01005143,2021 super output areas - lower layer,151,Household is deprived in one dimension,289
89,2021,E01005143,2021 super output areas - lower layer,151,Household is deprived in two dimensions,192
90,2021,E01005143,2021 super output areas - lower layer,151,Household is deprived in three dimensions,78
91,2021,E01005143,2021 super output areas - lower layer,151,Household is deprived in four dimensions,4
92,2021,E01033655,2021 super output areas - lower layer,151,Total: All households,745
93,2021,E01033655,2021 super output areas - lower layer,151,Household is not deprived in any dimension,526
94,2021,E01033655,2021 super output areas - lower layer,151,Household is deprived in one dimension,189
95,2021,E01033655,2021 super output areas - lower layer,151,Household is deprived in two dimensions,28
96,2021,E01033655,2021 super output areas - lower layer,151,Household is deprived in three dimensions,2
97,2021,E01033655,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
98,2021,E01033665,2021 super output areas - lower layer,151,Total: All households,918
99,2021,E01033665,2021 super output areas - lower layer,151,Household is not deprived in any dimension,536
100,2021,E01033665,2021 super output areas - lower layer,151,Household is deprived in one dimension,268
101,2021,E01033665,2021 super output areas - lower layer,151,Household is deprived in two dimensions,84
102,2021,E01033665,2021 super output areas - lower layer,151,Household is deprived in three dimensions,29
103,2021,E01033665,2021 super output areas - lower layer,151,Household is deprived in four dimensions,1
104,2021,E01033676,2021 super output areas - lower layer,151,Total: All households,732
105,2021,E01033676,2021 super output areas - lower layer,151,Household is not deprived in any dimension,225
106,2021,E01033676,2021 super output areas - lower layer,151,Household is deprived in one dimension,246
107,2021,E01033676,2021 super output areas - lower layer,151,Household is deprived in two dimensions,173
108,2021,E01033676,2021 super output areas - lower layer,151,Household is deprived in three dimensions,85
109,2021,E01033676,2021 super output areas - lower layer,151,Household is deprived in four dimensions,3
110,2021,E01005212,2021 super output areas - lower layer,151,Total: All households,761
111,2021,E01005212,2021 super output areas - lower layer,151,Household is not deprived in any dimension,352
112,2021,E01005212,2021 super output areas - lower layer,151,Household is deprived in one dimension,261
113,2021,E01005212,2021 super output areas - lower layer,151,Household is deprived in two dimensions,106
114,2021,E01005212,2021 super output areas - lower layer,151,Household is deprived in three dimensions,39
115,2021,E01005212,2021 super output areas - lower layer,151,Household is deprived in four dimensions,3
116,2021,E01033656,2021 super output areas - lower layer,151,Total: All households,484
117,2021,E01033656,2021 super output areas - lower layer,151,Household is not deprived in any dimension,352
118,2021,E01033656,2021 super output areas - lower layer,151,Household is deprived in one dimension,120
119,2021,E01033656,2021 super output areas - lower layer,151,Household is deprived in two dimensions,12
120,2021,E01033656,2021 super output areas - lower layer,151,Household is deprived in three dimensions,0
121,2021,E01033656,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
122,2021,E01033662,2021 super output areas - lower layer,151,Total: All households,971
123,2021,E01033662,2021 super output areas - lower layer,151,Household is not deprived in any dimension,644
124,2021,E01033662,2021 super output areas - lower layer,151,Household is deprived in one dimension,242
125,2021,E01033662,2021 super output areas - lower layer,151,Household is deprived in two dimensions,58
126,2021,E01033662,2021 super output areas - lower layer,151,Household is deprived in three dimensions,24
127,2021,E01033662,2021 super output areas - lower layer,151,Household is deprived in four dimensions,3
128,2021,E01005142,2021 super output areas - lower layer,151,Total: All households,703
129,2021,E01005142,2021 super output areas - lower layer,151,Household is not deprived in any dimension,172
130,2021,E01005142,2021 super output areas - lower layer,151,Household is deprived in one dimension,259
131,2021,E01005142,2021 super output areas - lower layer,151,Household is deprived in two dimensions,177
132,2021,E01005142,2021 super output areas - lower layer,151,Household is deprived in three dimensions,88
133,2021,E01005142,2021 super output areas - lower layer,151,Household is deprived in four dimensions,7
134,2021,E01005147,2021 super output areas - lower layer,151,Total: All households,897
135,2021,E01005147,2021 super output areas - lower layer,151,Household is not deprived in any dimension,277
136,2021,E01005147,2021 super output areas - lower layer,151,Household is deprived in one dimension,337
137,2021,E01005147,2021 super output areas - lower layer,151,Household is deprived in two dimensions,206
138,2021,E01005147,2021 super output areas - lower layer,151,Household is deprived in three dimensions,69
139,2021,E01005147,2021 super output areas - lower layer,151,Household is deprived in four dimensions,8
140,2021,E01033674,2021 super output areas - lower layer,151,Total: All households,669
141,2021,E01033674,2021 super output areas - lower layer,151,Household is not deprived in any dimension,354
142,2021,E01033674,2021 super output areas - lower layer,151,Household is deprived in one dimension,218
143,2021,E01033674,2021 super output areas - lower layer,151,Household is deprived in two dimensions,70
144,2021,E01033674,2021 super output areas - lower layer,151,Household is deprived in three dimensions,23
145,2021,E01033674,2021 super output areas - lower layer,151,Household is deprived in four dimensions,4
146,2021,E01033675,2021 super output areas - lower layer,151,Total: All households,771
147,2021,E01033675,2021 super output areas - lower layer,151,Household is not deprived in any dimension,305
148,2021,E01033675,2021 super output areas - lower layer,151,Household is deprived in one dimension,257
149,2021,E01033675,2021 super output areas - lower layer,151,Household is deprived in two dimensions,158
150,2021,E01033675,2021 super output areas - lower layer,151,Household is deprived in three dimensions,48
151,2021,E01033675,2021 super output areas - lower layer,151,Household is deprived in four dimensions,3
152,2021,E01005213,2021 super output areas - lower layer,151,Total: All households,1165
153,2021,E01005213,2021 super output areas - lower layer,151,Household is not deprived in any dimension,434
154,2021,E01005213,2021 super output areas - lower layer,151,Household is deprived in one dimension,421
155,2021,E01005213,2021 super output areas - lower layer,151,Household is deprived in two dimensions,201
156,2021,E01005213,2021 super output areas - lower layer,151,Household is deprived in three dimensions,105
157,2021,E01005213,2021 super output areas - lower layer,151,Household is deprived in four dimensions,4
158,2021,E01033660,2021 super output areas - lower layer,151,Total: All households,861
159,2021,E01033660,2021 super output areas - lower layer,151,Household is not deprived in any dimension,652
160,2021,E01033660,2021 super output areas - lower layer,151,Household is deprived in one dimension,177
161,2021,E01033660,2021 super output areas - lower layer,151,Household is deprived in two dimensions,31
162,2021,E01033660,2021 super output areas - lower layer,151,Household is deprived in three dimensions,1
163,2021,E01033660,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
164,2021,E01033672,2021 super output areas - lower layer,151,Total: All households,921
165,2021,E01033672,2021 super output areas - lower layer,151,Household is not deprived in any dimension,417
166,2021,E01033672,2021 super output areas - lower layer,151,Household is deprived in one dimension,303
167,2021,E01033672,2021 super output areas - lower layer,151,Household is deprived in two dimensions,132
168,2021,E01033672,2021 super output areas - lower layer,151,Household is deprived in three dimensions,67
169,2021,E01033672,2021 super output areas - lower layer,151,Household is deprived in four dimensions,2
170,2021,E01033673,2021 super output areas - lower layer,151,Total: All households,853
171,2021,E01033673,2021 super output areas - lower layer,151,Household is not deprived in any dimension,660
172,2021,E01033673,2021 super output areas - lower layer,151,Household is deprived in one dimension,169
173,2021,E01033673,2021 super output areas - lower layer,151,Household is deprived in two dimensions,23
174,2021,E01033673,2021 super output areas - lower layer,151,Household is deprived in three dimensions,1
175,2021,E01033673,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
176,2021,E01033677,2021 super output areas - lower layer,151,Total: All households,608
177,2021,E01033677,2021 super output areas - lower layer,151,Household is not deprived in any dimension,437
178,2021,E01033677,2021 super output areas - lower layer,151,Household is deprived in one dimension,149
179,2021,E01033677,2021 super output areas - lower layer,151,Household is deprived in two dimensions,19
180,2021,E01033677,2021 super output areas - lower layer,151,Household is deprived in three dimensions,3
181,2021,E01033677,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
