,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHDISABLED_4_NAME,OBS_VALUE
0,2021,E01015226,2021 super output areas - lower layer,151,Total: All households,613
1,2021,E01015226,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,411
2,2021,E01015226,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,149
3,2021,E01015226,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,53
4,2021,E01015227,2021 super output areas - lower layer,151,Total: All households,631
5,2021,E01015227,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,423
6,2021,E01015227,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,164
7,2021,E01015227,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,44
8,2021,E01015228,2021 super output areas - lower layer,151,Total: All households,758
9,2021,E01015228,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,462
10,2021,E01015228,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,238
11,2021,E01015228,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,58
12,2021,E01015230,2021 super output areas - lower layer,151,Total: All households,637
13,2021,E01015230,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,380
14,2021,E01015230,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,207
15,2021,E01015230,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,50
16,2021,E01015202,2021 super output areas - lower layer,151,Total: All households,597
17,2021,E01015202,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,363
18,2021,E01015202,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,162
19,2021,E01015202,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,72
20,2021,E01015203,2021 super output areas - lower layer,151,Total: All households,539
21,2021,E01015203,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,351
22,2021,E01015203,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,146
23,2021,E01015203,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,42
24,2021,E01015204,2021 super output areas - lower layer,151,Total: All households,659
25,2021,E01015204,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,405
26,2021,E01015204,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,186
27,2021,E01015204,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,68
28,2021,E01015205,2021 super output areas - lower layer,151,Total: All households,639
29,2021,E01015205,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,412
30,2021,E01015205,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,170
31,2021,E01015205,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,57
32,2021,E01015206,2021 super output areas - lower layer,151,Total: All households,640
33,2021,E01015206,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,396
34,2021,E01015206,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,174
35,2021,E01015206,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,70
36,2021,E01015190,2021 super output areas - lower layer,151,Total: All households,840
37,2021,E01015190,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,502
38,2021,E01015190,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,261
39,2021,E01015190,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,77
40,2021,E01015191,2021 super output areas - lower layer,151,Total: All households,681
41,2021,E01015191,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,459
42,2021,E01015191,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,170
43,2021,E01015191,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,52
44,2021,E01015192,2021 super output areas - lower layer,151,Total: All households,614
45,2021,E01015192,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,332
46,2021,E01015192,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,186
47,2021,E01015192,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,96
48,2021,E01015193,2021 super output areas - lower layer,151,Total: All households,571
49,2021,E01015193,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,339
50,2021,E01015193,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,162
51,2021,E01015193,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,70
52,2021,E01015194,2021 super output areas - lower layer,151,Total: All households,606
53,2021,E01015194,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,340
54,2021,E01015194,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,181
55,2021,E01015194,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,85
