,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_MHHLANG_5_NAME,OBS_VALUE
0,2021,E01022350,2021 super output areas - lower layer,151,All household members have the same main language,684
1,2021,E01022350,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",1
2,2021,E01022350,2021 super output areas - lower layer,151,Main language differs within partnerships,6
3,2021,E01022350,2021 super output areas - lower layer,151,Any other combination of multiple main languages,1
4,2021,E01022382,2021 super output areas - lower layer,151,Total: All households,683
5,2021,E01022382,2021 super output areas - lower layer,151,One-person household,167
6,2021,E01022382,2021 super output areas - lower layer,151,All household members have the same main language,507
7,2021,E01022382,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",1
8,2021,E01022382,2021 super output areas - lower layer,151,Main language differs within partnerships,8
9,2021,E01022382,2021 super output areas - lower layer,151,Any other combination of multiple main languages,0
10,2021,E01022383,2021 super output areas - lower layer,151,Total: All households,660
11,2021,E01022383,2021 super output areas - lower layer,151,One-person household,219
12,2021,E01022383,2021 super output areas - lower layer,151,All household members have the same main language,433
13,2021,E01022383,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",0
14,2021,E01022383,2021 super output areas - lower layer,151,Main language differs within partnerships,4
15,2021,E01022383,2021 super output areas - lower layer,151,Any other combination of multiple main languages,4
16,2021,E01022384,2021 super output areas - lower layer,151,Total: All households,633
17,2021,E01022384,2021 super output areas - lower layer,151,One-person household,212
18,2021,E01022384,2021 super output areas - lower layer,151,All household members have the same main language,412
19,2021,E01022384,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",1
20,2021,E01022384,2021 super output areas - lower layer,151,Main language differs within partnerships,6
21,2021,E01022384,2021 super output areas - lower layer,151,Any other combination of multiple main languages,2
22,2021,E01022359,2021 super output areas - lower layer,151,Total: All households,668
23,2021,E01022359,2021 super output areas - lower layer,151,One-person household,175
24,2021,E01022359,2021 super output areas - lower layer,151,All household members have the same main language,483
25,2021,E01022359,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",2
26,2021,E01022359,2021 super output areas - lower layer,151,Main language differs within partnerships,5
27,2021,E01022359,2021 super output areas - lower layer,151,Any other combination of multiple main languages,3
28,2021,E01022360,2021 super output areas - lower layer,151,Total: All households,635
29,2021,E01022360,2021 super output areas - lower layer,151,One-person household,133
30,2021,E01022360,2021 super output areas - lower layer,151,All household members have the same main language,498
31,2021,E01022360,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",0
32,2021,E01022360,2021 super output areas - lower layer,151,Main language differs within partnerships,3
33,2021,E01022360,2021 super output areas - lower layer,151,Any other combination of multiple main languages,1
34,2021,E01022361,2021 super output areas - lower layer,151,Total: All households,583
35,2021,E01022361,2021 super output areas - lower layer,151,One-person household,226
36,2021,E01022361,2021 super output areas - lower layer,151,All household members have the same main language,349
37,2021,E01022361,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",1
38,2021,E01022361,2021 super output areas - lower layer,151,Main language differs within partnerships,5
39,2021,E01022361,2021 super output areas - lower layer,151,Any other combination of multiple main languages,2
40,2021,E01022362,2021 super output areas - lower layer,151,Total: All households,532
41,2021,E01022362,2021 super output areas - lower layer,151,One-person household,170
42,2021,E01022362,2021 super output areas - lower layer,151,All household members have the same main language,357
43,2021,E01022362,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",0
44,2021,E01022362,2021 super output areas - lower layer,151,Main language differs within partnerships,2
