,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHSIZE_10_NAME,OBS_VALUE
0,2021,E01034036,2021 super output areas - lower layer,151,Total: All households,679
1,2021,E01034036,2021 super output areas - lower layer,151,0 people in household,0
2,2021,E01034036,2021 super output areas - lower layer,151,1 person in household,150
3,2021,E01034036,2021 super output areas - lower layer,151,2 people in household,182
4,2021,E01034036,2021 super output areas - lower layer,151,3 people in household,152
5,2021,E01034036,2021 super output areas - lower layer,151,4 people in household,126
6,2021,E01034036,2021 super output areas - lower layer,151,5 people in household,44
7,2021,E01034036,2021 super output areas - lower layer,151,6 people in household,16
8,2021,E01034036,2021 super output areas - lower layer,151,7 people in household,5
9,2021,E01034036,2021 super output areas - lower layer,151,8 or more people in household,4
10,2021,E01034037,2021 super output areas - lower layer,151,Total: All households,655
11,2021,E01034037,2021 super output areas - lower layer,151,0 people in household,0
12,2021,E01034037,2021 super output areas - lower layer,151,1 person in household,148
13,2021,E01034037,2021 super output areas - lower layer,151,2 people in household,156
14,2021,E01034037,2021 super output areas - lower layer,151,3 people in household,164
15,2021,E01034037,2021 super output areas - lower layer,151,4 people in household,105
16,2021,E01034037,2021 super output areas - lower layer,151,5 people in household,45
17,2021,E01034037,2021 super output areas - lower layer,151,6 people in household,15
18,2021,E01034037,2021 super output areas - lower layer,151,7 people in household,13
19,2021,E01034037,2021 super output areas - lower layer,151,8 or more people in household,9
20,2021,E01002587,2021 super output areas - lower layer,151,Total: All households,739
21,2021,E01002587,2021 super output areas - lower layer,151,0 people in household,0
22,2021,E01002587,2021 super output areas - lower layer,151,1 person in household,107
23,2021,E01002587,2021 super output areas - lower layer,151,2 people in household,208
24,2021,E01002587,2021 super output areas - lower layer,151,3 people in household,153
25,2021,E01002587,2021 super output areas - lower layer,151,4 people in household,122
26,2021,E01002587,2021 super output areas - lower layer,151,5 people in household,66
27,2021,E01002587,2021 super output areas - lower layer,151,6 people in household,48
28,2021,E01002587,2021 super output areas - lower layer,151,7 people in household,12
29,2021,E01002587,2021 super output areas - lower layer,151,8 or more people in household,23
30,2021,E01002588,2021 super output areas - lower layer,151,Total: All households,744
31,2021,E01002588,2021 super output areas - lower layer,151,0 people in household,0
32,2021,E01002588,2021 super output areas - lower layer,151,1 person in household,211
33,2021,E01002588,2021 super output areas - lower layer,151,2 people in household,166
34,2021,E01002588,2021 super output areas - lower layer,151,3 people in household,163
35,2021,E01002588,2021 super output areas - lower layer,151,4 people in household,108
36,2021,E01002588,2021 super output areas - lower layer,151,5 people in household,51
37,2021,E01002588,2021 super output areas - lower layer,151,6 people in household,28
38,2021,E01002588,2021 super output areas - lower layer,151,7 people in household,10
39,2021,E01002588,2021 super output areas - lower layer,151,8 or more people in household,7
40,2021,E01002660,2021 super output areas - lower layer,151,Total: All households,614
41,2021,E01002660,2021 super output areas - lower layer,151,0 people in household,0
42,2021,E01002660,2021 super output areas - lower layer,151,1 person in household,115
43,2021,E01002660,2021 super output areas - lower layer,151,2 people in household,136
44,2021,E01002660,2021 super output areas - lower layer,151,3 people in household,114
45,2021,E01002660,2021 super output areas - lower layer,151,4 people in household,119
46,2021,E01002660,2021 super output areas - lower layer,151,5 people in household,49
47,2021,E01002660,2021 super output areas - lower layer,151,6 people in household,34
