,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HOURS_5_NAME,OBS_VALUE
0,2021,E01021896,2021 super output areas - lower layer,151,Part-time,281
1,2021,E01021896,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,106
2,2021,E01021896,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,175
3,2021,E01021896,2021 super output areas - lower layer,151,Full-time,682
4,2021,E01021896,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,545
5,2021,E01021896,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,137
6,2021,E01021897,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,543
7,2021,E01021897,2021 super output areas - lower layer,151,Part-time,172
8,2021,E01021897,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,53
9,2021,E01021897,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,119
10,2021,E01021897,2021 super output areas - lower layer,151,Full-time,371
11,2021,E01021897,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,302
12,2021,E01021897,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,69
13,2021,E01021898,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,500
14,2021,E01021898,2021 super output areas - lower layer,151,Part-time,166
15,2021,E01021898,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,69
16,2021,E01021898,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,97
17,2021,E01021898,2021 super output areas - lower layer,151,Full-time,334
18,2021,E01021898,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,276
19,2021,E01021898,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,58
20,2021,E01021901,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,890
21,2021,E01021901,2021 super output areas - lower layer,151,Part-time,300
22,2021,E01021901,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,113
23,2021,E01021901,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,187
24,2021,E01021901,2021 super output areas - lower layer,151,Full-time,590
25,2021,E01021901,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,451
26,2021,E01021901,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,139
27,2021,E01021904,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,984
28,2021,E01021904,2021 super output areas - lower layer,151,Part-time,266
29,2021,E01021904,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,100
30,2021,E01021904,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,166
31,2021,E01021904,2021 super output areas - lower layer,151,Full-time,718
32,2021,E01021904,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,572
33,2021,E01021904,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,146
34,2021,E01021905,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,552
35,2021,E01021905,2021 super output areas - lower layer,151,Part-time,161
36,2021,E01021905,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,60
37,2021,E01021905,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,101
38,2021,E01021905,2021 super output areas - lower layer,151,Full-time,391
39,2021,E01021905,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,316
40,2021,E01021905,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,75
41,2021,E01021906,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,759
42,2021,E01021906,2021 super output areas - lower layer,151,Part-time,241
43,2021,E01021906,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,102
44,2021,E01021906,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,139
45,2021,E01021906,2021 super output areas - lower layer,151,Full-time,518
46,2021,E01021906,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,429
47,2021,E01021906,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,89
48,2021,E01021907,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1076
49,2021,E01021907,2021 super output areas - lower layer,151,Part-time,341
50,2021,E01021907,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,129
51,2021,E01021907,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,212
52,2021,E01021907,2021 super output areas - lower layer,151,Full-time,735
53,2021,E01021907,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,577
54,2021,E01021907,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,158
55,2021,E01021873,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,640
56,2021,E01021873,2021 super output areas - lower layer,151,Part-time,206
57,2021,E01021873,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,87
58,2021,E01021873,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,119
59,2021,E01021873,2021 super output areas - lower layer,151,Full-time,434
60,2021,E01021873,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,326
61,2021,E01021873,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,108
62,2021,E01021874,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,756
63,2021,E01021874,2021 super output areas - lower layer,151,Part-time,236
64,2021,E01021874,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,89
65,2021,E01021874,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,147
66,2021,E01021874,2021 super output areas - lower layer,151,Full-time,520
67,2021,E01021874,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,413
68,2021,E01021874,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,107
69,2021,E01021875,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,673
70,2021,E01021875,2021 super output areas - lower layer,151,Part-time,248
71,2021,E01021875,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,97
72,2021,E01021875,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,151
73,2021,E01021875,2021 super output areas - lower layer,151,Full-time,425
74,2021,E01021875,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,329
75,2021,E01021875,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,96
76,2021,E01021899,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,697
77,2021,E01021899,2021 super output areas - lower layer,151,Part-time,232
78,2021,E01021899,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,95
79,2021,E01021899,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,137
80,2021,E01021899,2021 super output areas - lower layer,151,Full-time,465
81,2021,E01021899,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,367
82,2021,E01021899,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,98
83,2021,E01021900,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,548
84,2021,E01021900,2021 super output areas - lower layer,151,Part-time,162
85,2021,E01021900,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,63
86,2021,E01021900,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,99
87,2021,E01021900,2021 super output areas - lower layer,151,Full-time,386
88,2021,E01021900,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,322
89,2021,E01021900,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,64
90,2021,E01021902,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,909
91,2021,E01021902,2021 super output areas - lower layer,151,Part-time,318
92,2021,E01021902,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,150
93,2021,E01021902,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,168
94,2021,E01021902,2021 super output areas - lower layer,151,Full-time,591
95,2021,E01021902,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,450
96,2021,E01021902,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,141
97,2021,E01021903,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,831
98,2021,E01021903,2021 super output areas - lower layer,151,Part-time,282
99,2021,E01021903,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,124
100,2021,E01021903,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,158
101,2021,E01021903,2021 super output areas - lower layer,151,Full-time,549
102,2021,E01021903,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,425
103,2021,E01021903,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,124
104,2021,E01021878,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,570
105,2021,E01021878,2021 super output areas - lower layer,151,Part-time,199
106,2021,E01021878,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,80
107,2021,E01021878,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,119
108,2021,E01021878,2021 super output areas - lower layer,151,Full-time,371
109,2021,E01021878,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,309
110,2021,E01021878,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,62
111,2021,E01021879,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,690
112,2021,E01021879,2021 super output areas - lower layer,151,Part-time,184
113,2021,E01021879,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,59
114,2021,E01021879,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,125
115,2021,E01021879,2021 super output areas - lower layer,151,Full-time,506
116,2021,E01021879,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,420
117,2021,E01021879,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,86
118,2021,E01021880,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,708
