,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_MIGIND_4_NAME,OBS_VALUE
0,2021,E01011954,2021 super output areas - lower layer,151,Total: All usual residents,2254
1,2021,E01011954,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,2119
2,2021,E01011954,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,0
3,2021,E01011954,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,132
4,2021,E01011954,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,3
5,2021,E01011969,2021 super output areas - lower layer,151,Total: All usual residents,1333
6,2021,E01011969,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1265
7,2021,E01011969,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,0
8,2021,E01011969,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,68
9,2021,E01011969,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,0
10,2021,E01011970,2021 super output areas - lower layer,151,Total: All usual residents,1058
11,2021,E01011970,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,977
12,2021,E01011970,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,4
13,2021,E01011970,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,77
14,2021,E01011970,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,0
15,2021,E01011971,2021 super output areas - lower layer,151,Total: All usual residents,1315
16,2021,E01011971,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1247
17,2021,E01011971,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,1
18,2021,E01011971,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,66
19,2021,E01011971,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,1
20,2021,E01033465,2021 super output areas - lower layer,151,Total: All usual residents,1940
21,2021,E01033465,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1778
22,2021,E01033465,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,2
23,2021,E01033465,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,159
24,2021,E01033465,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,1
25,2021,E01033467,2021 super output areas - lower layer,151,Total: All usual residents,2230
26,2021,E01033467,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,2022
27,2021,E01033467,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,3
28,2021,E01033467,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,201
29,2021,E01033467,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,4
30,2021,E01011952,2021 super output areas - lower layer,151,Total: All usual residents,1586
31,2021,E01011952,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1455
32,2021,E01011952,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,3
33,2021,E01011952,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,126
34,2021,E01011952,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,2
35,2021,E01011953,2021 super output areas - lower layer,151,Total: All usual residents,1938
36,2021,E01011953,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1737
37,2021,E01011953,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,2
38,2021,E01011953,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,195
39,2021,E01011953,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,4
40,2021,E01011991,2021 super output areas - lower layer,151,Total: All usual residents,1610
41,2021,E01011991,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1509
42,2021,E01011991,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,2
43,2021,E01011991,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,95
44,2021,E01011991,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,4
45,2021,E01011992,2021 super output areas - lower layer,151,Total: All usual residents,1868
46,2021,E01011992,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1676
47,2021,E01011992,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,2
48,2021,E01011992,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,186
49,2021,E01011992,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,4
50,2021,E01011993,2021 super output areas - lower layer,151,Total: All usual residents,1720
51,2021,E01011993,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1581
52,2021,E01011993,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,5
53,2021,E01011993,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,134
54,2021,E01011993,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,0
55,2021,E01011994,2021 super output areas - lower layer,151,Total: All usual residents,1430
56,2021,E01011994,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1240
57,2021,E01011994,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,3
