,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHDISABLED_4_NAME,OBS_VALUE
0,2021,E01026699,2021 super output areas - lower layer,151,Total: All households,963
1,2021,E01026699,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,640
2,2021,E01026699,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,291
3,2021,E01026699,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,32
4,2021,E01026700,2021 super output areas - lower layer,151,Total: All households,758
5,2021,E01026700,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,497
6,2021,E01026700,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,226
7,2021,E01026700,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,35
8,2021,E01026704,2021 super output areas - lower layer,151,Total: All households,722
9,2021,E01026704,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,451
10,2021,E01026704,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,202
11,2021,E01026704,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,69
12,2021,E01026705,2021 super output areas - lower layer,151,Total: All households,717
13,2021,E01026705,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,456
14,2021,E01026705,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,196
15,2021,E01026705,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,65
16,2021,E01026706,2021 super output areas - lower layer,151,Total: All households,862
17,2021,E01026706,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,618
18,2021,E01026706,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,197
19,2021,E01026706,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,47
20,2021,E01034768,2021 super output areas - lower layer,151,Total: All households,659
21,2021,E01034768,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,433
22,2021,E01034768,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,192
23,2021,E01034768,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,34
