,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_MHHLANG_5_NAME,OBS_VALUE
0,2021,E01010599,2021 super output areas - lower layer,151,All household members have the same main language,262
1,2021,E01010599,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",23
2,2021,E01010599,2021 super output areas - lower layer,151,Main language differs within partnerships,46
3,2021,E01010599,2021 super output areas - lower layer,151,Any other combination of multiple main languages,35
4,2021,E01010600,2021 super output areas - lower layer,151,Total: All households,475
5,2021,E01010600,2021 super output areas - lower layer,151,One-person household,105
6,2021,E01010600,2021 super output areas - lower layer,151,All household members have the same main language,270
7,2021,E01010600,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",30
8,2021,E01010600,2021 super output areas - lower layer,151,Main language differs within partnerships,47
9,2021,E01010600,2021 super output areas - lower layer,151,Any other combination of multiple main languages,23
10,2021,E01010602,2021 super output areas - lower layer,151,Total: All households,656
11,2021,E01010602,2021 super output areas - lower layer,151,One-person household,211
12,2021,E01010602,2021 super output areas - lower layer,151,All household members have the same main language,372
13,2021,E01010602,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",18
14,2021,E01010602,2021 super output areas - lower layer,151,Main language differs within partnerships,27
15,2021,E01010602,2021 super output areas - lower layer,151,Any other combination of multiple main languages,28
16,2021,E01010670,2021 super output areas - lower layer,151,Total: All households,459
17,2021,E01010670,2021 super output areas - lower layer,151,One-person household,99
18,2021,E01010670,2021 super output areas - lower layer,151,All household members have the same main language,232
19,2021,E01010670,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",25
20,2021,E01010670,2021 super output areas - lower layer,151,Main language differs within partnerships,50
21,2021,E01010670,2021 super output areas - lower layer,151,Any other combination of multiple main languages,53
22,2021,E01010671,2021 super output areas - lower layer,151,Total: All households,513
23,2021,E01010671,2021 super output areas - lower layer,151,One-person household,128
24,2021,E01010671,2021 super output areas - lower layer,151,All household members have the same main language,235
25,2021,E01010671,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",30
26,2021,E01010671,2021 super output areas - lower layer,151,Main language differs within partnerships,64
27,2021,E01010671,2021 super output areas - lower layer,151,Any other combination of multiple main languages,56
28,2021,E01010673,2021 super output areas - lower layer,151,Total: All households,488
29,2021,E01010673,2021 super output areas - lower layer,151,One-person household,95
30,2021,E01010673,2021 super output areas - lower layer,151,All household members have the same main language,170
31,2021,E01010673,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",41
32,2021,E01010673,2021 super output areas - lower layer,151,Main language differs within partnerships,86
33,2021,E01010673,2021 super output areas - lower layer,151,Any other combination of multiple main languages,96
34,2021,E01010675,2021 super output areas - lower layer,151,Total: All households,645
35,2021,E01010675,2021 super output areas - lower layer,151,One-person household,184
36,2021,E01010675,2021 super output areas - lower layer,151,All household members have the same main language,304
37,2021,E01010675,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",27
38,2021,E01010675,2021 super output areas - lower layer,151,Main language differs within partnerships,67
39,2021,E01010675,2021 super output areas - lower layer,151,Any other combination of multiple main languages,63
40,2021,E01010669,2021 super output areas - lower layer,151,Total: All households,651
41,2021,E01010669,2021 super output areas - lower layer,151,One-person household,130
42,2021,E01010669,2021 super output areas - lower layer,151,All household members have the same main language,337
43,2021,E01010669,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",49
44,2021,E01010669,2021 super output areas - lower layer,151,Main language differs within partnerships,91
45,2021,E01010669,2021 super output areas - lower layer,151,Any other combination of multiple main languages,44
46,2021,E01010674,2021 super output areas - lower layer,151,Total: All households,639
47,2021,E01010674,2021 super output areas - lower layer,151,One-person household,117
48,2021,E01010674,2021 super output areas - lower layer,151,All household members have the same main language,305
49,2021,E01010674,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",70
50,2021,E01010674,2021 super output areas - lower layer,151,Main language differs within partnerships,104
51,2021,E01010674,2021 super output areas - lower layer,151,Any other combination of multiple main languages,43
52,2021,E01010805,2021 super output areas - lower layer,151,Total: All households,509
53,2021,E01010805,2021 super output areas - lower layer,151,One-person household,129
54,2021,E01010805,2021 super output areas - lower layer,151,All household members have the same main language,269
55,2021,E01010805,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",16
56,2021,E01010805,2021 super output areas - lower layer,151,Main language differs within partnerships,44
57,2021,E01010805,2021 super output areas - lower layer,151,Any other combination of multiple main languages,51
58,2021,E01033898,2021 super output areas - lower layer,151,Total: All households,454
59,2021,E01033898,2021 super output areas - lower layer,151,One-person household,73
60,2021,E01033898,2021 super output areas - lower layer,151,All household members have the same main language,246
61,2021,E01033898,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",29
62,2021,E01033898,2021 super output areas - lower layer,151,Main language differs within partnerships,71
63,2021,E01033898,2021 super output areas - lower layer,151,Any other combination of multiple main languages,35
64,2021,E01033899,2021 super output areas - lower layer,151,Total: All households,475
65,2021,E01033899,2021 super output areas - lower layer,151,One-person household,45
66,2021,E01033899,2021 super output areas - lower layer,151,All household members have the same main language,260
67,2021,E01033899,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",87
68,2021,E01033899,2021 super output areas - lower layer,151,Main language differs within partnerships,62
69,2021,E01033899,2021 super output areas - lower layer,151,Any other combination of multiple main languages,21
70,2021,E01010590,2021 super output areas - lower layer,151,Total: All households,932
71,2021,E01010590,2021 super output areas - lower layer,151,One-person household,233
72,2021,E01010590,2021 super output areas - lower layer,151,All household members have the same main language,685
73,2021,E01010590,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",2
74,2021,E01010590,2021 super output areas - lower layer,151,Main language differs within partnerships,6
75,2021,E01010590,2021 super output areas - lower layer,151,Any other combination of multiple main languages,6
76,2021,E01010592,2021 super output areas - lower layer,151,Total: All households,780
77,2021,E01010592,2021 super output areas - lower layer,151,One-person household,261
78,2021,E01010592,2021 super output areas - lower layer,151,All household members have the same main language,514
79,2021,E01010592,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",2
80,2021,E01010592,2021 super output areas - lower layer,151,Main language differs within partnerships,3
81,2021,E01010592,2021 super output areas - lower layer,151,Any other combination of multiple main languages,0
82,2021,E01010594,2021 super output areas - lower layer,151,Total: All households,709
83,2021,E01010594,2021 super output areas - lower layer,151,One-person household,171
84,2021,E01010594,2021 super output areas - lower layer,151,All household members have the same main language,525
85,2021,E01010594,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",5
86,2021,E01010594,2021 super output areas - lower layer,151,Main language differs within partnerships,3
87,2021,E01010594,2021 super output areas - lower layer,151,Any other combination of multiple main languages,5
88,2021,E01010595,2021 super output areas - lower layer,151,Total: All households,958
