,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWMETH_12_NAME,OBS_VALUE
0,2021,E01027149,2021 super output areas - lower layer,151,Passenger in a car or van,35
1,2021,E01027149,2021 super output areas - lower layer,151,Bicycle,13
2,2021,E01027149,2021 super output areas - lower layer,151,On foot,36
3,2021,E01027149,2021 super output areas - lower layer,151,Other method of travel to work,5
4,2021,E01027232,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1254
5,2021,E01027232,2021 super output areas - lower layer,151,Work mainly at or from home,260
6,2021,E01027232,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",1
7,2021,E01027232,2021 super output areas - lower layer,151,Train,14
8,2021,E01027232,2021 super output areas - lower layer,151,"Bus, minibus or coach",97
9,2021,E01027232,2021 super output areas - lower layer,151,Taxi,18
10,2021,E01027232,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",4
11,2021,E01027232,2021 super output areas - lower layer,151,Driving a car or van,654
12,2021,E01027232,2021 super output areas - lower layer,151,Passenger in a car or van,69
13,2021,E01027232,2021 super output areas - lower layer,151,Bicycle,23
14,2021,E01027232,2021 super output areas - lower layer,151,On foot,97
15,2021,E01027232,2021 super output areas - lower layer,151,Other method of travel to work,17
16,2021,E01027218,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,753
17,2021,E01027218,2021 super output areas - lower layer,151,Work mainly at or from home,169
18,2021,E01027218,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",1
19,2021,E01027218,2021 super output areas - lower layer,151,Train,4
20,2021,E01027218,2021 super output areas - lower layer,151,"Bus, minibus or coach",15
21,2021,E01027218,2021 super output areas - lower layer,151,Taxi,2
22,2021,E01027218,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",1
23,2021,E01027218,2021 super output areas - lower layer,151,Driving a car or van,448
24,2021,E01027218,2021 super output areas - lower layer,151,Passenger in a car or van,44
25,2021,E01027218,2021 super output areas - lower layer,151,Bicycle,13
26,2021,E01027218,2021 super output areas - lower layer,151,On foot,54
27,2021,E01027218,2021 super output areas - lower layer,151,Other method of travel to work,2
28,2021,E01027219,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,863
29,2021,E01027219,2021 super output areas - lower layer,151,Work mainly at or from home,178
30,2021,E01027219,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",0
31,2021,E01027219,2021 super output areas - lower layer,151,Train,7
32,2021,E01027219,2021 super output areas - lower layer,151,"Bus, minibus or coach",32
33,2021,E01027219,2021 super output areas - lower layer,151,Taxi,2
34,2021,E01027219,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",1
35,2021,E01027219,2021 super output areas - lower layer,151,Driving a car or van,522
36,2021,E01027219,2021 super output areas - lower layer,151,Passenger in a car or van,41
37,2021,E01027219,2021 super output areas - lower layer,151,Bicycle,24
38,2021,E01027219,2021 super output areas - lower layer,151,On foot,52
39,2021,E01027219,2021 super output areas - lower layer,151,Other method of travel to work,4
40,2021,E01027221,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,913
41,2021,E01027221,2021 super output areas - lower layer,151,Work mainly at or from home,236
42,2021,E01027221,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",1
43,2021,E01027221,2021 super output areas - lower layer,151,Train,3
44,2021,E01027221,2021 super output areas - lower layer,151,"Bus, minibus or coach",36
45,2021,E01027221,2021 super output areas - lower layer,151,Taxi,3
46,2021,E01027221,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",6
47,2021,E01027221,2021 super output areas - lower layer,151,Driving a car or van,504
48,2021,E01027221,2021 super output areas - lower layer,151,Passenger in a car or van,46
49,2021,E01027221,2021 super output areas - lower layer,151,Bicycle,12
50,2021,E01027221,2021 super output areas - lower layer,151,On foot,59
51,2021,E01027221,2021 super output areas - lower layer,151,Other method of travel to work,7
52,2021,E01027222,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,611
53,2021,E01027222,2021 super output areas - lower layer,151,Work mainly at or from home,194
54,2021,E01027222,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",1
55,2021,E01027222,2021 super output areas - lower layer,151,Train,2
56,2021,E01027222,2021 super output areas - lower layer,151,"Bus, minibus or coach",8
57,2021,E01027222,2021 super output areas - lower layer,151,Taxi,1
58,2021,E01027222,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",1
59,2021,E01027222,2021 super output areas - lower layer,151,Driving a car or van,344
60,2021,E01027222,2021 super output areas - lower layer,151,Passenger in a car or van,18
61,2021,E01027222,2021 super output areas - lower layer,151,Bicycle,7
62,2021,E01027222,2021 super output areas - lower layer,151,On foot,29
63,2021,E01027222,2021 super output areas - lower layer,151,Other method of travel to work,6
64,2021,E01027143,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,788
65,2021,E01027143,2021 super output areas - lower layer,151,Work mainly at or from home,219
66,2021,E01027143,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",0
67,2021,E01027143,2021 super output areas - lower layer,151,Train,4
68,2021,E01027143,2021 super output areas - lower layer,151,"Bus, minibus or coach",21
69,2021,E01027143,2021 super output areas - lower layer,151,Taxi,6
70,2021,E01027143,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",2
71,2021,E01027143,2021 super output areas - lower layer,151,Driving a car or van,435
72,2021,E01027143,2021 super output areas - lower layer,151,Passenger in a car or van,39
73,2021,E01027143,2021 super output areas - lower layer,151,Bicycle,13
74,2021,E01027143,2021 super output areas - lower layer,151,On foot,43
75,2021,E01027143,2021 super output areas - lower layer,151,Other method of travel to work,6
76,2021,E01027144,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,698
77,2021,E01027144,2021 super output areas - lower layer,151,Work mainly at or from home,203
78,2021,E01027144,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",0
79,2021,E01027144,2021 super output areas - lower layer,151,Train,7
80,2021,E01027144,2021 super output areas - lower layer,151,"Bus, minibus or coach",8
81,2021,E01027144,2021 super output areas - lower layer,151,Taxi,4
82,2021,E01027144,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",2
83,2021,E01027144,2021 super output areas - lower layer,151,Driving a car or van,412
84,2021,E01027144,2021 super output areas - lower layer,151,Passenger in a car or van,30
85,2021,E01027144,2021 super output areas - lower layer,151,Bicycle,3
86,2021,E01027144,2021 super output areas - lower layer,151,On foot,26
87,2021,E01027144,2021 super output areas - lower layer,151,Other method of travel to work,3
88,2021,E01027146,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,750
89,2021,E01027146,2021 super output areas - lower layer,151,Work mainly at or from home,189
90,2021,E01027146,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",1
91,2021,E01027146,2021 super output areas - lower layer,151,Train,5
92,2021,E01027146,2021 super output areas - lower layer,151,"Bus, minibus or coach",15
93,2021,E01027146,2021 super output areas - lower layer,151,Taxi,2
94,2021,E01027146,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",3
95,2021,E01027146,2021 super output areas - lower layer,151,Driving a car or van,445
96,2021,E01027146,2021 super output areas - lower layer,151,Passenger in a car or van,41
97,2021,E01027146,2021 super output areas - lower layer,151,Bicycle,9
98,2021,E01027146,2021 super output areas - lower layer,151,On foot,31
99,2021,E01027146,2021 super output areas - lower layer,151,Other method of travel to work,9
100,2021,E01027147,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,966
101,2021,E01027147,2021 super output areas - lower layer,151,Work mainly at or from home,219
102,2021,E01027147,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",0
103,2021,E01027147,2021 super output areas - lower layer,151,Train,7
104,2021,E01027147,2021 super output areas - lower layer,151,"Bus, minibus or coach",47
105,2021,E01027147,2021 super output areas - lower layer,151,Taxi,11
106,2021,E01027147,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",1
107,2021,E01027147,2021 super output areas - lower layer,151,Driving a car or van,509
108,2021,E01027147,2021 super output areas - lower layer,151,Passenger in a car or van,58
109,2021,E01027147,2021 super output areas - lower layer,151,Bicycle,21
110,2021,E01027147,2021 super output areas - lower layer,151,On foot,81
111,2021,E01027147,2021 super output areas - lower layer,151,Other method of travel to work,12
112,2021,E01027195,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,865
113,2021,E01027195,2021 super output areas - lower layer,151,Work mainly at or from home,97
114,2021,E01027195,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",0
115,2021,E01027195,2021 super output areas - lower layer,151,Train,11
116,2021,E01027195,2021 super output areas - lower layer,151,"Bus, minibus or coach",124
117,2021,E01027195,2021 super output areas - lower layer,151,Taxi,11
118,2021,E01027195,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",5
119,2021,E01027195,2021 super output areas - lower layer,151,Driving a car or van,433
120,2021,E01027195,2021 super output areas - lower layer,151,Passenger in a car or van,77
121,2021,E01027195,2021 super output areas - lower layer,151,Bicycle,23
122,2021,E01027195,2021 super output areas - lower layer,151,On foot,76
123,2021,E01027195,2021 super output areas - lower layer,151,Other method of travel to work,8
124,2021,E01027245,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,871
125,2021,E01027245,2021 super output areas - lower layer,151,Work mainly at or from home,199
126,2021,E01027245,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",0
127,2021,E01027245,2021 super output areas - lower layer,151,Train,3
128,2021,E01027245,2021 super output areas - lower layer,151,"Bus, minibus or coach",66
129,2021,E01027245,2021 super output areas - lower layer,151,Taxi,4
130,2021,E01027245,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",3
131,2021,E01027245,2021 super output areas - lower layer,151,Driving a car or van,494
132,2021,E01027245,2021 super output areas - lower layer,151,Passenger in a car or van,59
133,2021,E01027245,2021 super output areas - lower layer,151,Bicycle,7
