,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_DISABILITY_5_NAME,OBS_VALUE
0,2021,E01027654,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,853
1,2021,E01027698,2021 super output areas - lower layer,151,Total: All usual residents,1547
2,2021,E01027698,2021 super output areas - lower layer,151,Disabled under the Equality Act,205
3,2021,E01027698,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,74
4,2021,E01027698,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,131
5,2021,E01027698,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1342
6,2021,E01027698,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,147
7,2021,E01027698,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1195
8,2021,E01027716,2021 super output areas - lower layer,151,Total: All usual residents,1506
9,2021,E01027716,2021 super output areas - lower layer,151,Disabled under the Equality Act,157
10,2021,E01027716,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,43
11,2021,E01027716,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,114
12,2021,E01027716,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1349
13,2021,E01027716,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,120
14,2021,E01027716,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1229
15,2021,E01027717,2021 super output areas - lower layer,151,Total: All usual residents,1579
16,2021,E01027717,2021 super output areas - lower layer,151,Disabled under the Equality Act,201
17,2021,E01027717,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,50
18,2021,E01027717,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,151
19,2021,E01027717,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1378
20,2021,E01027717,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,132
21,2021,E01027717,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1246
22,2021,E01027718,2021 super output areas - lower layer,151,Total: All usual residents,2028
23,2021,E01027718,2021 super output areas - lower layer,151,Disabled under the Equality Act,254
24,2021,E01027718,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,99
25,2021,E01027718,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,155
26,2021,E01027718,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1774
27,2021,E01027718,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,157
28,2021,E01027718,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1617
29,2021,E01027719,2021 super output areas - lower layer,151,Total: All usual residents,1509
30,2021,E01027719,2021 super output areas - lower layer,151,Disabled under the Equality Act,231
31,2021,E01027719,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,79
32,2021,E01027719,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,152
33,2021,E01027719,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1278
34,2021,E01027719,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,102
35,2021,E01027719,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1176
36,2021,E01027699,2021 super output areas - lower layer,151,Total: All usual residents,1320
37,2021,E01027699,2021 super output areas - lower layer,151,Disabled under the Equality Act,147
