,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_RELMULT_7_NAME,OBS_VALUE
0,2021,E01016217,2021 super output areas - lower layer,151,Total: All households,566
1,2021,E01016217,2021 super output areas - lower layer,151,One-person household,139
2,2021,E01016217,2021 super output areas - lower layer,151,Multi-person household,427
3,2021,E01016217,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,17
4,2021,E01016217,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),152
5,2021,E01016217,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),166
6,2021,E01016217,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),86
7,2021,E01016217,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),6
8,2021,E01016218,2021 super output areas - lower layer,151,Total: All households,634
9,2021,E01016218,2021 super output areas - lower layer,151,One-person household,243
10,2021,E01016218,2021 super output areas - lower layer,151,Multi-person household,391
11,2021,E01016218,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,10
12,2021,E01016218,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),156
13,2021,E01016218,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),137
14,2021,E01016218,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),83
15,2021,E01016218,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),5
16,2021,E01016231,2021 super output areas - lower layer,151,Total: All households,735
17,2021,E01016231,2021 super output areas - lower layer,151,One-person household,169
18,2021,E01016231,2021 super output areas - lower layer,151,Multi-person household,566
19,2021,E01016231,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,12
20,2021,E01016231,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),231
21,2021,E01016231,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),193
22,2021,E01016231,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),119
23,2021,E01016231,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),11
24,2021,E01016232,2021 super output areas - lower layer,151,Total: All households,593
25,2021,E01016232,2021 super output areas - lower layer,151,One-person household,165
26,2021,E01016232,2021 super output areas - lower layer,151,Multi-person household,428
27,2021,E01016232,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,10
28,2021,E01016232,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),167
29,2021,E01016232,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),150
30,2021,E01016232,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),89
31,2021,E01016232,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),12
32,2021,E01016212,2021 super output areas - lower layer,151,Total: All households,495
33,2021,E01016212,2021 super output areas - lower layer,151,One-person household,91
34,2021,E01016212,2021 super output areas - lower layer,151,Multi-person household,404
35,2021,E01016212,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,6
36,2021,E01016212,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),187
37,2021,E01016212,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),115
38,2021,E01016212,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),86
39,2021,E01016212,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),10
40,2021,E01016216,2021 super output areas - lower layer,151,Total: All households,550
41,2021,E01016216,2021 super output areas - lower layer,151,One-person household,156
42,2021,E01016216,2021 super output areas - lower layer,151,Multi-person household,394
43,2021,E01016216,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,16
44,2021,E01016216,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),161
45,2021,E01016216,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),131
46,2021,E01016216,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),82
47,2021,E01016216,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),4
48,2021,E01016219,2021 super output areas - lower layer,151,Total: All households,540
49,2021,E01016219,2021 super output areas - lower layer,151,One-person household,143
50,2021,E01016219,2021 super output areas - lower layer,151,Multi-person household,397
51,2021,E01016219,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,7
52,2021,E01016219,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),182
53,2021,E01016219,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),115
54,2021,E01016219,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),86
55,2021,E01016219,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),7
56,2021,E01016220,2021 super output areas - lower layer,151,Total: All households,575
57,2021,E01016220,2021 super output areas - lower layer,151,One-person household,181
58,2021,E01016220,2021 super output areas - lower layer,151,Multi-person household,394
59,2021,E01016220,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,12
60,2021,E01016220,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),128
61,2021,E01016220,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),155
62,2021,E01016220,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),86
63,2021,E01016220,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),13
64,2021,E01016221,2021 super output areas - lower layer,151,Total: All households,574
65,2021,E01016221,2021 super output areas - lower layer,151,One-person household,193
66,2021,E01016221,2021 super output areas - lower layer,151,Multi-person household,381
67,2021,E01016221,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,11
68,2021,E01016221,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),142
69,2021,E01016221,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),143
70,2021,E01016221,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),83
71,2021,E01016221,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),2
72,2021,E01016206,2021 super output areas - lower layer,151,Total: All households,855
73,2021,E01016206,2021 super output areas - lower layer,151,One-person household,243
74,2021,E01016206,2021 super output areas - lower layer,151,Multi-person household,612
75,2021,E01016206,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,18
76,2021,E01016206,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),306
77,2021,E01016206,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),161
78,2021,E01016206,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),116
79,2021,E01016206,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),11
80,2021,E01016208,2021 super output areas - lower layer,151,Total: All households,907
81,2021,E01016208,2021 super output areas - lower layer,151,One-person household,283
82,2021,E01016208,2021 super output areas - lower layer,151,Multi-person household,624
83,2021,E01016208,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,12
84,2021,E01016208,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),271
85,2021,E01016208,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),191
86,2021,E01016208,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),139
87,2021,E01016208,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),11
88,2021,E01016229,2021 super output areas - lower layer,151,Total: All households,489
89,2021,E01016229,2021 super output areas - lower layer,151,One-person household,143
90,2021,E01016229,2021 super output areas - lower layer,151,Multi-person household,346
91,2021,E01016229,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,9
92,2021,E01016229,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),155
93,2021,E01016229,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),99
94,2021,E01016229,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),77
95,2021,E01016229,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),6
96,2021,E01016230,2021 super output areas - lower layer,151,Total: All households,422
97,2021,E01016230,2021 super output areas - lower layer,151,One-person household,134
98,2021,E01016230,2021 super output areas - lower layer,151,Multi-person household,288
99,2021,E01016230,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,6
100,2021,E01016230,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),140
101,2021,E01016230,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),66
102,2021,E01016230,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),70
103,2021,E01016230,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),6
104,2021,E01016207,2021 super output areas - lower layer,151,Total: All households,732
105,2021,E01016207,2021 super output areas - lower layer,151,One-person household,166
106,2021,E01016207,2021 super output areas - lower layer,151,Multi-person household,566
107,2021,E01016207,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,16
108,2021,E01016207,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),216
