,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_RELMULT_7_NAME,OBS_VALUE
0,2021,E01034991,2021 super output areas - lower layer,151,Total: All households,640
1,2021,E01034991,2021 super output areas - lower layer,151,One-person household,317
2,2021,E01034991,2021 super output areas - lower layer,151,Multi-person household,323
3,2021,E01034991,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,9
4,2021,E01034991,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),136
5,2021,E01034991,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),129
6,2021,E01034991,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),37
7,2021,E01034991,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),12
8,2021,E01034992,2021 super output areas - lower layer,151,Total: All households,588
9,2021,E01034992,2021 super output areas - lower layer,151,One-person household,301
10,2021,E01034992,2021 super output areas - lower layer,151,Multi-person household,287
11,2021,E01034992,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,14
12,2021,E01034992,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),138
13,2021,E01034992,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),83
14,2021,E01034992,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),45
15,2021,E01034992,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),7
16,2021,E01024330,2021 super output areas - lower layer,151,Total: All households,640
17,2021,E01024330,2021 super output areas - lower layer,151,One-person household,124
18,2021,E01024330,2021 super output areas - lower layer,151,Multi-person household,516
19,2021,E01024330,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,5
20,2021,E01024330,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),246
21,2021,E01024330,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),124
22,2021,E01024330,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),134
23,2021,E01024330,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),7
24,2021,E01024336,2021 super output areas - lower layer,151,Total: All households,732
25,2021,E01024336,2021 super output areas - lower layer,151,One-person household,137
26,2021,E01024336,2021 super output areas - lower layer,151,Multi-person household,595
27,2021,E01024336,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,27
28,2021,E01024336,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),275
29,2021,E01024336,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),148
30,2021,E01024336,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),135
31,2021,E01024336,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),10
32,2021,E01024337,2021 super output areas - lower layer,151,Total: All households,612
33,2021,E01024337,2021 super output areas - lower layer,151,One-person household,146
34,2021,E01024337,2021 super output areas - lower layer,151,Multi-person household,466
35,2021,E01024337,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,13
36,2021,E01024337,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),244
37,2021,E01024337,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),110
38,2021,E01024337,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),95
39,2021,E01024337,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),4
40,2021,E01024348,2021 super output areas - lower layer,151,Total: All households,529
41,2021,E01024348,2021 super output areas - lower layer,151,One-person household,95
42,2021,E01024348,2021 super output areas - lower layer,151,Multi-person household,434
43,2021,E01024348,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,11
44,2021,E01024348,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),222
45,2021,E01024348,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),102
46,2021,E01024348,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),94
47,2021,E01024348,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),5
48,2021,E01024351,2021 super output areas - lower layer,151,Total: All households,661
49,2021,E01024351,2021 super output areas - lower layer,151,One-person household,186
50,2021,E01024351,2021 super output areas - lower layer,151,Multi-person household,475
51,2021,E01024351,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,5
52,2021,E01024351,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),249
53,2021,E01024351,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),103
54,2021,E01024351,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),110
55,2021,E01024351,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),8
56,2021,E01024339,2021 super output areas - lower layer,151,Total: All households,1004
57,2021,E01024339,2021 super output areas - lower layer,151,One-person household,366
58,2021,E01024339,2021 super output areas - lower layer,151,Multi-person household,638
59,2021,E01024339,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,20
60,2021,E01024339,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),261
61,2021,E01024339,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),187
62,2021,E01024339,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),154
63,2021,E01024339,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),16
64,2021,E01024340,2021 super output areas - lower layer,151,Total: All households,1128
65,2021,E01024340,2021 super output areas - lower layer,151,One-person household,401
66,2021,E01024340,2021 super output areas - lower layer,151,Multi-person household,727
67,2021,E01024340,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,25
68,2021,E01024340,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),306
69,2021,E01024340,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),248
70,2021,E01024340,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),133
71,2021,E01024340,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),15
72,2021,E01024356,2021 super output areas - lower layer,151,Total: All households,720
73,2021,E01024356,2021 super output areas - lower layer,151,One-person household,220
74,2021,E01024356,2021 super output areas - lower layer,151,Multi-person household,500
75,2021,E01024356,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,19
76,2021,E01024356,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),188
77,2021,E01024356,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),165
78,2021,E01024356,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),120
79,2021,E01024356,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),8
80,2021,E01024373,2021 super output areas - lower layer,151,Total: All households,931
81,2021,E01024373,2021 super output areas - lower layer,151,One-person household,299
82,2021,E01024373,2021 super output areas - lower layer,151,Multi-person household,632
83,2021,E01024373,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,13
84,2021,E01024373,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),270
85,2021,E01024373,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),199
86,2021,E01024373,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),139
87,2021,E01024373,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),11
88,2021,E01033087,2021 super output areas - lower layer,151,Total: All households,876
89,2021,E01033087,2021 super output areas - lower layer,151,One-person household,379
90,2021,E01033087,2021 super output areas - lower layer,151,Multi-person household,497
91,2021,E01033087,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,11
92,2021,E01033087,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),211
93,2021,E01033087,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),176
94,2021,E01033087,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),89
95,2021,E01033087,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),10
96,2021,E01033091,2021 super output areas - lower layer,151,Total: All households,744
97,2021,E01033091,2021 super output areas - lower layer,151,One-person household,257
98,2021,E01033091,2021 super output areas - lower layer,151,Multi-person household,487
99,2021,E01033091,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,10
