,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_RELMULT_7_NAME,OBS_VALUE
0,2021,W01001925,2021 super output areas - lower layer,151,Total: All households,971
1,2021,W01001925,2021 super output areas - lower layer,151,One-person household,275
2,2021,W01001925,2021 super output areas - lower layer,151,Multi-person household,696
3,2021,W01001925,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,17
4,2021,W01001925,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),319
5,2021,W01001925,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),224
6,2021,W01001925,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),134
7,2021,W01001925,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),2
8,2021,W01000628,2021 super output areas - lower layer,151,Total: All households,638
9,2021,W01000628,2021 super output areas - lower layer,151,One-person household,200
10,2021,W01000628,2021 super output areas - lower layer,151,Multi-person household,438
11,2021,W01000628,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,4
12,2021,W01000628,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),199
13,2021,W01000628,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),135
14,2021,W01000628,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),100
15,2021,W01000628,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),0
16,2021,W01000629,2021 super output areas - lower layer,151,Total: All households,735
17,2021,W01000629,2021 super output areas - lower layer,151,One-person household,271
18,2021,W01000629,2021 super output areas - lower layer,151,Multi-person household,464
19,2021,W01000629,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,9
20,2021,W01000629,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),189
21,2021,W01000629,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),176
22,2021,W01000629,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),84
23,2021,W01000629,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),6
24,2021,W01000630,2021 super output areas - lower layer,151,Total: All households,647
25,2021,W01000630,2021 super output areas - lower layer,151,One-person household,180
26,2021,W01000630,2021 super output areas - lower layer,151,Multi-person household,467
27,2021,W01000630,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,10
28,2021,W01000630,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),174
29,2021,W01000630,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),185
30,2021,W01000630,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),95
31,2021,W01000630,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),3
32,2021,W01000631,2021 super output areas - lower layer,151,Total: All households,760
33,2021,W01000631,2021 super output areas - lower layer,151,One-person household,222
34,2021,W01000631,2021 super output areas - lower layer,151,Multi-person household,538
35,2021,W01000631,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,15
36,2021,W01000631,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),160
