,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHLANG_5_NAME,OBS_VALUE
0,2021,W01001862,2021 super output areas - lower layer,151,Total: All households,756
1,2021,W01001862,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",520
2,2021,W01001862,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",104
3,2021,W01001862,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",15
4,2021,W01001862,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",117
5,2021,W01001742,2021 super output areas - lower layer,151,Total: All households,645
6,2021,W01001742,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",591
7,2021,W01001742,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",11
8,2021,W01001742,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",25
9,2021,W01001742,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",18
10,2021,W01001743,2021 super output areas - lower layer,151,Total: All households,641
11,2021,W01001743,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",619
12,2021,W01001743,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",10
13,2021,W01001743,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",5
14,2021,W01001743,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",7
15,2021,W01001744,2021 super output areas - lower layer,151,Total: All households,755
16,2021,W01001744,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",700
17,2021,W01001744,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",10
18,2021,W01001744,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",21
19,2021,W01001744,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",24
20,2021,W01001745,2021 super output areas - lower layer,151,Total: All households,547
21,2021,W01001745,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",536
22,2021,W01001745,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",7
23,2021,W01001745,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",1
24,2021,W01001745,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",3
25,2021,W01001764,2021 super output areas - lower layer,151,Total: All households,595
26,2021,W01001764,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",407
27,2021,W01001764,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",93
28,2021,W01001764,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",24
29,2021,W01001764,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",71
30,2021,W01001765,2021 super output areas - lower layer,151,Total: All households,520
31,2021,W01001765,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",370
32,2021,W01001765,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",81
33,2021,W01001765,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",10
34,2021,W01001765,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",59
35,2021,W01001766,2021 super output areas - lower layer,151,Total: All households,697
36,2021,W01001766,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",516
37,2021,W01001766,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",84
38,2021,W01001766,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",23
39,2021,W01001766,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",74
40,2021,W01001767,2021 super output areas - lower layer,151,Total: All households,740
41,2021,W01001767,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",531
42,2021,W01001767,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",70
43,2021,W01001767,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",23
44,2021,W01001767,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",116
45,2021,W01001768,2021 super output areas - lower layer,151,Total: All households,522
46,2021,W01001768,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",331
47,2021,W01001768,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",106
48,2021,W01001768,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",13
49,2021,W01001768,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",72
50,2021,W01001702,2021 super output areas - lower layer,151,Total: All households,737
51,2021,W01001702,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",699
52,2021,W01001702,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",18
53,2021,W01001702,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",6
54,2021,W01001702,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",14
55,2021,W01001703,2021 super output areas - lower layer,151,Total: All households,486
56,2021,W01001703,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",471
57,2021,W01001703,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",7
58,2021,W01001703,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",4
59,2021,W01001703,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",4
60,2021,W01001705,2021 super output areas - lower layer,151,Total: All households,783
61,2021,W01001705,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",715
62,2021,W01001705,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",43
63,2021,W01001705,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",8
64,2021,W01001705,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",17
65,2021,W01001708,2021 super output areas - lower layer,151,Total: All households,733
66,2021,W01001708,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",696
67,2021,W01001708,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",17
68,2021,W01001708,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",8
69,2021,W01001708,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",12
70,2021,W01001759,2021 super output areas - lower layer,151,Total: All households,695
71,2021,W01001759,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",596
72,2021,W01001759,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",45
73,2021,W01001759,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",12
74,2021,W01001759,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",42
75,2021,W01001760,2021 super output areas - lower layer,151,Total: All households,676
76,2021,W01001760,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",539
77,2021,W01001760,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",66
78,2021,W01001760,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",9
79,2021,W01001760,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",62
80,2021,W01001761,2021 super output areas - lower layer,151,Total: All households,685
81,2021,W01001761,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",512
82,2021,W01001761,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",71
83,2021,W01001761,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",25
84,2021,W01001761,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",77
85,2021,W01001762,2021 super output areas - lower layer,151,Total: All households,711
86,2021,W01001762,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",558
87,2021,W01001762,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",73
88,2021,W01001762,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",25
89,2021,W01001762,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",55
90,2021,W01001940,2021 super output areas - lower layer,151,Total: All households,667
