,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HOURS_5_NAME,OBS_VALUE
0,2021,E01032420,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,400
1,2021,E01032420,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,63
2,2021,E01032421,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,566
3,2021,E01032421,2021 super output areas - lower layer,151,Part-time,188
4,2021,E01032421,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,60
5,2021,E01032421,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,128
6,2021,E01032421,2021 super output areas - lower layer,151,Full-time,378
7,2021,E01032421,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,322
8,2021,E01032421,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,56
9,2021,E01032422,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,745
10,2021,E01032422,2021 super output areas - lower layer,151,Part-time,229
11,2021,E01032422,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,50
12,2021,E01032422,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,179
13,2021,E01032422,2021 super output areas - lower layer,151,Full-time,516
14,2021,E01032422,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,448
15,2021,E01032422,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,68
16,2021,E01032427,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,635
17,2021,E01032427,2021 super output areas - lower layer,151,Part-time,229
18,2021,E01032427,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,67
19,2021,E01032427,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,162
20,2021,E01032427,2021 super output areas - lower layer,151,Full-time,406
21,2021,E01032427,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,347
22,2021,E01032427,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,59
23,2021,E01032428,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,729
24,2021,E01032428,2021 super output areas - lower layer,151,Part-time,220
25,2021,E01032428,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,94
26,2021,E01032428,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,126
27,2021,E01032428,2021 super output areas - lower layer,151,Full-time,509
28,2021,E01032428,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,413
29,2021,E01032428,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,96
30,2021,E01032429,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,586
31,2021,E01032429,2021 super output areas - lower layer,151,Part-time,188
32,2021,E01032429,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,50
33,2021,E01032429,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,138
34,2021,E01032429,2021 super output areas - lower layer,151,Full-time,398
