,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHSIZE_10_NAME,OBS_VALUE
0,2021,E01018699,2021 super output areas - lower layer,151,Total: All households,655
1,2021,E01018699,2021 super output areas - lower layer,151,0 people in household,0
2,2021,E01018699,2021 super output areas - lower layer,151,1 person in household,163
3,2021,E01018699,2021 super output areas - lower layer,151,2 people in household,261
4,2021,E01018699,2021 super output areas - lower layer,151,3 people in household,107
5,2021,E01018699,2021 super output areas - lower layer,151,4 people in household,94
6,2021,E01018699,2021 super output areas - lower layer,151,5 people in household,23
7,2021,E01018699,2021 super output areas - lower layer,151,6 people in household,5
8,2021,E01018699,2021 super output areas - lower layer,151,7 people in household,2
9,2021,E01018699,2021 super output areas - lower layer,151,8 or more people in household,0
10,2021,E01018701,2021 super output areas - lower layer,151,Total: All households,627
11,2021,E01018701,2021 super output areas - lower layer,151,0 people in household,0
12,2021,E01018701,2021 super output areas - lower layer,151,1 person in household,206
13,2021,E01018701,2021 super output areas - lower layer,151,2 people in household,202
14,2021,E01018701,2021 super output areas - lower layer,151,3 people in household,103
15,2021,E01018701,2021 super output areas - lower layer,151,4 people in household,79
16,2021,E01018701,2021 super output areas - lower layer,151,5 people in household,27
17,2021,E01018701,2021 super output areas - lower layer,151,6 people in household,8
18,2021,E01018701,2021 super output areas - lower layer,151,7 people in household,2
19,2021,E01018701,2021 super output areas - lower layer,151,8 or more people in household,0
20,2021,E01018716,2021 super output areas - lower layer,151,Total: All households,656
21,2021,E01018716,2021 super output areas - lower layer,151,0 people in household,0
22,2021,E01018716,2021 super output areas - lower layer,151,1 person in household,206
23,2021,E01018716,2021 super output areas - lower layer,151,2 people in household,212
24,2021,E01018716,2021 super output areas - lower layer,151,3 people in household,109
25,2021,E01018716,2021 super output areas - lower layer,151,4 people in household,83
26,2021,E01018716,2021 super output areas - lower layer,151,5 people in household,28
