,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWMETH_12_NAME,OBS_VALUE
0,2021,E01018413,2021 super output areas - lower layer,151,"Bus, minibus or coach",0
1,2021,E01018413,2021 super output areas - lower layer,151,Taxi,2
2,2021,E01018413,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",0
3,2021,E01018413,2021 super output areas - lower layer,151,Driving a car or van,334
4,2021,E01018413,2021 super output areas - lower layer,151,Passenger in a car or van,23
5,2021,E01018413,2021 super output areas - lower layer,151,Bicycle,5
6,2021,E01018413,2021 super output areas - lower layer,151,On foot,41
7,2021,E01018413,2021 super output areas - lower layer,151,Other method of travel to work,9
8,2021,E01018414,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,628
9,2021,E01018414,2021 super output areas - lower layer,151,Work mainly at or from home,314
10,2021,E01018414,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",1
11,2021,E01018414,2021 super output areas - lower layer,151,Train,6
12,2021,E01018414,2021 super output areas - lower layer,151,"Bus, minibus or coach",0
13,2021,E01018414,2021 super output areas - lower layer,151,Taxi,0
14,2021,E01018414,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",1
15,2021,E01018414,2021 super output areas - lower layer,151,Driving a car or van,265
16,2021,E01018414,2021 super output areas - lower layer,151,Passenger in a car or van,9
17,2021,E01018414,2021 super output areas - lower layer,151,Bicycle,2
18,2021,E01018414,2021 super output areas - lower layer,151,On foot,25
19,2021,E01018414,2021 super output areas - lower layer,151,Other method of travel to work,5
20,2021,E01018415,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,734
21,2021,E01018415,2021 super output areas - lower layer,151,Work mainly at or from home,296
22,2021,E01018415,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",0
23,2021,E01018415,2021 super output areas - lower layer,151,Train,12
24,2021,E01018415,2021 super output areas - lower layer,151,"Bus, minibus or coach",0
25,2021,E01018415,2021 super output areas - lower layer,151,Taxi,0
26,2021,E01018415,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",1
27,2021,E01018415,2021 super output areas - lower layer,151,Driving a car or van,329
28,2021,E01018415,2021 super output areas - lower layer,151,Passenger in a car or van,11
29,2021,E01018415,2021 super output areas - lower layer,151,Bicycle,7
30,2021,E01018415,2021 super output areas - lower layer,151,On foot,73
31,2021,E01018415,2021 super output areas - lower layer,151,Other method of travel to work,5
32,2021,E01018416,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,799
33,2021,E01018416,2021 super output areas - lower layer,151,Work mainly at or from home,380
34,2021,E01018416,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",2
35,2021,E01018416,2021 super output areas - lower layer,151,Train,8
36,2021,E01018416,2021 super output areas - lower layer,151,"Bus, minibus or coach",0
37,2021,E01018416,2021 super output areas - lower layer,151,Taxi,2
38,2021,E01018416,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",0
39,2021,E01018416,2021 super output areas - lower layer,151,Driving a car or van,333
