,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHCOMP_15_NAME,OBS_VALUE
0,2021,E01006680,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,4
1,2021,E01006680,2021 super output areas - lower layer,151,Other household types,33
2,2021,E01006680,2021 super output areas - lower layer,151,Other household types: With dependent children,11
3,2021,E01006680,2021 super output areas - lower layer,151,"Other household types: Other, including all full-time students and all aged 66 years and over",22
4,2021,E01006682,2021 super output areas - lower layer,151,Total: All households,494
5,2021,E01006682,2021 super output areas - lower layer,151,One-person household,103
6,2021,E01006682,2021 super output areas - lower layer,151,One-person household: Aged 66 years and over,68
7,2021,E01006682,2021 super output areas - lower layer,151,One-person household: Other,35
8,2021,E01006682,2021 super output areas - lower layer,151,Single family household,369
9,2021,E01006682,2021 super output areas - lower layer,151,Single family household: All aged 66 years and over,65
10,2021,E01006682,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple,227
11,2021,E01006682,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: No children,59
12,2021,E01006682,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: Dependent children,118
13,2021,E01006682,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: All children non-dependent,50
14,2021,E01006682,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family,44
15,2021,E01006682,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: No children,17
16,2021,E01006682,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: With dependent children,21
17,2021,E01006682,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: All children non-dependent,6
18,2021,E01006682,2021 super output areas - lower layer,151,Single family household: Lone parent family,33
19,2021,E01006682,2021 super output areas - lower layer,151,Single family household: Lone parent family: With dependent children,14
20,2021,E01006682,2021 super output areas - lower layer,151,Single family household: Lone parent family: All children non-dependent,19
21,2021,E01006682,2021 super output areas - lower layer,151,Single family household: Other single family household,0
22,2021,E01006682,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,0
23,2021,E01006682,2021 super output areas - lower layer,151,Other household types,22
24,2021,E01006682,2021 super output areas - lower layer,151,Other household types: With dependent children,8
25,2021,E01006682,2021 super output areas - lower layer,151,"Other household types: Other, including all full-time students and all aged 66 years and over",14
26,2021,E01006683,2021 super output areas - lower layer,151,Total: All households,583
