,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_MIGIND_4_NAME,OBS_VALUE
0,2021,W01001862,2021 super output areas - lower layer,151,Total: All usual residents,1837
1,2021,W01001862,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1495
2,2021,W01001862,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,18
3,2021,W01001862,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,268
4,2021,W01001862,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,56
5,2021,W01001742,2021 super output areas - lower layer,151,Total: All usual residents,1585
6,2021,W01001742,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1467
7,2021,W01001742,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,3
8,2021,W01001742,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,114
9,2021,W01001742,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,1
10,2021,W01001743,2021 super output areas - lower layer,151,Total: All usual residents,1441
11,2021,W01001743,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1369
12,2021,W01001743,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,4
13,2021,W01001743,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,68
14,2021,W01001743,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,0
15,2021,W01001744,2021 super output areas - lower layer,151,Total: All usual residents,1690
16,2021,W01001744,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1540
17,2021,W01001744,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,1
18,2021,W01001744,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,142
19,2021,W01001744,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,7
20,2021,W01001745,2021 super output areas - lower layer,151,Total: All usual residents,1253
21,2021,W01001745,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1171
22,2021,W01001745,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,2
23,2021,W01001745,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,75
24,2021,W01001745,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,5
25,2021,W01001764,2021 super output areas - lower layer,151,Total: All usual residents,1998
26,2021,W01001764,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1501
27,2021,W01001764,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,30
28,2021,W01001764,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,392
29,2021,W01001764,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,75
30,2021,W01001765,2021 super output areas - lower layer,151,Total: All usual residents,1453
31,2021,W01001765,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1283
32,2021,W01001765,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,17
33,2021,W01001765,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,129
34,2021,W01001765,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,24
35,2021,W01001766,2021 super output areas - lower layer,151,Total: All usual residents,1671
36,2021,W01001766,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1499
37,2021,W01001766,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,6
38,2021,W01001766,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,135
39,2021,W01001766,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,31
40,2021,W01001767,2021 super output areas - lower layer,151,Total: All usual residents,1793
41,2021,W01001767,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1550
42,2021,W01001767,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,5
43,2021,W01001767,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,199
44,2021,W01001767,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,39
45,2021,W01001768,2021 super output areas - lower layer,151,Total: All usual residents,1651
46,2021,W01001768,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1475
47,2021,W01001768,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,6
48,2021,W01001768,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,131
