,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWMETH_12_NAME,OBS_VALUE
0,2021,E01005314,2021 super output areas - lower layer,151,Passenger in a car or van,54
1,2021,E01005314,2021 super output areas - lower layer,151,Bicycle,32
2,2021,E01005314,2021 super output areas - lower layer,151,On foot,81
3,2021,E01005314,2021 super output areas - lower layer,151,Other method of travel to work,14
4,2021,E01005315,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,689
5,2021,E01005315,2021 super output areas - lower layer,151,Work mainly at or from home,102
6,2021,E01005315,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",14
7,2021,E01005315,2021 super output areas - lower layer,151,Train,5
8,2021,E01005315,2021 super output areas - lower layer,151,"Bus, minibus or coach",82
9,2021,E01005315,2021 super output areas - lower layer,151,Taxi,21
10,2021,E01005315,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",5
11,2021,E01005315,2021 super output areas - lower layer,151,Driving a car or van,309
12,2021,E01005315,2021 super output areas - lower layer,151,Passenger in a car or van,40
13,2021,E01005315,2021 super output areas - lower layer,151,Bicycle,23
14,2021,E01005315,2021 super output areas - lower layer,151,On foot,78
15,2021,E01005315,2021 super output areas - lower layer,151,Other method of travel to work,10
16,2021,E01005316,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,798
17,2021,E01005316,2021 super output areas - lower layer,151,Work mainly at or from home,139
18,2021,E01005316,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",13
19,2021,E01005316,2021 super output areas - lower layer,151,Train,3
20,2021,E01005316,2021 super output areas - lower layer,151,"Bus, minibus or coach",64
21,2021,E01005316,2021 super output areas - lower layer,151,Taxi,12
22,2021,E01005316,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",3
23,2021,E01005316,2021 super output areas - lower layer,151,Driving a car or van,367
24,2021,E01005316,2021 super output areas - lower layer,151,Passenger in a car or van,57
25,2021,E01005316,2021 super output areas - lower layer,151,Bicycle,49
26,2021,E01005316,2021 super output areas - lower layer,151,On foot,80
27,2021,E01005316,2021 super output areas - lower layer,151,Other method of travel to work,11
28,2021,E01005318,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,858
29,2021,E01005318,2021 super output areas - lower layer,151,Work mainly at or from home,158
30,2021,E01005318,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",45
31,2021,E01005318,2021 super output areas - lower layer,151,Train,8
32,2021,E01005318,2021 super output areas - lower layer,151,"Bus, minibus or coach",57
33,2021,E01005318,2021 super output areas - lower layer,151,Taxi,14
34,2021,E01005318,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",4
35,2021,E01005318,2021 super output areas - lower layer,151,Driving a car or van,379
36,2021,E01005318,2021 super output areas - lower layer,151,Passenger in a car or van,55
37,2021,E01005318,2021 super output areas - lower layer,151,Bicycle,32
38,2021,E01005318,2021 super output areas - lower layer,151,On foot,103
39,2021,E01005318,2021 super output areas - lower layer,151,Other method of travel to work,3
40,2021,E01005130,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,635
41,2021,E01005130,2021 super output areas - lower layer,151,Work mainly at or from home,200
42,2021,E01005130,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",9
43,2021,E01005130,2021 super output areas - lower layer,151,Train,8
44,2021,E01005130,2021 super output areas - lower layer,151,"Bus, minibus or coach",86
45,2021,E01005130,2021 super output areas - lower layer,151,Taxi,9
46,2021,E01005130,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",1
47,2021,E01005130,2021 super output areas - lower layer,151,Driving a car or van,188
48,2021,E01005130,2021 super output areas - lower layer,151,Passenger in a car or van,16
49,2021,E01005130,2021 super output areas - lower layer,151,Bicycle,18
50,2021,E01005130,2021 super output areas - lower layer,151,On foot,92
51,2021,E01005130,2021 super output areas - lower layer,151,Other method of travel to work,8
52,2021,E01033651,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1252
53,2021,E01033651,2021 super output areas - lower layer,151,Work mainly at or from home,647
54,2021,E01033651,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",49
55,2021,E01033651,2021 super output areas - lower layer,151,Train,35
56,2021,E01033651,2021 super output areas - lower layer,151,"Bus, minibus or coach",59
57,2021,E01033651,2021 super output areas - lower layer,151,Taxi,10
58,2021,E01033651,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",0
59,2021,E01033651,2021 super output areas - lower layer,151,Driving a car or van,177
60,2021,E01033651,2021 super output areas - lower layer,151,Passenger in a car or van,8
61,2021,E01033651,2021 super output areas - lower layer,151,Bicycle,19
62,2021,E01033651,2021 super output areas - lower layer,151,On foot,246
63,2021,E01033651,2021 super output areas - lower layer,151,Other method of travel to work,2
64,2021,E01033658,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,830
65,2021,E01033658,2021 super output areas - lower layer,151,Work mainly at or from home,427
66,2021,E01033658,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",37
67,2021,E01033658,2021 super output areas - lower layer,151,Train,33
68,2021,E01033658,2021 super output areas - lower layer,151,"Bus, minibus or coach",56
69,2021,E01033658,2021 super output areas - lower layer,151,Taxi,0
70,2021,E01033658,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",1
71,2021,E01033658,2021 super output areas - lower layer,151,Driving a car or van,68
72,2021,E01033658,2021 super output areas - lower layer,151,Passenger in a car or van,5
73,2021,E01033658,2021 super output areas - lower layer,151,Bicycle,17
74,2021,E01033658,2021 super output areas - lower layer,151,On foot,180
75,2021,E01033658,2021 super output areas - lower layer,151,Other method of travel to work,6
76,2021,E01033664,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1287
77,2021,E01033664,2021 super output areas - lower layer,151,Work mainly at or from home,685
78,2021,E01033664,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",53
79,2021,E01033664,2021 super output areas - lower layer,151,Train,37
80,2021,E01033664,2021 super output areas - lower layer,151,"Bus, minibus or coach",61
81,2021,E01033664,2021 super output areas - lower layer,151,Taxi,8
82,2021,E01033664,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",0
83,2021,E01033664,2021 super output areas - lower layer,151,Driving a car or van,167
84,2021,E01033664,2021 super output areas - lower layer,151,Passenger in a car or van,11
85,2021,E01033664,2021 super output areas - lower layer,151,Bicycle,29
86,2021,E01033664,2021 super output areas - lower layer,151,On foot,223
87,2021,E01033664,2021 super output areas - lower layer,151,Other method of travel to work,13
88,2021,E01033667,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1044
89,2021,E01033667,2021 super output areas - lower layer,151,Work mainly at or from home,480
90,2021,E01033667,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",47
91,2021,E01033667,2021 super output areas - lower layer,151,Train,32
92,2021,E01033667,2021 super output areas - lower layer,151,"Bus, minibus or coach",53
93,2021,E01033667,2021 super output areas - lower layer,151,Taxi,6
94,2021,E01033667,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",0
95,2021,E01033667,2021 super output areas - lower layer,151,Driving a car or van,112
96,2021,E01033667,2021 super output areas - lower layer,151,Passenger in a car or van,9
97,2021,E01033667,2021 super output areas - lower layer,151,Bicycle,37
98,2021,E01033667,2021 super output areas - lower layer,151,On foot,260
99,2021,E01033667,2021 super output areas - lower layer,151,Other method of travel to work,8
