,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_MHHLANG_5_NAME,OBS_VALUE
0,2021,E01001175,2021 super output areas - lower layer,151,All household members have the same main language,295
1,2021,E01001175,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",35
2,2021,E01001175,2021 super output areas - lower layer,151,Main language differs within partnerships,26
3,2021,E01001175,2021 super output areas - lower layer,151,Any other combination of multiple main languages,39
4,2021,E01001176,2021 super output areas - lower layer,151,Total: All households,619
5,2021,E01001176,2021 super output areas - lower layer,151,One-person household,142
6,2021,E01001176,2021 super output areas - lower layer,151,All household members have the same main language,337
7,2021,E01001176,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",51
8,2021,E01001176,2021 super output areas - lower layer,151,Main language differs within partnerships,28
9,2021,E01001176,2021 super output areas - lower layer,151,Any other combination of multiple main languages,61
10,2021,E01001182,2021 super output areas - lower layer,151,Total: All households,463
11,2021,E01001182,2021 super output areas - lower layer,151,One-person household,95
12,2021,E01001182,2021 super output areas - lower layer,151,All household members have the same main language,261
13,2021,E01001182,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",30
14,2021,E01001182,2021 super output areas - lower layer,151,Main language differs within partnerships,35
15,2021,E01001182,2021 super output areas - lower layer,151,Any other combination of multiple main languages,42
16,2021,E01001183,2021 super output areas - lower layer,151,Total: All households,633
17,2021,E01001183,2021 super output areas - lower layer,151,One-person household,157
18,2021,E01001183,2021 super output areas - lower layer,151,All household members have the same main language,344
19,2021,E01001183,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",64
20,2021,E01001183,2021 super output areas - lower layer,151,Main language differs within partnerships,21
21,2021,E01001183,2021 super output areas - lower layer,151,Any other combination of multiple main languages,47
22,2021,E01001184,2021 super output areas - lower layer,151,Total: All households,443
23,2021,E01001184,2021 super output areas - lower layer,151,One-person household,94
24,2021,E01001184,2021 super output areas - lower layer,151,All household members have the same main language,272
25,2021,E01001184,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",28
26,2021,E01001184,2021 super output areas - lower layer,151,Main language differs within partnerships,10
27,2021,E01001184,2021 super output areas - lower layer,151,Any other combination of multiple main languages,39
28,2021,E01001001,2021 super output areas - lower layer,151,Total: All households,579
29,2021,E01001001,2021 super output areas - lower layer,151,One-person household,179
30,2021,E01001001,2021 super output areas - lower layer,151,All household members have the same main language,324
31,2021,E01001001,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",28
32,2021,E01001001,2021 super output areas - lower layer,151,Main language differs within partnerships,29
33,2021,E01001001,2021 super output areas - lower layer,151,Any other combination of multiple main languages,19
34,2021,E01001109,2021 super output areas - lower layer,151,Total: All households,963
35,2021,E01001109,2021 super output areas - lower layer,151,One-person household,342
36,2021,E01001109,2021 super output areas - lower layer,151,All household members have the same main language,505
37,2021,E01001109,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",63
38,2021,E01001109,2021 super output areas - lower layer,151,Main language differs within partnerships,26
39,2021,E01001109,2021 super output areas - lower layer,151,Any other combination of multiple main languages,27
40,2021,E01001112,2021 super output areas - lower layer,151,Total: All households,854
41,2021,E01001112,2021 super output areas - lower layer,151,One-person household,311
42,2021,E01001112,2021 super output areas - lower layer,151,All household members have the same main language,446
43,2021,E01001112,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",35
44,2021,E01001112,2021 super output areas - lower layer,151,Main language differs within partnerships,34
45,2021,E01001112,2021 super output areas - lower layer,151,Any other combination of multiple main languages,28
46,2021,E01001113,2021 super output areas - lower layer,151,Total: All households,857
47,2021,E01001113,2021 super output areas - lower layer,151,One-person household,311
48,2021,E01001113,2021 super output areas - lower layer,151,All household members have the same main language,443
49,2021,E01001113,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",31
50,2021,E01001113,2021 super output areas - lower layer,151,Main language differs within partnerships,43
