,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_NSSEC_10_NAME,OBS_VALUE
0,2021,E01016217,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1121
1,2021,E01016217,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",165
2,2021,E01016217,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",265
3,2021,E01016217,2021 super output areas - lower layer,151,L7 Intermediate occupations,150
4,2021,E01016217,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,121
5,2021,E01016217,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,75
6,2021,E01016217,2021 super output areas - lower layer,151,L12 Semi-routine occupations,121
7,2021,E01016217,2021 super output areas - lower layer,151,L13 Routine occupations,128
8,2021,E01016217,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,50
9,2021,E01016217,2021 super output areas - lower layer,151,L15 Full-time students,46
10,2021,E01016218,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1152
11,2021,E01016218,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",127
12,2021,E01016218,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",238
13,2021,E01016218,2021 super output areas - lower layer,151,L7 Intermediate occupations,169
14,2021,E01016218,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,120
15,2021,E01016218,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,82
16,2021,E01016218,2021 super output areas - lower layer,151,L12 Semi-routine occupations,156
17,2021,E01016218,2021 super output areas - lower layer,151,L13 Routine occupations,144
18,2021,E01016218,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,76
19,2021,E01016218,2021 super output areas - lower layer,151,L15 Full-time students,40
20,2021,E01016231,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1527
21,2021,E01016231,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",229
22,2021,E01016231,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",362
23,2021,E01016231,2021 super output areas - lower layer,151,L7 Intermediate occupations,193
24,2021,E01016231,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,145
25,2021,E01016231,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,100
26,2021,E01016231,2021 super output areas - lower layer,151,L12 Semi-routine occupations,167
27,2021,E01016231,2021 super output areas - lower layer,151,L13 Routine occupations,161
28,2021,E01016231,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,97
29,2021,E01016231,2021 super output areas - lower layer,151,L15 Full-time students,73
30,2021,E01016232,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1163
31,2021,E01016232,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",161
32,2021,E01016232,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",234
33,2021,E01016232,2021 super output areas - lower layer,151,L7 Intermediate occupations,157
