,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_MHHLANG_5_NAME,OBS_VALUE
0,2021,E01005314,2021 super output areas - lower layer,151,Main language differs within partnerships,7
1,2021,E01005314,2021 super output areas - lower layer,151,Any other combination of multiple main languages,18
2,2021,E01005315,2021 super output areas - lower layer,151,Total: All households,814
3,2021,E01005315,2021 super output areas - lower layer,151,One-person household,320
4,2021,E01005315,2021 super output areas - lower layer,151,All household members have the same main language,460
5,2021,E01005315,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",15
6,2021,E01005315,2021 super output areas - lower layer,151,Main language differs within partnerships,9
7,2021,E01005315,2021 super output areas - lower layer,151,Any other combination of multiple main languages,10
8,2021,E01005316,2021 super output areas - lower layer,151,Total: All households,689
9,2021,E01005316,2021 super output areas - lower layer,151,One-person household,220
10,2021,E01005316,2021 super output areas - lower layer,151,All household members have the same main language,405
11,2021,E01005316,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",30
12,2021,E01005316,2021 super output areas - lower layer,151,Main language differs within partnerships,13
13,2021,E01005316,2021 super output areas - lower layer,151,Any other combination of multiple main languages,21
14,2021,E01005318,2021 super output areas - lower layer,151,Total: All households,786
15,2021,E01005318,2021 super output areas - lower layer,151,One-person household,214
16,2021,E01005318,2021 super output areas - lower layer,151,All household members have the same main language,500
17,2021,E01005318,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",29
18,2021,E01005318,2021 super output areas - lower layer,151,Main language differs within partnerships,17
19,2021,E01005318,2021 super output areas - lower layer,151,Any other combination of multiple main languages,26
20,2021,E01005130,2021 super output areas - lower layer,151,Total: All households,732
21,2021,E01005130,2021 super output areas - lower layer,151,One-person household,342
22,2021,E01005130,2021 super output areas - lower layer,151,All household members have the same main language,326
23,2021,E01005130,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",28
24,2021,E01005130,2021 super output areas - lower layer,151,Main language differs within partnerships,21
25,2021,E01005130,2021 super output areas - lower layer,151,Any other combination of multiple main languages,15
26,2021,E01033651,2021 super output areas - lower layer,151,Total: All households,957
27,2021,E01033651,2021 super output areas - lower layer,151,One-person household,362
28,2021,E01033651,2021 super output areas - lower layer,151,All household members have the same main language,522
29,2021,E01033651,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",7
30,2021,E01033651,2021 super output areas - lower layer,151,Main language differs within partnerships,35
31,2021,E01033651,2021 super output areas - lower layer,151,Any other combination of multiple main languages,31
32,2021,E01033658,2021 super output areas - lower layer,151,Total: All households,711
33,2021,E01033658,2021 super output areas - lower layer,151,One-person household,363
34,2021,E01033658,2021 super output areas - lower layer,151,All household members have the same main language,295
35,2021,E01033658,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",5
36,2021,E01033658,2021 super output areas - lower layer,151,Main language differs within partnerships,33
37,2021,E01033658,2021 super output areas - lower layer,151,Any other combination of multiple main languages,15
38,2021,E01033664,2021 super output areas - lower layer,151,Total: All households,1076
39,2021,E01033664,2021 super output areas - lower layer,151,One-person household,500
40,2021,E01033664,2021 super output areas - lower layer,151,All household members have the same main language,494
41,2021,E01033664,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",22
42,2021,E01033664,2021 super output areas - lower layer,151,Main language differs within partnerships,31
43,2021,E01033664,2021 super output areas - lower layer,151,Any other combination of multiple main languages,29
44,2021,E01033667,2021 super output areas - lower layer,151,Total: All households,880
45,2021,E01033667,2021 super output areas - lower layer,151,One-person household,389
46,2021,E01033667,2021 super output areas - lower layer,151,All household members have the same main language,433
47,2021,E01033667,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",1
48,2021,E01033667,2021 super output areas - lower layer,151,Main language differs within partnerships,30
49,2021,E01033667,2021 super output areas - lower layer,151,Any other combination of multiple main languages,27
50,2021,E01005128,2021 super output areas - lower layer,151,Total: All households,695
51,2021,E01005128,2021 super output areas - lower layer,151,One-person household,365
52,2021,E01005128,2021 super output areas - lower layer,151,All household members have the same main language,269
53,2021,E01005128,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",1
54,2021,E01005128,2021 super output areas - lower layer,151,Main language differs within partnerships,24
55,2021,E01005128,2021 super output areas - lower layer,151,Any other combination of multiple main languages,36
56,2021,E01033653,2021 super output areas - lower layer,151,Total: All households,1146
57,2021,E01033653,2021 super output areas - lower layer,151,One-person household,597
58,2021,E01033653,2021 super output areas - lower layer,151,All household members have the same main language,457
59,2021,E01033653,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",6
60,2021,E01033653,2021 super output areas - lower layer,151,Main language differs within partnerships,50
61,2021,E01033653,2021 super output areas - lower layer,151,Any other combination of multiple main languages,36
62,2021,E01033654,2021 super output areas - lower layer,151,Total: All households,564
63,2021,E01033654,2021 super output areas - lower layer,151,One-person household,263
64,2021,E01033654,2021 super output areas - lower layer,151,All household members have the same main language,249
65,2021,E01033654,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",3
66,2021,E01033654,2021 super output areas - lower layer,151,Main language differs within partnerships,32
67,2021,E01033654,2021 super output areas - lower layer,151,Any other combination of multiple main languages,17
68,2021,E01033661,2021 super output areas - lower layer,151,Total: All households,1201
69,2021,E01033661,2021 super output areas - lower layer,151,One-person household,532
70,2021,E01033661,2021 super output areas - lower layer,151,All household members have the same main language,611
71,2021,E01033661,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",3
72,2021,E01033661,2021 super output areas - lower layer,151,Main language differs within partnerships,30
73,2021,E01033661,2021 super output areas - lower layer,151,Any other combination of multiple main languages,25
74,2021,E01034129,2021 super output areas - lower layer,151,Total: All households,637
75,2021,E01034129,2021 super output areas - lower layer,151,One-person household,255
76,2021,E01034129,2021 super output areas - lower layer,151,All household members have the same main language,343
77,2021,E01034129,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",1
78,2021,E01034129,2021 super output areas - lower layer,151,Main language differs within partnerships,23
79,2021,E01034129,2021 super output areas - lower layer,151,Any other combination of multiple main languages,15
80,2021,E01034130,2021 super output areas - lower layer,151,Total: All households,781
81,2021,E01034130,2021 super output areas - lower layer,151,One-person household,248
82,2021,E01034130,2021 super output areas - lower layer,151,All household members have the same main language,462
83,2021,E01034130,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",3
84,2021,E01034130,2021 super output areas - lower layer,151,Main language differs within partnerships,31
85,2021,E01034130,2021 super output areas - lower layer,151,Any other combination of multiple main languages,37
86,2021,E01005143,2021 super output areas - lower layer,151,Total: All households,793
87,2021,E01005143,2021 super output areas - lower layer,151,One-person household,162
88,2021,E01005143,2021 super output areas - lower layer,151,All household members have the same main language,310
89,2021,E01005143,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",120
90,2021,E01005143,2021 super output areas - lower layer,151,Main language differs within partnerships,97
91,2021,E01005143,2021 super output areas - lower layer,151,Any other combination of multiple main languages,104
92,2021,E01033655,2021 super output areas - lower layer,151,Total: All households,745
93,2021,E01033655,2021 super output areas - lower layer,151,One-person household,288
94,2021,E01033655,2021 super output areas - lower layer,151,All household members have the same main language,375
