,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_RESTYPE_3_NAME,OBS_VALUE
0,2021,E01017393,2021 super output areas - lower layer,151,Lives in a communal establishment,69
1,2021,E01017442,2021 super output areas - lower layer,151,Total: All usual residents,2790
2,2021,E01017442,2021 super output areas - lower layer,151,Lives in a household,2790
3,2021,E01017442,2021 super output areas - lower layer,151,Lives in a communal establishment,0
4,2021,E01017443,2021 super output areas - lower layer,151,Total: All usual residents,1657
5,2021,E01017443,2021 super output areas - lower layer,151,Lives in a household,1592
6,2021,E01017443,2021 super output areas - lower layer,151,Lives in a communal establishment,65
7,2021,E01017446,2021 super output areas - lower layer,151,Total: All usual residents,1788
8,2021,E01017446,2021 super output areas - lower layer,151,Lives in a household,1788
9,2021,E01017446,2021 super output areas - lower layer,151,Lives in a communal establishment,0
10,2021,E01017447,2021 super output areas - lower layer,151,Total: All usual residents,2554
11,2021,E01017447,2021 super output areas - lower layer,151,Lives in a household,2554
12,2021,E01017447,2021 super output areas - lower layer,151,Lives in a communal establishment,0
13,2021,E01017449,2021 super output areas - lower layer,151,Total: All usual residents,2154
14,2021,E01017449,2021 super output areas - lower layer,151,Lives in a household,2154
15,2021,E01017449,2021 super output areas - lower layer,151,Lives in a communal establishment,0
16,2021,E01033188,2021 super output areas - lower layer,151,Total: All usual residents,1497
17,2021,E01033188,2021 super output areas - lower layer,151,Lives in a household,1497
18,2021,E01033188,2021 super output areas - lower layer,151,Lives in a communal establishment,0
19,2021,E01033189,2021 super output areas - lower layer,151,Total: All usual residents,2893
20,2021,E01033189,2021 super output areas - lower layer,151,Lives in a household,2884
21,2021,E01033189,2021 super output areas - lower layer,151,Lives in a communal establishment,9
22,2021,E01033190,2021 super output areas - lower layer,151,Total: All usual residents,1534
23,2021,E01033190,2021 super output areas - lower layer,151,Lives in a household,1534
24,2021,E01033190,2021 super output areas - lower layer,151,Lives in a communal establishment,0
25,2021,E01017399,2021 super output areas - lower layer,151,Total: All usual residents,1440
26,2021,E01017399,2021 super output areas - lower layer,151,Lives in a household,1421
27,2021,E01017399,2021 super output areas - lower layer,151,Lives in a communal establishment,19
28,2021,E01017400,2021 super output areas - lower layer,151,Total: All usual residents,1539
29,2021,E01017400,2021 super output areas - lower layer,151,Lives in a household,1531
30,2021,E01017400,2021 super output areas - lower layer,151,Lives in a communal establishment,8
31,2021,E01017401,2021 super output areas - lower layer,151,Total: All usual residents,1211
32,2021,E01017401,2021 super output areas - lower layer,151,Lives in a household,1211
