,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_DISABILITY_5_NAME,OBS_VALUE
0,2021,E01015326,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1505
1,2021,E01015331,2021 super output areas - lower layer,151,Total: All usual residents,2408
2,2021,E01015331,2021 super output areas - lower layer,151,Disabled under the Equality Act,348
3,2021,E01015331,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,120
4,2021,E01015331,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,228
5,2021,E01015331,2021 super output areas - lower layer,151,Not disabled under the Equality Act,2060
6,2021,E01015331,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,153
7,2021,E01015331,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1907
8,2021,E01015345,2021 super output areas - lower layer,151,Total: All usual residents,1902
9,2021,E01015345,2021 super output areas - lower layer,151,Disabled under the Equality Act,327
10,2021,E01015345,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,131
11,2021,E01015345,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,196
12,2021,E01015345,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1575
13,2021,E01015345,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,111
14,2021,E01015345,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1464
15,2021,E01015376,2021 super output areas - lower layer,151,Total: All usual residents,1840
16,2021,E01015376,2021 super output areas - lower layer,151,Disabled under the Equality Act,241
17,2021,E01015376,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,75
18,2021,E01015376,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,166
19,2021,E01015376,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1599
20,2021,E01015376,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,153
21,2021,E01015376,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1446
22,2021,E01015316,2021 super output areas - lower layer,151,Total: All usual residents,1653
