,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HOURS_5_NAME,OBS_VALUE
0,2021,E01019506,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,65
1,2021,E01019506,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,141
2,2021,E01019506,2021 super output areas - lower layer,151,Full-time,497
3,2021,E01019506,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,428
4,2021,E01019506,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,69
5,2021,E01019507,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,904
6,2021,E01019507,2021 super output areas - lower layer,151,Part-time,232
7,2021,E01019507,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,64
8,2021,E01019507,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,168
9,2021,E01019507,2021 super output areas - lower layer,151,Full-time,672
10,2021,E01019507,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,607
11,2021,E01019507,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,65
12,2021,E01019511,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1119
13,2021,E01019511,2021 super output areas - lower layer,151,Part-time,290
14,2021,E01019511,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,90
15,2021,E01019511,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,200
16,2021,E01019511,2021 super output areas - lower layer,151,Full-time,829
17,2021,E01019511,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,739
18,2021,E01019511,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,90
19,2021,E01019480,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,747
20,2021,E01019480,2021 super output areas - lower layer,151,Part-time,224
21,2021,E01019480,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,63
22,2021,E01019480,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,161
23,2021,E01019480,2021 super output areas - lower layer,151,Full-time,523
24,2021,E01019480,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,431
25,2021,E01019480,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,92
26,2021,E01019482,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,717
27,2021,E01019482,2021 super output areas - lower layer,151,Part-time,229
28,2021,E01019482,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,65
29,2021,E01019482,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,164
30,2021,E01019482,2021 super output areas - lower layer,151,Full-time,488
31,2021,E01019482,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,413
32,2021,E01019482,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,75
33,2021,E01019520,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1064
34,2021,E01019520,2021 super output areas - lower layer,151,Part-time,285
35,2021,E01019520,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,103
36,2021,E01019520,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,182
37,2021,E01019520,2021 super output areas - lower layer,151,Full-time,779
38,2021,E01019520,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,643
39,2021,E01019520,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,136
40,2021,E01019521,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,920
41,2021,E01019521,2021 super output areas - lower layer,151,Part-time,234
42,2021,E01019521,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,63
43,2021,E01019521,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,171
44,2021,E01019521,2021 super output areas - lower layer,151,Full-time,686
45,2021,E01019521,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,593
46,2021,E01019521,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,93
47,2021,E01019522,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,854
48,2021,E01019522,2021 super output areas - lower layer,151,Part-time,275
49,2021,E01019522,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,76
50,2021,E01019522,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,199
51,2021,E01019522,2021 super output areas - lower layer,151,Full-time,579
52,2021,E01019522,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,487
53,2021,E01019522,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,92
54,2021,E01019481,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,542
55,2021,E01019481,2021 super output areas - lower layer,151,Part-time,156
56,2021,E01019481,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,44
57,2021,E01019481,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,112
58,2021,E01019481,2021 super output areas - lower layer,151,Full-time,386
59,2021,E01019481,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,340
60,2021,E01019481,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,46
