,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HIQUAL_8_NAME,OBS_VALUE
0,2021,E01011444,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1929
1,2021,E01011444,2021 super output areas - lower layer,151,No qualifications,57
2,2021,E01011444,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,27
3,2021,E01011444,2021 super output areas - lower layer,151,Level 2 qualifications,68
4,2021,E01011444,2021 super output areas - lower layer,151,Apprenticeship,9
5,2021,E01011444,2021 super output areas - lower layer,151,Level 3 qualifications,1243
6,2021,E01011444,2021 super output areas - lower layer,151,Level 4 qualifications or above,505
7,2021,E01011444,2021 super output areas - lower layer,151,Other qualifications,20
8,2021,E01011451,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1453
9,2021,E01011451,2021 super output areas - lower layer,151,No qualifications,62
10,2021,E01011451,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,27
11,2021,E01011451,2021 super output areas - lower layer,151,Level 2 qualifications,55
12,2021,E01011451,2021 super output areas - lower layer,151,Apprenticeship,19
13,2021,E01011451,2021 super output areas - lower layer,151,Level 3 qualifications,680
14,2021,E01011451,2021 super output areas - lower layer,151,Level 4 qualifications or above,587
15,2021,E01011451,2021 super output areas - lower layer,151,Other qualifications,23
16,2021,E01011668,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1596
17,2021,E01011668,2021 super output areas - lower layer,151,No qualifications,98
18,2021,E01011668,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,43
19,2021,E01011668,2021 super output areas - lower layer,151,Level 2 qualifications,75
20,2021,E01011668,2021 super output areas - lower layer,151,Apprenticeship,20
21,2021,E01011668,2021 super output areas - lower layer,151,Level 3 qualifications,831
22,2021,E01011668,2021 super output areas - lower layer,151,Level 4 qualifications or above,515
23,2021,E01011668,2021 super output areas - lower layer,151,Other qualifications,14
24,2021,E01011669,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1353
25,2021,E01011669,2021 super output areas - lower layer,151,No qualifications,60
26,2021,E01011669,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,55
27,2021,E01011669,2021 super output areas - lower layer,151,Level 2 qualifications,71
28,2021,E01011669,2021 super output areas - lower layer,151,Apprenticeship,16
29,2021,E01011669,2021 super output areas - lower layer,151,Level 3 qualifications,572
30,2021,E01011669,2021 super output areas - lower layer,151,Level 4 qualifications or above,564
31,2021,E01011669,2021 super output areas - lower layer,151,Other qualifications,15
32,2021,E01032946,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,3047
33,2021,E01032946,2021 super output areas - lower layer,151,No qualifications,163
34,2021,E01032946,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,29
35,2021,E01032946,2021 super output areas - lower layer,151,Level 2 qualifications,95
36,2021,E01032946,2021 super output areas - lower layer,151,Apprenticeship,20
