,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_MHHLANG_5_NAME,OBS_VALUE
0,2021,E01011954,2021 super output areas - lower layer,151,Total: All households,964
1,2021,E01011954,2021 super output areas - lower layer,151,One-person household,268
2,2021,E01011954,2021 super output areas - lower layer,151,All household members have the same main language,690
3,2021,E01011954,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",2
4,2021,E01011954,2021 super output areas - lower layer,151,Main language differs within partnerships,3
5,2021,E01011954,2021 super output areas - lower layer,151,Any other combination of multiple main languages,1
6,2021,E01011969,2021 super output areas - lower layer,151,Total: All households,601
7,2021,E01011969,2021 super output areas - lower layer,151,One-person household,157
8,2021,E01011969,2021 super output areas - lower layer,151,All household members have the same main language,443
9,2021,E01011969,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",1
10,2021,E01011969,2021 super output areas - lower layer,151,Main language differs within partnerships,0
11,2021,E01011969,2021 super output areas - lower layer,151,Any other combination of multiple main languages,0
12,2021,E01011970,2021 super output areas - lower layer,151,Total: All households,485
13,2021,E01011970,2021 super output areas - lower layer,151,One-person household,122
14,2021,E01011970,2021 super output areas - lower layer,151,All household members have the same main language,360
15,2021,E01011970,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",1
16,2021,E01011970,2021 super output areas - lower layer,151,Main language differs within partnerships,1
17,2021,E01011970,2021 super output areas - lower layer,151,Any other combination of multiple main languages,1
18,2021,E01011971,2021 super output areas - lower layer,151,Total: All households,520
19,2021,E01011971,2021 super output areas - lower layer,151,One-person household,104
20,2021,E01011971,2021 super output areas - lower layer,151,All household members have the same main language,414
21,2021,E01011971,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",0
22,2021,E01011971,2021 super output areas - lower layer,151,Main language differs within partnerships,2
23,2021,E01011971,2021 super output areas - lower layer,151,Any other combination of multiple main languages,0
24,2021,E01033465,2021 super output areas - lower layer,151,Total: All households,739
25,2021,E01033465,2021 super output areas - lower layer,151,One-person household,151
26,2021,E01033465,2021 super output areas - lower layer,151,All household members have the same main language,586
27,2021,E01033465,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",1
28,2021,E01033465,2021 super output areas - lower layer,151,Main language differs within partnerships,1
29,2021,E01033465,2021 super output areas - lower layer,151,Any other combination of multiple main languages,0
30,2021,E01033467,2021 super output areas - lower layer,151,Total: All households,1020
31,2021,E01033467,2021 super output areas - lower layer,151,One-person household,383
32,2021,E01033467,2021 super output areas - lower layer,151,All household members have the same main language,633
33,2021,E01033467,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",0
34,2021,E01033467,2021 super output areas - lower layer,151,Main language differs within partnerships,2
35,2021,E01033467,2021 super output areas - lower layer,151,Any other combination of multiple main languages,2
36,2021,E01011952,2021 super output areas - lower layer,151,Total: All households,665
37,2021,E01011952,2021 super output areas - lower layer,151,One-person household,225
38,2021,E01011952,2021 super output areas - lower layer,151,All household members have the same main language,430
39,2021,E01011952,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",5
40,2021,E01011952,2021 super output areas - lower layer,151,Main language differs within partnerships,4
41,2021,E01011952,2021 super output areas - lower layer,151,Any other combination of multiple main languages,1
42,2021,E01011953,2021 super output areas - lower layer,151,Total: All households,824
43,2021,E01011953,2021 super output areas - lower layer,151,One-person household,265
44,2021,E01011953,2021 super output areas - lower layer,151,All household members have the same main language,552
45,2021,E01011953,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",4
46,2021,E01011953,2021 super output areas - lower layer,151,Main language differs within partnerships,2
47,2021,E01011953,2021 super output areas - lower layer,151,Any other combination of multiple main languages,1
48,2021,E01011991,2021 super output areas - lower layer,151,Total: All households,755
49,2021,E01011991,2021 super output areas - lower layer,151,One-person household,272
50,2021,E01011991,2021 super output areas - lower layer,151,All household members have the same main language,478
51,2021,E01011991,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",1
52,2021,E01011991,2021 super output areas - lower layer,151,Main language differs within partnerships,3
53,2021,E01011991,2021 super output areas - lower layer,151,Any other combination of multiple main languages,1
54,2021,E01011992,2021 super output areas - lower layer,151,Total: All households,851
55,2021,E01011992,2021 super output areas - lower layer,151,One-person household,273
56,2021,E01011992,2021 super output areas - lower layer,151,All household members have the same main language,560
57,2021,E01011992,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",5
58,2021,E01011992,2021 super output areas - lower layer,151,Main language differs within partnerships,11
59,2021,E01011992,2021 super output areas - lower layer,151,Any other combination of multiple main languages,2
60,2021,E01011993,2021 super output areas - lower layer,151,Total: All households,853
61,2021,E01011993,2021 super output areas - lower layer,151,One-person household,368
62,2021,E01011993,2021 super output areas - lower layer,151,All household members have the same main language,482
63,2021,E01011993,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",0
64,2021,E01011993,2021 super output areas - lower layer,151,Main language differs within partnerships,3
65,2021,E01011993,2021 super output areas - lower layer,151,Any other combination of multiple main languages,0
66,2021,E01011994,2021 super output areas - lower layer,151,Total: All households,644
67,2021,E01011994,2021 super output areas - lower layer,151,One-person household,252
68,2021,E01011994,2021 super output areas - lower layer,151,All household members have the same main language,380
69,2021,E01011994,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",7
70,2021,E01011994,2021 super output areas - lower layer,151,Main language differs within partnerships,4
71,2021,E01011994,2021 super output areas - lower layer,151,Any other combination of multiple main languages,1
72,2021,E01011955,2021 super output areas - lower layer,151,Total: All households,582
73,2021,E01011955,2021 super output areas - lower layer,151,One-person household,220
74,2021,E01011955,2021 super output areas - lower layer,151,All household members have the same main language,343
75,2021,E01011955,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",9
76,2021,E01011955,2021 super output areas - lower layer,151,Main language differs within partnerships,7
77,2021,E01011955,2021 super output areas - lower layer,151,Any other combination of multiple main languages,3
78,2021,E01011957,2021 super output areas - lower layer,151,Total: All households,542
79,2021,E01011957,2021 super output areas - lower layer,151,One-person household,164
80,2021,E01011957,2021 super output areas - lower layer,151,All household members have the same main language,369
81,2021,E01011957,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",5
82,2021,E01011957,2021 super output areas - lower layer,151,Main language differs within partnerships,1
83,2021,E01011957,2021 super output areas - lower layer,151,Any other combination of multiple main languages,3
84,2021,E01032540,2021 super output areas - lower layer,151,Total: All households,450
85,2021,E01032540,2021 super output areas - lower layer,151,One-person household,143
86,2021,E01032540,2021 super output areas - lower layer,151,All household members have the same main language,301
87,2021,E01032540,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",1
88,2021,E01032540,2021 super output areas - lower layer,151,Main language differs within partnerships,5
89,2021,E01032540,2021 super output areas - lower layer,151,Any other combination of multiple main languages,0
90,2021,E01032541,2021 super output areas - lower layer,151,Total: All households,979
91,2021,E01032541,2021 super output areas - lower layer,151,One-person household,371
92,2021,E01032541,2021 super output areas - lower layer,151,All household members have the same main language,604
93,2021,E01032541,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",1
94,2021,E01032541,2021 super output areas - lower layer,151,Main language differs within partnerships,3
95,2021,E01032541,2021 super output areas - lower layer,151,Any other combination of multiple main languages,0
96,2021,E01033466,2021 super output areas - lower layer,151,Total: All households,983
97,2021,E01033466,2021 super output areas - lower layer,151,One-person household,304
98,2021,E01033466,2021 super output areas - lower layer,151,All household members have the same main language,668
99,2021,E01033466,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",6
100,2021,E01033466,2021 super output areas - lower layer,151,Main language differs within partnerships,3
101,2021,E01033466,2021 super output areas - lower layer,151,Any other combination of multiple main languages,2
102,2021,E01011951,2021 super output areas - lower layer,151,Total: All households,639
103,2021,E01011951,2021 super output areas - lower layer,151,One-person household,323
104,2021,E01011951,2021 super output areas - lower layer,151,All household members have the same main language,309
105,2021,E01011951,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",4
106,2021,E01011951,2021 super output areas - lower layer,151,Main language differs within partnerships,2
107,2021,E01011951,2021 super output areas - lower layer,151,Any other combination of multiple main languages,1
108,2021,E01011964,2021 super output areas - lower layer,151,Total: All households,495
109,2021,E01011964,2021 super output areas - lower layer,151,One-person household,165
110,2021,E01011964,2021 super output areas - lower layer,151,All household members have the same main language,293
111,2021,E01011964,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",9
112,2021,E01011964,2021 super output areas - lower layer,151,Main language differs within partnerships,15
113,2021,E01011964,2021 super output areas - lower layer,151,Any other combination of multiple main languages,13
114,2021,E01011967,2021 super output areas - lower layer,151,Total: All households,530
115,2021,E01011967,2021 super output areas - lower layer,151,One-person household,112
116,2021,E01011967,2021 super output areas - lower layer,151,All household members have the same main language,411
117,2021,E01011967,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",1
118,2021,E01011967,2021 super output areas - lower layer,151,Main language differs within partnerships,4
119,2021,E01011967,2021 super output areas - lower layer,151,Any other combination of multiple main languages,2
120,2021,E01011999,2021 super output areas - lower layer,151,Total: All households,860
121,2021,E01011999,2021 super output areas - lower layer,151,One-person household,423
122,2021,E01011999,2021 super output areas - lower layer,151,All household members have the same main language,420
123,2021,E01011999,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",7
124,2021,E01011999,2021 super output areas - lower layer,151,Main language differs within partnerships,4
125,2021,E01011999,2021 super output areas - lower layer,151,Any other combination of multiple main languages,6
126,2021,E01012000,2021 super output areas - lower layer,151,Total: All households,720
127,2021,E01012000,2021 super output areas - lower layer,151,One-person household,436
128,2021,E01012000,2021 super output areas - lower layer,151,All household members have the same main language,273
129,2021,E01012000,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",6
130,2021,E01012000,2021 super output areas - lower layer,151,Main language differs within partnerships,3
131,2021,E01012000,2021 super output areas - lower layer,151,Any other combination of multiple main languages,2
132,2021,E01011950,2021 super output areas - lower layer,151,Total: All households,554
133,2021,E01011950,2021 super output areas - lower layer,151,One-person household,290
134,2021,E01011950,2021 super output areas - lower layer,151,All household members have the same main language,258
135,2021,E01011950,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",3
136,2021,E01011950,2021 super output areas - lower layer,151,Main language differs within partnerships,2
137,2021,E01011950,2021 super output areas - lower layer,151,Any other combination of multiple main languages,1
138,2021,E01011986,2021 super output areas - lower layer,151,Total: All households,534
139,2021,E01011986,2021 super output areas - lower layer,151,One-person household,127
140,2021,E01011986,2021 super output areas - lower layer,151,All household members have the same main language,401
141,2021,E01011986,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",3
142,2021,E01011986,2021 super output areas - lower layer,151,Main language differs within partnerships,1
143,2021,E01011986,2021 super output areas - lower layer,151,Any other combination of multiple main languages,2
144,2021,E01011987,2021 super output areas - lower layer,151,Total: All households,606
145,2021,E01011987,2021 super output areas - lower layer,151,One-person household,204
146,2021,E01011987,2021 super output areas - lower layer,151,All household members have the same main language,400
147,2021,E01011987,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",1
148,2021,E01011987,2021 super output areas - lower layer,151,Main language differs within partnerships,1
149,2021,E01011987,2021 super output areas - lower layer,151,Any other combination of multiple main languages,0
150,2021,E01012001,2021 super output areas - lower layer,151,Total: All households,953
151,2021,E01012001,2021 super output areas - lower layer,151,One-person household,327
152,2021,E01012001,2021 super output areas - lower layer,151,All household members have the same main language,590
153,2021,E01012001,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",23
154,2021,E01012001,2021 super output areas - lower layer,151,Main language differs within partnerships,4
155,2021,E01012001,2021 super output areas - lower layer,151,Any other combination of multiple main languages,9
156,2021,E01011949,2021 super output areas - lower layer,151,Total: All households,760
157,2021,E01011949,2021 super output areas - lower layer,151,One-person household,221
158,2021,E01011949,2021 super output areas - lower layer,151,All household members have the same main language,530
159,2021,E01011949,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",7
160,2021,E01011949,2021 super output areas - lower layer,151,Main language differs within partnerships,2
161,2021,E01011949,2021 super output areas - lower layer,151,Any other combination of multiple main languages,0
162,2021,E01011980,2021 super output areas - lower layer,151,Total: All households,774
163,2021,E01011980,2021 super output areas - lower layer,151,One-person household,334
164,2021,E01011980,2021 super output areas - lower layer,151,All household members have the same main language,435
165,2021,E01011980,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",2
166,2021,E01011980,2021 super output areas - lower layer,151,Main language differs within partnerships,3
167,2021,E01011980,2021 super output areas - lower layer,151,Any other combination of multiple main languages,0
168,2021,E01011981,2021 super output areas - lower layer,151,Total: All households,696
169,2021,E01011981,2021 super output areas - lower layer,151,One-person household,219
170,2021,E01011981,2021 super output areas - lower layer,151,All household members have the same main language,472
171,2021,E01011981,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",1
172,2021,E01011981,2021 super output areas - lower layer,151,Main language differs within partnerships,1
173,2021,E01011981,2021 super output areas - lower layer,151,Any other combination of multiple main languages,3
174,2021,E01011984,2021 super output areas - lower layer,151,Total: All households,583
175,2021,E01011984,2021 super output areas - lower layer,151,One-person household,192
176,2021,E01011984,2021 super output areas - lower layer,151,All household members have the same main language,391
177,2021,E01011984,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",0
178,2021,E01011984,2021 super output areas - lower layer,151,Main language differs within partnerships,0
179,2021,E01011984,2021 super output areas - lower layer,151,Any other combination of multiple main languages,0
180,2021,E01011985,2021 super output areas - lower layer,151,Total: All households,573
181,2021,E01011985,2021 super output areas - lower layer,151,One-person household,179
182,2021,E01011985,2021 super output areas - lower layer,151,All household members have the same main language,392
183,2021,E01011985,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",0
184,2021,E01011985,2021 super output areas - lower layer,151,Main language differs within partnerships,1
185,2021,E01011985,2021 super output areas - lower layer,151,Any other combination of multiple main languages,1
186,2021,E01011988,2021 super output areas - lower layer,151,Total: All households,830
187,2021,E01011988,2021 super output areas - lower layer,151,One-person household,311
188,2021,E01011988,2021 super output areas - lower layer,151,All household members have the same main language,511
189,2021,E01011988,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",4
190,2021,E01011988,2021 super output areas - lower layer,151,Main language differs within partnerships,4
191,2021,E01011988,2021 super output areas - lower layer,151,Any other combination of multiple main languages,0
192,2021,E01011989,2021 super output areas - lower layer,151,Total: All households,820
193,2021,E01011989,2021 super output areas - lower layer,151,One-person household,287
194,2021,E01011989,2021 super output areas - lower layer,151,All household members have the same main language,521
195,2021,E01011989,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",2
196,2021,E01011989,2021 super output areas - lower layer,151,Main language differs within partnerships,4
197,2021,E01011989,2021 super output areas - lower layer,151,Any other combination of multiple main languages,6
198,2021,E01011990,2021 super output areas - lower layer,151,Total: All households,752
199,2021,E01011990,2021 super output areas - lower layer,151,One-person household,187
200,2021,E01011990,2021 super output areas - lower layer,151,All household members have the same main language,556
201,2021,E01011990,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",2
202,2021,E01011990,2021 super output areas - lower layer,151,Main language differs within partnerships,5
203,2021,E01011990,2021 super output areas - lower layer,151,Any other combination of multiple main languages,2
204,2021,E01011995,2021 super output areas - lower layer,151,Total: All households,572
205,2021,E01011995,2021 super output areas - lower layer,151,One-person household,143
206,2021,E01011995,2021 super output areas - lower layer,151,All household members have the same main language,426
207,2021,E01011995,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",0
208,2021,E01011995,2021 super output areas - lower layer,151,Main language differs within partnerships,1
209,2021,E01011995,2021 super output areas - lower layer,151,Any other combination of multiple main languages,2
210,2021,E01011996,2021 super output areas - lower layer,151,Total: All households,634
211,2021,E01011996,2021 super output areas - lower layer,151,One-person household,224
212,2021,E01011996,2021 super output areas - lower layer,151,All household members have the same main language,406
213,2021,E01011996,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",0
214,2021,E01011996,2021 super output areas - lower layer,151,Main language differs within partnerships,3
215,2021,E01011996,2021 super output areas - lower layer,151,Any other combination of multiple main languages,1
216,2021,E01011997,2021 super output areas - lower layer,151,Total: All households,816
217,2021,E01011997,2021 super output areas - lower layer,151,One-person household,190
218,2021,E01011997,2021 super output areas - lower layer,151,All household members have the same main language,619
219,2021,E01011997,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",1
220,2021,E01011997,2021 super output areas - lower layer,151,Main language differs within partnerships,5
221,2021,E01011997,2021 super output areas - lower layer,151,Any other combination of multiple main languages,1
222,2021,E01011998,2021 super output areas - lower layer,151,Total: All households,929
223,2021,E01011998,2021 super output areas - lower layer,151,One-person household,270
224,2021,E01011998,2021 super output areas - lower layer,151,All household members have the same main language,654
225,2021,E01011998,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",2
226,2021,E01011998,2021 super output areas - lower layer,151,Main language differs within partnerships,2
227,2021,E01011998,2021 super output areas - lower layer,151,Any other combination of multiple main languages,1
228,2021,E01011961,2021 super output areas - lower layer,151,Total: All households,615
229,2021,E01011961,2021 super output areas - lower layer,151,One-person household,184
230,2021,E01011961,2021 super output areas - lower layer,151,All household members have the same main language,425
231,2021,E01011961,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",0
232,2021,E01011961,2021 super output areas - lower layer,151,Main language differs within partnerships,6
233,2021,E01011961,2021 super output areas - lower layer,151,Any other combination of multiple main languages,0
234,2021,E01011962,2021 super output areas - lower layer,151,Total: All households,613
235,2021,E01011962,2021 super output areas - lower layer,151,One-person household,183
236,2021,E01011962,2021 super output areas - lower layer,151,All household members have the same main language,424
237,2021,E01011962,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",2
238,2021,E01011962,2021 super output areas - lower layer,151,Main language differs within partnerships,2
239,2021,E01011962,2021 super output areas - lower layer,151,Any other combination of multiple main languages,2
240,2021,E01011977,2021 super output areas - lower layer,151,Total: All households,737
241,2021,E01011977,2021 super output areas - lower layer,151,One-person household,216
242,2021,E01011977,2021 super output areas - lower layer,151,All household members have the same main language,512
243,2021,E01011977,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",3
244,2021,E01011977,2021 super output areas - lower layer,151,Main language differs within partnerships,4
245,2021,E01011977,2021 super output areas - lower layer,151,Any other combination of multiple main languages,2
246,2021,E01011978,2021 super output areas - lower layer,151,Total: All households,801
247,2021,E01011978,2021 super output areas - lower layer,151,One-person household,371
248,2021,E01011978,2021 super output areas - lower layer,151,All household members have the same main language,426
249,2021,E01011978,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",2
250,2021,E01011978,2021 super output areas - lower layer,151,Main language differs within partnerships,1
251,2021,E01011978,2021 super output areas - lower layer,151,Any other combination of multiple main languages,1
252,2021,E01011979,2021 super output areas - lower layer,151,Total: All households,624
253,2021,E01011979,2021 super output areas - lower layer,151,One-person household,173
254,2021,E01011979,2021 super output areas - lower layer,151,All household members have the same main language,445
255,2021,E01011979,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",2
256,2021,E01011979,2021 super output areas - lower layer,151,Main language differs within partnerships,3
257,2021,E01011979,2021 super output areas - lower layer,151,Any other combination of multiple main languages,1
258,2021,E01011959,2021 super output areas - lower layer,151,Total: All households,1132
259,2021,E01011959,2021 super output areas - lower layer,151,One-person household,235
260,2021,E01011959,2021 super output areas - lower layer,151,All household members have the same main language,881
261,2021,E01011959,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",4
262,2021,E01011959,2021 super output areas - lower layer,151,Main language differs within partnerships,9
263,2021,E01011959,2021 super output areas - lower layer,151,Any other combination of multiple main languages,3
264,2021,E01011960,2021 super output areas - lower layer,151,Total: All households,613
265,2021,E01011960,2021 super output areas - lower layer,151,One-person household,180
266,2021,E01011960,2021 super output areas - lower layer,151,All household members have the same main language,432
267,2021,E01011960,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",1
268,2021,E01011960,2021 super output areas - lower layer,151,Main language differs within partnerships,0
269,2021,E01011960,2021 super output areas - lower layer,151,Any other combination of multiple main languages,0
270,2021,E01011963,2021 super output areas - lower layer,151,Total: All households,662
271,2021,E01011963,2021 super output areas - lower layer,151,One-person household,204
272,2021,E01011963,2021 super output areas - lower layer,151,All household members have the same main language,456
273,2021,E01011963,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",0
274,2021,E01011963,2021 super output areas - lower layer,151,Main language differs within partnerships,1
275,2021,E01011963,2021 super output areas - lower layer,151,Any other combination of multiple main languages,1
276,2021,E01011968,2021 super output areas - lower layer,151,Total: All households,949
277,2021,E01011968,2021 super output areas - lower layer,151,One-person household,346
278,2021,E01011968,2021 super output areas - lower layer,151,All household members have the same main language,596
279,2021,E01011968,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",0
280,2021,E01011968,2021 super output areas - lower layer,151,Main language differs within partnerships,6
281,2021,E01011968,2021 super output areas - lower layer,151,Any other combination of multiple main languages,1
282,2021,E01011982,2021 super output areas - lower layer,151,Total: All households,676
283,2021,E01011982,2021 super output areas - lower layer,151,One-person household,118
284,2021,E01011982,2021 super output areas - lower layer,151,All household members have the same main language,550
285,2021,E01011982,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",3
286,2021,E01011982,2021 super output areas - lower layer,151,Main language differs within partnerships,4
287,2021,E01011982,2021 super output areas - lower layer,151,Any other combination of multiple main languages,1
288,2021,E01012003,2021 super output areas - lower layer,151,Total: All households,753
289,2021,E01012003,2021 super output areas - lower layer,151,One-person household,219
290,2021,E01012003,2021 super output areas - lower layer,151,All household members have the same main language,532
291,2021,E01012003,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",0
292,2021,E01012003,2021 super output areas - lower layer,151,Main language differs within partnerships,0
293,2021,E01012003,2021 super output areas - lower layer,151,Any other combination of multiple main languages,2
294,2021,E01012005,2021 super output areas - lower layer,151,Total: All households,722
295,2021,E01012005,2021 super output areas - lower layer,151,One-person household,109
296,2021,E01012005,2021 super output areas - lower layer,151,All household members have the same main language,607
297,2021,E01012005,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",4
298,2021,E01012005,2021 super output areas - lower layer,151,Main language differs within partnerships,1
299,2021,E01012005,2021 super output areas - lower layer,151,Any other combination of multiple main languages,1
300,2021,E01011965,2021 super output areas - lower layer,151,Total: All households,650
301,2021,E01011965,2021 super output areas - lower layer,151,One-person household,142
302,2021,E01011965,2021 super output areas - lower layer,151,All household members have the same main language,501
303,2021,E01011965,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",0
304,2021,E01011965,2021 super output areas - lower layer,151,Main language differs within partnerships,5
305,2021,E01011965,2021 super output areas - lower layer,151,Any other combination of multiple main languages,2
306,2021,E01011966,2021 super output areas - lower layer,151,Total: All households,608
307,2021,E01011966,2021 super output areas - lower layer,151,One-person household,214
308,2021,E01011966,2021 super output areas - lower layer,151,All household members have the same main language,386
309,2021,E01011966,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",0
310,2021,E01011966,2021 super output areas - lower layer,151,Main language differs within partnerships,5
311,2021,E01011966,2021 super output areas - lower layer,151,Any other combination of multiple main languages,3
312,2021,E01011974,2021 super output areas - lower layer,151,Total: All households,904
313,2021,E01011974,2021 super output areas - lower layer,151,One-person household,535
