,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ENGPRF_6_NAME,OBS_VALUE
0,2021,E01001629,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,135
1,2021,E01001629,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,81
2,2021,E01001629,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,9
3,2021,E01001633,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1950
4,2021,E01001633,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1459
5,2021,E01001633,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),491
6,2021,E01001633,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,156
7,2021,E01001633,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,220
8,2021,E01001633,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,82
9,2021,E01001633,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,33
10,2021,E01001634,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1673
11,2021,E01001634,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1385
12,2021,E01001634,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),288
13,2021,E01001634,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,115
14,2021,E01001634,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,109
15,2021,E01001634,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,58
16,2021,E01001634,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,6
17,2021,E01001637,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1735
18,2021,E01001637,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1344
19,2021,E01001637,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),391
20,2021,E01001637,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,134
21,2021,E01001637,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,167
22,2021,E01001637,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,74
23,2021,E01001637,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,16
24,2021,E01001695,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1468
25,2021,E01001695,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1052
26,2021,E01001695,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),416
27,2021,E01001695,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,166
28,2021,E01001695,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,172
29,2021,E01001695,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,64
30,2021,E01001695,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,14
31,2021,E01001696,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2473
32,2021,E01001696,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1862
33,2021,E01001696,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),611
34,2021,E01001696,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,300
35,2021,E01001696,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,201
36,2021,E01001696,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,99
37,2021,E01001696,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,11
38,2021,E01001697,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2516
39,2021,E01001697,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1714
40,2021,E01001697,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),802
41,2021,E01001697,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,295
42,2021,E01001697,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,300
43,2021,E01001697,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,186
44,2021,E01001697,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,21
45,2021,E01001700,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2293
46,2021,E01001700,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1484
47,2021,E01001700,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),809
48,2021,E01001700,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,319
49,2021,E01001700,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,295
50,2021,E01001700,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,138
51,2021,E01001700,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,57
52,2021,E01001703,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1980
53,2021,E01001703,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1476
54,2021,E01001703,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),504
55,2021,E01001703,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,169
56,2021,E01001703,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,184
57,2021,E01001703,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,124
58,2021,E01001703,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,27
59,2021,E01001704,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1592
60,2021,E01001704,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1337
