,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHDISABLED_4_NAME,OBS_VALUE
0,2021,E01014089,2021 super output areas - lower layer,151,Total: All households,576
1,2021,E01014089,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,394
2,2021,E01014089,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,144
3,2021,E01014089,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,38
4,2021,E01013987,2021 super output areas - lower layer,151,Total: All households,683
5,2021,E01013987,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,484
6,2021,E01013987,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,164
7,2021,E01013987,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,35
8,2021,E01013988,2021 super output areas - lower layer,151,Total: All households,931
9,2021,E01013988,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,619
10,2021,E01013988,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,270
11,2021,E01013988,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,42
12,2021,E01014095,2021 super output areas - lower layer,151,Total: All households,572
13,2021,E01014095,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,386
14,2021,E01014095,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,141
15,2021,E01014095,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,45
16,2021,E01035055,2021 super output areas - lower layer,151,Total: All households,636
17,2021,E01035055,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,472
18,2021,E01035055,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,135
19,2021,E01035055,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,29
20,2021,E01035056,2021 super output areas - lower layer,151,Total: All households,595
21,2021,E01035056,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,452
22,2021,E01035056,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,112
23,2021,E01035056,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,31
24,2021,E01013986,2021 super output areas - lower layer,151,Total: All households,735
25,2021,E01013986,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,443
26,2021,E01013986,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,236
27,2021,E01013986,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,56
28,2021,E01013989,2021 super output areas - lower layer,151,Total: All households,615
29,2021,E01013989,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,376
30,2021,E01013989,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,181
31,2021,E01013989,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,58
32,2021,E01014010,2021 super output areas - lower layer,151,Total: All households,1066
33,2021,E01014010,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,758
34,2021,E01014010,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,271
35,2021,E01014010,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,37
36,2021,E01014011,2021 super output areas - lower layer,151,Total: All households,666
37,2021,E01014011,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,454
38,2021,E01014011,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,169
39,2021,E01014011,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,43
40,2021,E01014086,2021 super output areas - lower layer,151,Total: All households,753
41,2021,E01014086,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,503
42,2021,E01014086,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,220
43,2021,E01014086,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,30
44,2021,E01014092,2021 super output areas - lower layer,151,Total: All households,895
45,2021,E01014092,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,642
46,2021,E01014092,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,196
47,2021,E01014092,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,57
48,2021,E01014075,2021 super output areas - lower layer,151,Total: All households,741
49,2021,E01014075,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,541
50,2021,E01014075,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,164
51,2021,E01014075,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,36
52,2021,E01014076,2021 super output areas - lower layer,151,Total: All households,1036
53,2021,E01014076,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,760
54,2021,E01014076,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,238
55,2021,E01014076,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,38
56,2021,E01014077,2021 super output areas - lower layer,151,Total: All households,729
57,2021,E01014077,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,514
58,2021,E01014077,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,171
59,2021,E01014077,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,44
60,2021,E01014078,2021 super output areas - lower layer,151,Total: All households,600
61,2021,E01014078,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,407
62,2021,E01014078,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,150
63,2021,E01014078,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,43
64,2021,E01014090,2021 super output areas - lower layer,151,Total: All households,597
65,2021,E01014090,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,402
66,2021,E01014090,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,165
67,2021,E01014090,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,30
68,2021,E01014091,2021 super output areas - lower layer,151,Total: All households,639
69,2021,E01014091,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,420
70,2021,E01014091,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,183
71,2021,E01014091,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,36
72,2021,E01014093,2021 super output areas - lower layer,151,Total: All households,610
73,2021,E01014093,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,393
74,2021,E01014093,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,177
75,2021,E01014093,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,40
76,2021,E01014094,2021 super output areas - lower layer,151,Total: All households,573
77,2021,E01014094,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,400
78,2021,E01014094,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,136
79,2021,E01014094,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,37
80,2021,E01014068,2021 super output areas - lower layer,151,Total: All households,596
81,2021,E01014068,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,378
82,2021,E01014068,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,157
83,2021,E01014068,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,61
84,2021,E01014070,2021 super output areas - lower layer,151,Total: All households,942
85,2021,E01014070,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,636
86,2021,E01014070,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,247
87,2021,E01014070,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,59
88,2021,E01014072,2021 super output areas - lower layer,151,Total: All households,821
89,2021,E01014072,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,522
90,2021,E01014072,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,232
91,2021,E01014072,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,67
92,2021,E01014073,2021 super output areas - lower layer,151,Total: All households,795
93,2021,E01014073,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,535
94,2021,E01014073,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,221
95,2021,E01014073,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,39
96,2021,E01014074,2021 super output areas - lower layer,151,Total: All households,741
97,2021,E01014074,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,457
98,2021,E01014074,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,242
99,2021,E01014074,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,42
100,2021,E01013996,2021 super output areas - lower layer,151,Total: All households,684
101,2021,E01013996,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,512
102,2021,E01013996,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,147
103,2021,E01013996,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,25
104,2021,E01013997,2021 super output areas - lower layer,151,Total: All households,823
105,2021,E01013997,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,592
106,2021,E01013997,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,185
107,2021,E01013997,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,46
108,2021,E01014079,2021 super output areas - lower layer,151,Total: All households,667
109,2021,E01014079,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,414
110,2021,E01014079,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,201
111,2021,E01014079,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,52
112,2021,E01014080,2021 super output areas - lower layer,151,Total: All households,679
113,2021,E01014080,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,427
114,2021,E01014080,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,203
115,2021,E01014080,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,49
116,2021,E01013992,2021 super output areas - lower layer,151,Total: All households,639
117,2021,E01013992,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,414
118,2021,E01013992,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,185
119,2021,E01013992,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,40
120,2021,E01013993,2021 super output areas - lower layer,151,Total: All households,608
121,2021,E01013993,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,367
122,2021,E01013993,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,166
123,2021,E01013993,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,75
124,2021,E01013994,2021 super output areas - lower layer,151,Total: All households,602
125,2021,E01013994,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,348
126,2021,E01013994,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,193
127,2021,E01013994,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,61
128,2021,E01013995,2021 super output areas - lower layer,151,Total: All households,782
129,2021,E01013995,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,474
130,2021,E01013995,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,233
131,2021,E01013995,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,75
132,2021,E01014071,2021 super output areas - lower layer,151,Total: All households,636
133,2021,E01014071,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,381
134,2021,E01014071,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,202
135,2021,E01014071,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,53
