,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ENGPRF_6_NAME,OBS_VALUE
0,2021,E01019506,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),29
1,2021,E01019506,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,7
2,2021,E01019506,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,14
3,2021,E01019506,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,6
4,2021,E01019506,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,2
5,2021,E01019507,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1805
6,2021,E01019507,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1404
7,2021,E01019507,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),401
8,2021,E01019507,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,74
9,2021,E01019507,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,164
10,2021,E01019507,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,142
11,2021,E01019507,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,21
12,2021,E01019511,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2162
13,2021,E01019511,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1697
14,2021,E01019511,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),465
15,2021,E01019511,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,84
16,2021,E01019511,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,194
17,2021,E01019511,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,165
18,2021,E01019511,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,22
19,2021,E01019480,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1495
20,2021,E01019480,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1462
21,2021,E01019480,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),33
22,2021,E01019480,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,19
23,2021,E01019480,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,10
24,2021,E01019480,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,4
25,2021,E01019480,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
26,2021,E01019482,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1495
27,2021,E01019482,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1491
28,2021,E01019482,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),4
29,2021,E01019482,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,1
30,2021,E01019482,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,1
31,2021,E01019482,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,2
32,2021,E01019482,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
33,2021,E01019520,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2081
34,2021,E01019520,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),2035
35,2021,E01019520,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),46
36,2021,E01019520,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,24
37,2021,E01019520,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,14
38,2021,E01019520,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,8
39,2021,E01019520,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
40,2021,E01019521,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1695
41,2021,E01019521,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1683
42,2021,E01019521,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),12
43,2021,E01019521,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,8
44,2021,E01019521,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,2
