,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_DISABILITY_5_NAME,OBS_VALUE
0,2021,E01021896,2021 super output areas - lower layer,151,Disabled under the Equality Act,216
1,2021,E01021896,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,61
2,2021,E01021896,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,155
3,2021,E01021896,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1617
4,2021,E01021896,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,141
5,2021,E01021896,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1476
6,2021,E01021897,2021 super output areas - lower layer,151,Total: All usual residents,1083
7,2021,E01021897,2021 super output areas - lower layer,151,Disabled under the Equality Act,206
8,2021,E01021897,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,82
9,2021,E01021897,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,124
10,2021,E01021897,2021 super output areas - lower layer,151,Not disabled under the Equality Act,877
11,2021,E01021897,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,100
12,2021,E01021897,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,777
13,2021,E01021898,2021 super output areas - lower layer,151,Total: All usual residents,1273
14,2021,E01021898,2021 super output areas - lower layer,151,Disabled under the Equality Act,288
15,2021,E01021898,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,125
16,2021,E01021898,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,163
17,2021,E01021898,2021 super output areas - lower layer,151,Not disabled under the Equality Act,985
18,2021,E01021898,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,87
19,2021,E01021898,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,898
20,2021,E01021901,2021 super output areas - lower layer,151,Total: All usual residents,1921
21,2021,E01021901,2021 super output areas - lower layer,151,Disabled under the Equality Act,344
22,2021,E01021901,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,128
23,2021,E01021901,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,216
24,2021,E01021901,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1577
25,2021,E01021901,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,130
26,2021,E01021901,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1447
27,2021,E01021904,2021 super output areas - lower layer,151,Total: All usual residents,2028
28,2021,E01021904,2021 super output areas - lower layer,151,Disabled under the Equality Act,339
29,2021,E01021904,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,141
30,2021,E01021904,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,198
31,2021,E01021904,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1689
32,2021,E01021904,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,150
33,2021,E01021904,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1539
34,2021,E01021905,2021 super output areas - lower layer,151,Total: All usual residents,1258
35,2021,E01021905,2021 super output areas - lower layer,151,Disabled under the Equality Act,266
36,2021,E01021905,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,103
37,2021,E01021905,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,163
38,2021,E01021905,2021 super output areas - lower layer,151,Not disabled under the Equality Act,992
39,2021,E01021905,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,76
40,2021,E01021905,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,916
41,2021,E01021906,2021 super output areas - lower layer,151,Total: All usual residents,1543
42,2021,E01021906,2021 super output areas - lower layer,151,Disabled under the Equality Act,328
43,2021,E01021906,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,143
44,2021,E01021906,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,185
45,2021,E01021906,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1215
46,2021,E01021906,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,123
47,2021,E01021906,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1092
48,2021,E01021907,2021 super output areas - lower layer,151,Total: All usual residents,2335
49,2021,E01021907,2021 super output areas - lower layer,151,Disabled under the Equality Act,467
50,2021,E01021907,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,186
51,2021,E01021907,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,281
52,2021,E01021907,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1868
53,2021,E01021907,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,196
54,2021,E01021907,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1672
55,2021,E01021873,2021 super output areas - lower layer,151,Total: All usual residents,1344
56,2021,E01021873,2021 super output areas - lower layer,151,Disabled under the Equality Act,239
57,2021,E01021873,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,90
58,2021,E01021873,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,149
59,2021,E01021873,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1105
60,2021,E01021873,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,96
61,2021,E01021873,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1009
62,2021,E01021874,2021 super output areas - lower layer,151,Total: All usual residents,1509
63,2021,E01021874,2021 super output areas - lower layer,151,Disabled under the Equality Act,289
64,2021,E01021874,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,120
65,2021,E01021874,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,169
66,2021,E01021874,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1220
