,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_CARER_7_NAME,OBS_VALUE
0,2021,E01014575,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,27
1,2021,E01014575,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,10
2,2021,E01014575,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,17
3,2021,E01014575,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,33
4,2021,E01014576,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,2098
5,2021,E01014576,2021 super output areas - lower layer,151,Provides no unpaid care,1942
6,2021,E01014576,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,82
7,2021,E01014576,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,67
8,2021,E01014576,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,15
9,2021,E01014576,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,40
10,2021,E01014576,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,19
11,2021,E01014576,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,21
12,2021,E01014576,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,34
13,2021,E01014487,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1913
14,2021,E01014487,2021 super output areas - lower layer,151,Provides no unpaid care,1808
15,2021,E01014487,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,77
16,2021,E01014487,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,60
17,2021,E01014487,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,17
18,2021,E01014487,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,8
19,2021,E01014487,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,7
20,2021,E01014487,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,1
21,2021,E01014487,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,20
22,2021,E01014491,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1970
23,2021,E01014491,2021 super output areas - lower layer,151,Provides no unpaid care,1847
24,2021,E01014491,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,85
25,2021,E01014491,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,64
26,2021,E01014491,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,21
27,2021,E01014491,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,25
28,2021,E01014491,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,14
29,2021,E01014491,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,11
30,2021,E01014491,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,13
31,2021,E01014668,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1541
32,2021,E01014668,2021 super output areas - lower layer,151,Provides no unpaid care,1429
33,2021,E01014668,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,84
34,2021,E01014668,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,73
35,2021,E01014668,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,11
36,2021,E01014668,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,17
37,2021,E01014668,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,8
38,2021,E01014668,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,9
39,2021,E01014668,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,11
40,2021,E01014669,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1530
41,2021,E01014669,2021 super output areas - lower layer,151,Provides no unpaid care,1439
42,2021,E01014669,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,69
43,2021,E01014669,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,56
44,2021,E01014669,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,13
45,2021,E01014669,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,14
46,2021,E01014669,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,8
47,2021,E01014669,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,6
48,2021,E01014669,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,8
49,2021,E01014670,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1476
50,2021,E01014670,2021 super output areas - lower layer,151,Provides no unpaid care,1375
51,2021,E01014670,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,81
52,2021,E01014670,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,68
53,2021,E01014670,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,13
54,2021,E01014670,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,14
55,2021,E01014670,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,9
56,2021,E01014670,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,5
57,2021,E01014670,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,6
58,2021,E01014671,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1657
59,2021,E01014671,2021 super output areas - lower layer,151,Provides no unpaid care,1576
60,2021,E01014671,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,56
61,2021,E01014671,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,46
62,2021,E01014671,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,10
63,2021,E01014671,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,8
64,2021,E01014671,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,3
65,2021,E01014671,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,5
66,2021,E01014671,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,17
67,2021,E01014622,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1636
68,2021,E01014622,2021 super output areas - lower layer,151,Provides no unpaid care,1499
69,2021,E01014622,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,65
70,2021,E01014622,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,46
71,2021,E01014622,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,19
72,2021,E01014622,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,38
73,2021,E01014622,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,19
74,2021,E01014622,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,19
75,2021,E01014622,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,34
76,2021,E01014623,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1668
77,2021,E01014623,2021 super output areas - lower layer,151,Provides no unpaid care,1527
78,2021,E01014623,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,80
79,2021,E01014623,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,63
80,2021,E01014623,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,17
81,2021,E01014623,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,26
82,2021,E01014623,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,11
83,2021,E01014623,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,15
84,2021,E01014623,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,35
85,2021,E01014626,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,2526
86,2021,E01014626,2021 super output areas - lower layer,151,Provides no unpaid care,2336
87,2021,E01014626,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,87
88,2021,E01014626,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,61
89,2021,E01014626,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,26
90,2021,E01014626,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,51
91,2021,E01014626,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,23
92,2021,E01014626,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,28
93,2021,E01014626,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,52
94,2021,E01014627,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,2054
95,2021,E01014627,2021 super output areas - lower layer,151,Provides no unpaid care,1910
96,2021,E01014627,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,64
97,2021,E01014627,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,44
98,2021,E01014627,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,20
99,2021,E01014627,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,33
100,2021,E01014627,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,12
101,2021,E01014627,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,21
102,2021,E01014627,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,47
103,2021,E01014557,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1644
104,2021,E01014557,2021 super output areas - lower layer,151,Provides no unpaid care,1574
105,2021,E01014557,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,54
106,2021,E01014557,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,44
107,2021,E01014557,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,10
108,2021,E01014557,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,10
109,2021,E01014557,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,3
110,2021,E01014557,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,7
111,2021,E01014557,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,6
112,2021,E01014558,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1789
113,2021,E01014558,2021 super output areas - lower layer,151,Provides no unpaid care,1725
114,2021,E01014558,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,44
115,2021,E01014558,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,33
116,2021,E01014558,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,11
117,2021,E01014558,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,11
118,2021,E01014558,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,4
119,2021,E01014558,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,7
120,2021,E01014558,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,9
121,2021,E01014559,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1872
122,2021,E01014559,2021 super output areas - lower layer,151,Provides no unpaid care,1772
123,2021,E01014559,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,73
124,2021,E01014559,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,63
125,2021,E01014559,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,10
126,2021,E01014559,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,10
127,2021,E01014559,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,7
128,2021,E01014559,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,3
129,2021,E01014559,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,17
130,2021,E01014560,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1615
131,2021,E01014560,2021 super output areas - lower layer,151,Provides no unpaid care,1535
132,2021,E01014560,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,64
133,2021,E01014560,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,56
134,2021,E01014560,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,8
135,2021,E01014560,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,8
136,2021,E01014560,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,1
137,2021,E01014560,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,7
138,2021,E01014560,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,8
139,2021,E01014562,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1662
140,2021,E01014562,2021 super output areas - lower layer,151,Provides no unpaid care,1608
141,2021,E01014562,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,37
142,2021,E01014562,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,31
143,2021,E01014562,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,6
