,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWMETH_12_NAME,OBS_VALUE
0,2021,E01022350,2021 super output areas - lower layer,151,"Bus, minibus or coach",9
1,2021,E01022350,2021 super output areas - lower layer,151,Taxi,0
2,2021,E01022350,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",2
3,2021,E01022350,2021 super output areas - lower layer,151,Driving a car or van,366
4,2021,E01022350,2021 super output areas - lower layer,151,Passenger in a car or van,23
5,2021,E01022350,2021 super output areas - lower layer,151,Bicycle,13
6,2021,E01022350,2021 super output areas - lower layer,151,On foot,34
7,2021,E01022350,2021 super output areas - lower layer,151,Other method of travel to work,8
8,2021,E01022382,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,639
9,2021,E01022382,2021 super output areas - lower layer,151,Work mainly at or from home,312
10,2021,E01022382,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",1
11,2021,E01022382,2021 super output areas - lower layer,151,Train,1
12,2021,E01022382,2021 super output areas - lower layer,151,"Bus, minibus or coach",4
13,2021,E01022382,2021 super output areas - lower layer,151,Taxi,0
14,2021,E01022382,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",3
15,2021,E01022382,2021 super output areas - lower layer,151,Driving a car or van,262
16,2021,E01022382,2021 super output areas - lower layer,151,Passenger in a car or van,20
17,2021,E01022382,2021 super output areas - lower layer,151,Bicycle,5
18,2021,E01022382,2021 super output areas - lower layer,151,On foot,27
19,2021,E01022382,2021 super output areas - lower layer,151,Other method of travel to work,4
20,2021,E01022383,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,609
21,2021,E01022383,2021 super output areas - lower layer,151,Work mainly at or from home,180
22,2021,E01022383,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",3
23,2021,E01022383,2021 super output areas - lower layer,151,Train,1
24,2021,E01022383,2021 super output areas - lower layer,151,"Bus, minibus or coach",4
25,2021,E01022383,2021 super output areas - lower layer,151,Taxi,0
26,2021,E01022383,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",4
27,2021,E01022383,2021 super output areas - lower layer,151,Driving a car or van,345
28,2021,E01022383,2021 super output areas - lower layer,151,Passenger in a car or van,18
29,2021,E01022383,2021 super output areas - lower layer,151,Bicycle,8
30,2021,E01022383,2021 super output areas - lower layer,151,On foot,40
31,2021,E01022383,2021 super output areas - lower layer,151,Other method of travel to work,6
32,2021,E01022384,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,612
33,2021,E01022384,2021 super output areas - lower layer,151,Work mainly at or from home,301
34,2021,E01022384,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",1
35,2021,E01022384,2021 super output areas - lower layer,151,Train,4
36,2021,E01022384,2021 super output areas - lower layer,151,"Bus, minibus or coach",2
37,2021,E01022384,2021 super output areas - lower layer,151,Taxi,1
38,2021,E01022384,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",4
39,2021,E01022384,2021 super output areas - lower layer,151,Driving a car or van,240
