,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_DISABILITY_5_NAME,OBS_VALUE
0,2021,E01011954,2021 super output areas - lower layer,151,Total: All usual residents,2283
1,2021,E01011954,2021 super output areas - lower layer,151,Disabled under the Equality Act,511
2,2021,E01011954,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,258
3,2021,E01011954,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,253
4,2021,E01011954,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1772
5,2021,E01011954,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,121
6,2021,E01011954,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1651
7,2021,E01011969,2021 super output areas - lower layer,151,Total: All usual residents,1343
8,2021,E01011969,2021 super output areas - lower layer,151,Disabled under the Equality Act,259
9,2021,E01011969,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,126
10,2021,E01011969,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,133
11,2021,E01011969,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1084
12,2021,E01011969,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,93
13,2021,E01011969,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,991
14,2021,E01011970,2021 super output areas - lower layer,151,Total: All usual residents,1068
15,2021,E01011970,2021 super output areas - lower layer,151,Disabled under the Equality Act,203
16,2021,E01011970,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,82
17,2021,E01011970,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,121
18,2021,E01011970,2021 super output areas - lower layer,151,Not disabled under the Equality Act,865
19,2021,E01011970,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,85
20,2021,E01011970,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,780
21,2021,E01011971,2021 super output areas - lower layer,151,Total: All usual residents,1323
22,2021,E01011971,2021 super output areas - lower layer,151,Disabled under the Equality Act,180
23,2021,E01011971,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,64
24,2021,E01011971,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,116
25,2021,E01011971,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1143
26,2021,E01011971,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,77
27,2021,E01011971,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1066
28,2021,E01033465,2021 super output areas - lower layer,151,Total: All usual residents,1955
29,2021,E01033465,2021 super output areas - lower layer,151,Disabled under the Equality Act,257
30,2021,E01033465,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,110
31,2021,E01033465,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,147
32,2021,E01033465,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1698
33,2021,E01033465,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,132
34,2021,E01033465,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1566
35,2021,E01033467,2021 super output areas - lower layer,151,Total: All usual residents,2264
36,2021,E01033467,2021 super output areas - lower layer,151,Disabled under the Equality Act,426
37,2021,E01033467,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,204
38,2021,E01033467,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,222
39,2021,E01033467,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1838
40,2021,E01033467,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,147
41,2021,E01033467,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1691
42,2021,E01011952,2021 super output areas - lower layer,151,Total: All usual residents,1604
43,2021,E01011952,2021 super output areas - lower layer,151,Disabled under the Equality Act,502
44,2021,E01011952,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,260
45,2021,E01011952,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,242
46,2021,E01011952,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1102
47,2021,E01011952,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,82
48,2021,E01011952,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1020
49,2021,E01011953,2021 super output areas - lower layer,151,Total: All usual residents,1966
50,2021,E01011953,2021 super output areas - lower layer,151,Disabled under the Equality Act,557
51,2021,E01011953,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,312
52,2021,E01011953,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,245
53,2021,E01011953,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1409
54,2021,E01011953,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,91
55,2021,E01011953,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1318
56,2021,E01011991,2021 super output areas - lower layer,151,Total: All usual residents,1620
57,2021,E01011991,2021 super output areas - lower layer,151,Disabled under the Equality Act,399
58,2021,E01011991,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,206
59,2021,E01011991,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,193
60,2021,E01011991,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1221
61,2021,E01011991,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,104
62,2021,E01011991,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1117
63,2021,E01011992,2021 super output areas - lower layer,151,Total: All usual residents,1895
64,2021,E01011992,2021 super output areas - lower layer,151,Disabled under the Equality Act,425
65,2021,E01011992,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,219
66,2021,E01011992,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,206
67,2021,E01011992,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1470
68,2021,E01011992,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,101
69,2021,E01011992,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1369
70,2021,E01011993,2021 super output areas - lower layer,151,Total: All usual residents,1736
71,2021,E01011993,2021 super output areas - lower layer,151,Disabled under the Equality Act,458
72,2021,E01011993,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,256
73,2021,E01011993,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,202
74,2021,E01011993,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1278
75,2021,E01011993,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,115
76,2021,E01011993,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1163
77,2021,E01011994,2021 super output areas - lower layer,151,Total: All usual residents,1457
78,2021,E01011994,2021 super output areas - lower layer,151,Disabled under the Equality Act,479
79,2021,E01011994,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,299
80,2021,E01011994,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,180
81,2021,E01011994,2021 super output areas - lower layer,151,Not disabled under the Equality Act,978
82,2021,E01011994,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,73
83,2021,E01011994,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,905
84,2021,E01011955,2021 super output areas - lower layer,151,Total: All usual residents,1298
85,2021,E01011955,2021 super output areas - lower layer,151,Disabled under the Equality Act,352
86,2021,E01011955,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,198
87,2021,E01011955,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,154
88,2021,E01011955,2021 super output areas - lower layer,151,Not disabled under the Equality Act,946
89,2021,E01011955,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,56
90,2021,E01011955,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,890
91,2021,E01011957,2021 super output areas - lower layer,151,Total: All usual residents,1247
92,2021,E01011957,2021 super output areas - lower layer,151,Disabled under the Equality Act,292
93,2021,E01011957,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,141
94,2021,E01011957,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,151
95,2021,E01011957,2021 super output areas - lower layer,151,Not disabled under the Equality Act,955
96,2021,E01011957,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,57
97,2021,E01011957,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,898
98,2021,E01032540,2021 super output areas - lower layer,151,Total: All usual residents,999
99,2021,E01032540,2021 super output areas - lower layer,151,Disabled under the Equality Act,223
100,2021,E01032540,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,112
101,2021,E01032540,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,111
102,2021,E01032540,2021 super output areas - lower layer,151,Not disabled under the Equality Act,776
103,2021,E01032540,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,62
104,2021,E01032540,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,714
105,2021,E01032541,2021 super output areas - lower layer,151,Total: All usual residents,2161
106,2021,E01032541,2021 super output areas - lower layer,151,Disabled under the Equality Act,636
107,2021,E01032541,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,341
108,2021,E01032541,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,295
109,2021,E01032541,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1525
110,2021,E01032541,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,111
111,2021,E01032541,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1414
112,2021,E01033466,2021 super output areas - lower layer,151,Total: All usual residents,2297
113,2021,E01033466,2021 super output areas - lower layer,151,Disabled under the Equality Act,562
114,2021,E01033466,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,303
115,2021,E01033466,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,259
116,2021,E01033466,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1735
117,2021,E01033466,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,115
118,2021,E01033466,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1620
119,2021,E01011951,2021 super output areas - lower layer,151,Total: All usual residents,1202
120,2021,E01011951,2021 super output areas - lower layer,151,Disabled under the Equality Act,316
121,2021,E01011951,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,158
122,2021,E01011951,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,158
