,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_NSSEC_10_NAME,OBS_VALUE
0,2021,E01034036,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1371
1,2021,E01034036,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",138
2,2021,E01034036,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",218
3,2021,E01034036,2021 super output areas - lower layer,151,L7 Intermediate occupations,114
4,2021,E01034036,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,113
5,2021,E01034036,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,89
6,2021,E01034036,2021 super output areas - lower layer,151,L12 Semi-routine occupations,180
7,2021,E01034036,2021 super output areas - lower layer,151,L13 Routine occupations,189
8,2021,E01034036,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,222
9,2021,E01034036,2021 super output areas - lower layer,151,L15 Full-time students,108
10,2021,E01034037,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1436
11,2021,E01034037,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",186
12,2021,E01034037,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",250
13,2021,E01034037,2021 super output areas - lower layer,151,L7 Intermediate occupations,149
14,2021,E01034037,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,143
15,2021,E01034037,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,89
16,2021,E01034037,2021 super output areas - lower layer,151,L12 Semi-routine occupations,154
17,2021,E01034037,2021 super output areas - lower layer,151,L13 Routine occupations,169
18,2021,E01034037,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,162
19,2021,E01034037,2021 super output areas - lower layer,151,L15 Full-time students,134
20,2021,E01002587,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1931
21,2021,E01002587,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",132
22,2021,E01002587,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",271
23,2021,E01002587,2021 super output areas - lower layer,151,L7 Intermediate occupations,185
24,2021,E01002587,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,233
25,2021,E01002587,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,102
26,2021,E01002587,2021 super output areas - lower layer,151,L12 Semi-routine occupations,200
27,2021,E01002587,2021 super output areas - lower layer,151,L13 Routine occupations,372
28,2021,E01002587,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,286
29,2021,E01002587,2021 super output areas - lower layer,151,L15 Full-time students,150
30,2021,E01002588,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1506
31,2021,E01002588,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",88
32,2021,E01002588,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",195
33,2021,E01002588,2021 super output areas - lower layer,151,L7 Intermediate occupations,158
34,2021,E01002588,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,150
35,2021,E01002588,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,78
36,2021,E01002588,2021 super output areas - lower layer,151,L12 Semi-routine occupations,196
37,2021,E01002588,2021 super output areas - lower layer,151,L13 Routine occupations,245
38,2021,E01002588,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,246
39,2021,E01002588,2021 super output areas - lower layer,151,L15 Full-time students,150
40,2021,E01002660,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1709
41,2021,E01002660,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",130
42,2021,E01002660,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",221
43,2021,E01002660,2021 super output areas - lower layer,151,L7 Intermediate occupations,170
44,2021,E01002660,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,176
45,2021,E01002660,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,121
46,2021,E01002660,2021 super output areas - lower layer,151,L12 Semi-routine occupations,176
47,2021,E01002660,2021 super output areas - lower layer,151,L13 Routine occupations,313
48,2021,E01002660,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,256
49,2021,E01002660,2021 super output areas - lower layer,151,L15 Full-time students,146
50,2021,E01002661,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1918
51,2021,E01002661,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",131
52,2021,E01002661,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",194
53,2021,E01002661,2021 super output areas - lower layer,151,L7 Intermediate occupations,193
54,2021,E01002661,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,171
55,2021,E01002661,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,117
56,2021,E01002661,2021 super output areas - lower layer,151,L12 Semi-routine occupations,233
57,2021,E01002661,2021 super output areas - lower layer,151,L13 Routine occupations,449
58,2021,E01002661,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,267
59,2021,E01002661,2021 super output areas - lower layer,151,L15 Full-time students,163
60,2021,E01002665,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1391
61,2021,E01002665,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",80
62,2021,E01002665,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",188
63,2021,E01002665,2021 super output areas - lower layer,151,L7 Intermediate occupations,148
64,2021,E01002665,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,130
65,2021,E01002665,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,86
66,2021,E01002665,2021 super output areas - lower layer,151,L12 Semi-routine occupations,166
67,2021,E01002665,2021 super output areas - lower layer,151,L13 Routine occupations,232
