,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_METH_6_NAME,OBS_VALUE
0,2021,E01005314,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,29
1,2021,E01005314,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,27
2,2021,E01005315,2021 super output areas - lower layer,151,Total: All households,814
3,2021,E01005315,2021 super output areas - lower layer,151,One-person household,320
4,2021,E01005315,2021 super output areas - lower layer,151,All household members have the same ethnic group,416
5,2021,E01005315,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,25
6,2021,E01005315,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,33
7,2021,E01005315,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,20
8,2021,E01005316,2021 super output areas - lower layer,151,Total: All households,691
9,2021,E01005316,2021 super output areas - lower layer,151,One-person household,220
10,2021,E01005316,2021 super output areas - lower layer,151,All household members have the same ethnic group,375
11,2021,E01005316,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,37
12,2021,E01005316,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,37
13,2021,E01005316,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,22
14,2021,E01005318,2021 super output areas - lower layer,151,Total: All households,786
15,2021,E01005318,2021 super output areas - lower layer,151,One-person household,214
16,2021,E01005318,2021 super output areas - lower layer,151,All household members have the same ethnic group,462
17,2021,E01005318,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,34
18,2021,E01005318,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,49
19,2021,E01005318,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,27
20,2021,E01005130,2021 super output areas - lower layer,151,Total: All households,732
21,2021,E01005130,2021 super output areas - lower layer,151,One-person household,342
22,2021,E01005130,2021 super output areas - lower layer,151,All household members have the same ethnic group,288
23,2021,E01005130,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,32
24,2021,E01005130,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,41
25,2021,E01005130,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,29
26,2021,E01033651,2021 super output areas - lower layer,151,Total: All households,957
27,2021,E01033651,2021 super output areas - lower layer,151,One-person household,362
28,2021,E01033651,2021 super output areas - lower layer,151,All household members have the same ethnic group,392
29,2021,E01033651,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,11
30,2021,E01033651,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,99
31,2021,E01033651,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,93
32,2021,E01033658,2021 super output areas - lower layer,151,Total: All households,711
33,2021,E01033658,2021 super output areas - lower layer,151,One-person household,363
34,2021,E01033658,2021 super output areas - lower layer,151,All household members have the same ethnic group,228
