,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHCOMP_15_NAME,OBS_VALUE
0,2021,E01008548,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: Dependent children,176
1,2021,E01008548,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: All children non-dependent,52
2,2021,E01008548,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family,40
3,2021,E01008548,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: No children,13
4,2021,E01008548,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: With dependent children,23
5,2021,E01008548,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: All children non-dependent,4
6,2021,E01008548,2021 super output areas - lower layer,151,Single family household: Lone parent family,28
7,2021,E01008548,2021 super output areas - lower layer,151,Single family household: Lone parent family: With dependent children,12
8,2021,E01008548,2021 super output areas - lower layer,151,Single family household: Lone parent family: All children non-dependent,16
9,2021,E01008548,2021 super output areas - lower layer,151,Single family household: Other single family household,0
10,2021,E01008548,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,0
11,2021,E01008548,2021 super output areas - lower layer,151,Other household types,20
12,2021,E01008548,2021 super output areas - lower layer,151,Other household types: With dependent children,6
13,2021,E01008548,2021 super output areas - lower layer,151,"Other household types: Other, including all full-time students and all aged 66 years and over",14
14,2021,E01008549,2021 super output areas - lower layer,151,Total: All households,679
15,2021,E01008549,2021 super output areas - lower layer,151,One-person household,214
16,2021,E01008549,2021 super output areas - lower layer,151,One-person household: Aged 66 years and over,155
17,2021,E01008549,2021 super output areas - lower layer,151,One-person household: Other,59
18,2021,E01008549,2021 super output areas - lower layer,151,Single family household,453
19,2021,E01008549,2021 super output areas - lower layer,151,Single family household: All aged 66 years and over,121
20,2021,E01008549,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple,238
21,2021,E01008549,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: No children,68
22,2021,E01008549,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: Dependent children,136
23,2021,E01008549,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: All children non-dependent,34
24,2021,E01008549,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family,45
25,2021,E01008549,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: No children,20
26,2021,E01008549,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: With dependent children,22
27,2021,E01008549,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: All children non-dependent,3
28,2021,E01008549,2021 super output areas - lower layer,151,Single family household: Lone parent family,48
29,2021,E01008549,2021 super output areas - lower layer,151,Single family household: Lone parent family: With dependent children,30
