,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHSIZE_10_NAME,OBS_VALUE
0,2021,E01007637,2021 super output areas - lower layer,151,Total: All households,662
1,2021,E01007637,2021 super output areas - lower layer,151,0 people in household,0
2,2021,E01007637,2021 super output areas - lower layer,151,1 person in household,181
3,2021,E01007637,2021 super output areas - lower layer,151,2 people in household,263
4,2021,E01007637,2021 super output areas - lower layer,151,3 people in household,127
5,2021,E01007637,2021 super output areas - lower layer,151,4 people in household,63
6,2021,E01007637,2021 super output areas - lower layer,151,5 people in household,23
7,2021,E01007637,2021 super output areas - lower layer,151,6 people in household,3
8,2021,E01007637,2021 super output areas - lower layer,151,7 people in household,2
9,2021,E01007637,2021 super output areas - lower layer,151,8 or more people in household,0
10,2021,E01007638,2021 super output areas - lower layer,151,Total: All households,719
11,2021,E01007638,2021 super output areas - lower layer,151,0 people in household,0
12,2021,E01007638,2021 super output areas - lower layer,151,1 person in household,259
13,2021,E01007638,2021 super output areas - lower layer,151,2 people in household,242
14,2021,E01007638,2021 super output areas - lower layer,151,3 people in household,126
15,2021,E01007638,2021 super output areas - lower layer,151,4 people in household,61
16,2021,E01007638,2021 super output areas - lower layer,151,5 people in household,22
17,2021,E01007638,2021 super output areas - lower layer,151,6 people in household,8
18,2021,E01007638,2021 super output areas - lower layer,151,7 people in household,1
19,2021,E01007638,2021 super output areas - lower layer,151,8 or more people in household,0
20,2021,E01007639,2021 super output areas - lower layer,151,Total: All households,1050
21,2021,E01007639,2021 super output areas - lower layer,151,0 people in household,0
22,2021,E01007639,2021 super output areas - lower layer,151,1 person in household,448
23,2021,E01007639,2021 super output areas - lower layer,151,2 people in household,334
24,2021,E01007639,2021 super output areas - lower layer,151,3 people in household,129
25,2021,E01007639,2021 super output areas - lower layer,151,4 people in household,101
26,2021,E01007639,2021 super output areas - lower layer,151,5 people in household,25
27,2021,E01007639,2021 super output areas - lower layer,151,6 people in household,10
28,2021,E01007639,2021 super output areas - lower layer,151,7 people in household,0
29,2021,E01007639,2021 super output areas - lower layer,151,8 or more people in household,3
30,2021,E01007640,2021 super output areas - lower layer,151,Total: All households,747
31,2021,E01007640,2021 super output areas - lower layer,151,0 people in household,0
32,2021,E01007640,2021 super output areas - lower layer,151,1 person in household,246
33,2021,E01007640,2021 super output areas - lower layer,151,2 people in household,305
34,2021,E01007640,2021 super output areas - lower layer,151,3 people in household,98
35,2021,E01007640,2021 super output areas - lower layer,151,4 people in household,79
36,2021,E01007640,2021 super output areas - lower layer,151,5 people in household,12
37,2021,E01007640,2021 super output areas - lower layer,151,6 people in household,5
38,2021,E01007640,2021 super output areas - lower layer,151,7 people in household,2
39,2021,E01007640,2021 super output areas - lower layer,151,8 or more people in household,0
40,2021,E01007641,2021 super output areas - lower layer,151,Total: All households,595
41,2021,E01007641,2021 super output areas - lower layer,151,0 people in household,0
42,2021,E01007641,2021 super output areas - lower layer,151,1 person in household,141
43,2021,E01007641,2021 super output areas - lower layer,151,2 people in household,236
44,2021,E01007641,2021 super output areas - lower layer,151,3 people in household,116
45,2021,E01007641,2021 super output areas - lower layer,151,4 people in household,84
46,2021,E01007641,2021 super output areas - lower layer,151,5 people in household,13
47,2021,E01007641,2021 super output areas - lower layer,151,6 people in household,3
48,2021,E01007641,2021 super output areas - lower layer,151,7 people in household,2
49,2021,E01007641,2021 super output areas - lower layer,151,8 or more people in household,0
50,2021,E01007642,2021 super output areas - lower layer,151,Total: All households,640
51,2021,E01007642,2021 super output areas - lower layer,151,0 people in household,0
52,2021,E01007642,2021 super output areas - lower layer,151,1 person in household,170
53,2021,E01007642,2021 super output areas - lower layer,151,2 people in household,195
54,2021,E01007642,2021 super output areas - lower layer,151,3 people in household,133
55,2021,E01007642,2021 super output areas - lower layer,151,4 people in household,99
56,2021,E01007642,2021 super output areas - lower layer,151,5 people in household,35
57,2021,E01007642,2021 super output areas - lower layer,151,6 people in household,4
58,2021,E01007642,2021 super output areas - lower layer,151,7 people in household,2
59,2021,E01007642,2021 super output areas - lower layer,151,8 or more people in household,2
60,2021,E01007625,2021 super output areas - lower layer,151,Total: All households,603
61,2021,E01007625,2021 super output areas - lower layer,151,0 people in household,0
62,2021,E01007625,2021 super output areas - lower layer,151,1 person in household,132
63,2021,E01007625,2021 super output areas - lower layer,151,2 people in household,272
64,2021,E01007625,2021 super output areas - lower layer,151,3 people in household,100
65,2021,E01007625,2021 super output areas - lower layer,151,4 people in household,72
66,2021,E01007625,2021 super output areas - lower layer,151,5 people in household,21
67,2021,E01007625,2021 super output areas - lower layer,151,6 people in household,5
68,2021,E01007625,2021 super output areas - lower layer,151,7 people in household,0
69,2021,E01007625,2021 super output areas - lower layer,151,8 or more people in household,1
70,2021,E01007626,2021 super output areas - lower layer,151,Total: All households,681
71,2021,E01007626,2021 super output areas - lower layer,151,0 people in household,0
72,2021,E01007626,2021 super output areas - lower layer,151,1 person in household,228
73,2021,E01007626,2021 super output areas - lower layer,151,2 people in household,226
74,2021,E01007626,2021 super output areas - lower layer,151,3 people in household,103
75,2021,E01007626,2021 super output areas - lower layer,151,4 people in household,76
76,2021,E01007626,2021 super output areas - lower layer,151,5 people in household,31
77,2021,E01007626,2021 super output areas - lower layer,151,6 people in household,12
78,2021,E01007626,2021 super output areas - lower layer,151,7 people in household,5
79,2021,E01007626,2021 super output areas - lower layer,151,8 or more people in household,0
80,2021,E01007627,2021 super output areas - lower layer,151,Total: All households,685
81,2021,E01007627,2021 super output areas - lower layer,151,0 people in household,0
82,2021,E01007627,2021 super output areas - lower layer,151,1 person in household,216
83,2021,E01007627,2021 super output areas - lower layer,151,2 people in household,212
84,2021,E01007627,2021 super output areas - lower layer,151,3 people in household,121
85,2021,E01007627,2021 super output areas - lower layer,151,4 people in household,96
86,2021,E01007627,2021 super output areas - lower layer,151,5 people in household,31
87,2021,E01007627,2021 super output areas - lower layer,151,6 people in household,6
88,2021,E01007627,2021 super output areas - lower layer,151,7 people in household,2
89,2021,E01007627,2021 super output areas - lower layer,151,8 or more people in household,1
90,2021,E01007628,2021 super output areas - lower layer,151,Total: All households,532
91,2021,E01007628,2021 super output areas - lower layer,151,0 people in household,0
92,2021,E01007628,2021 super output areas - lower layer,151,1 person in household,149
93,2021,E01007628,2021 super output areas - lower layer,151,2 people in household,150
94,2021,E01007628,2021 super output areas - lower layer,151,3 people in household,112
95,2021,E01007628,2021 super output areas - lower layer,151,4 people in household,67
96,2021,E01007628,2021 super output areas - lower layer,151,5 people in household,34
97,2021,E01007628,2021 super output areas - lower layer,151,6 people in household,15
98,2021,E01007628,2021 super output areas - lower layer,151,7 people in household,3
99,2021,E01007628,2021 super output areas - lower layer,151,8 or more people in household,2
100,2021,E01007629,2021 super output areas - lower layer,151,Total: All households,643
101,2021,E01007629,2021 super output areas - lower layer,151,0 people in household,0
102,2021,E01007629,2021 super output areas - lower layer,151,1 person in household,197
103,2021,E01007629,2021 super output areas - lower layer,151,2 people in household,194
104,2021,E01007629,2021 super output areas - lower layer,151,3 people in household,118
