,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHDISABLED_4_NAME,OBS_VALUE
0,2021,E01011954,2021 super output areas - lower layer,151,Total: All households,963
1,2021,E01011954,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,556
2,2021,E01011954,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,318
3,2021,E01011954,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,89
4,2021,E01011969,2021 super output areas - lower layer,151,Total: All households,601
5,2021,E01011969,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,401
6,2021,E01011969,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,141
7,2021,E01011969,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,59
8,2021,E01011970,2021 super output areas - lower layer,151,Total: All households,484
9,2021,E01011970,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,316
10,2021,E01011970,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,136
11,2021,E01011970,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,32
12,2021,E01011971,2021 super output areas - lower layer,151,Total: All households,520
13,2021,E01011971,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,372
14,2021,E01011971,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,117
15,2021,E01011971,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,31
16,2021,E01033465,2021 super output areas - lower layer,151,Total: All households,741
17,2021,E01033465,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,532
18,2021,E01033465,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,169
19,2021,E01033465,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,40
20,2021,E01033467,2021 super output areas - lower layer,151,Total: All households,1021
21,2021,E01033467,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,658
22,2021,E01033467,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,303
23,2021,E01033467,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,60
24,2021,E01011952,2021 super output areas - lower layer,151,Total: All households,668
25,2021,E01011952,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,337
26,2021,E01011952,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,253
