,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_RESTYPE_3_NAME,OBS_VALUE
0,2021,E01011954,2021 super output areas - lower layer,151,Total: All usual residents,2284
1,2021,E01011954,2021 super output areas - lower layer,151,Lives in a household,2284
2,2021,E01011954,2021 super output areas - lower layer,151,Lives in a communal establishment,0
3,2021,E01011969,2021 super output areas - lower layer,151,Total: All usual residents,1344
4,2021,E01011969,2021 super output areas - lower layer,151,Lives in a household,1344
5,2021,E01011969,2021 super output areas - lower layer,151,Lives in a communal establishment,0
6,2021,E01011970,2021 super output areas - lower layer,151,Total: All usual residents,1070
7,2021,E01011970,2021 super output areas - lower layer,151,Lives in a household,1070
8,2021,E01011970,2021 super output areas - lower layer,151,Lives in a communal establishment,0
9,2021,E01011971,2021 super output areas - lower layer,151,Total: All usual residents,1323
10,2021,E01011971,2021 super output areas - lower layer,151,Lives in a household,1323
11,2021,E01011971,2021 super output areas - lower layer,151,Lives in a communal establishment,0
12,2021,E01033465,2021 super output areas - lower layer,151,Total: All usual residents,1955
13,2021,E01033465,2021 super output areas - lower layer,151,Lives in a household,1955
14,2021,E01033465,2021 super output areas - lower layer,151,Lives in a communal establishment,0
15,2021,E01033467,2021 super output areas - lower layer,151,Total: All usual residents,2264
16,2021,E01033467,2021 super output areas - lower layer,151,Lives in a household,2264
17,2021,E01033467,2021 super output areas - lower layer,151,Lives in a communal establishment,0
18,2021,E01011952,2021 super output areas - lower layer,151,Total: All usual residents,1604
19,2021,E01011952,2021 super output areas - lower layer,151,Lives in a household,1524
20,2021,E01011952,2021 super output areas - lower layer,151,Lives in a communal establishment,80
21,2021,E01011953,2021 super output areas - lower layer,151,Total: All usual residents,1966
22,2021,E01011953,2021 super output areas - lower layer,151,Lives in a household,1926
23,2021,E01011953,2021 super output areas - lower layer,151,Lives in a communal establishment,40
24,2021,E01011991,2021 super output areas - lower layer,151,Total: All usual residents,1621
25,2021,E01011991,2021 super output areas - lower layer,151,Lives in a household,1611
26,2021,E01011991,2021 super output areas - lower layer,151,Lives in a communal establishment,10
27,2021,E01011992,2021 super output areas - lower layer,151,Total: All usual residents,1895
28,2021,E01011992,2021 super output areas - lower layer,151,Lives in a household,1895
29,2021,E01011992,2021 super output areas - lower layer,151,Lives in a communal establishment,0
30,2021,E01011993,2021 super output areas - lower layer,151,Total: All usual residents,1736
31,2021,E01011993,2021 super output areas - lower layer,151,Lives in a household,1734
32,2021,E01011993,2021 super output areas - lower layer,151,Lives in a communal establishment,2
33,2021,E01011994,2021 super output areas - lower layer,151,Total: All usual residents,1457
34,2021,E01011994,2021 super output areas - lower layer,151,Lives in a household,1410
35,2021,E01011994,2021 super output areas - lower layer,151,Lives in a communal establishment,47
36,2021,E01011955,2021 super output areas - lower layer,151,Total: All usual residents,1299
37,2021,E01011955,2021 super output areas - lower layer,151,Lives in a household,1299
38,2021,E01011955,2021 super output areas - lower layer,151,Lives in a communal establishment,0
39,2021,E01011957,2021 super output areas - lower layer,151,Total: All usual residents,1245
40,2021,E01011957,2021 super output areas - lower layer,151,Lives in a household,1245
41,2021,E01011957,2021 super output areas - lower layer,151,Lives in a communal establishment,0
42,2021,E01032540,2021 super output areas - lower layer,151,Total: All usual residents,999
43,2021,E01032540,2021 super output areas - lower layer,151,Lives in a household,999
44,2021,E01032540,2021 super output areas - lower layer,151,Lives in a communal establishment,0
45,2021,E01032541,2021 super output areas - lower layer,151,Total: All usual residents,2161
46,2021,E01032541,2021 super output areas - lower layer,151,Lives in a household,2114
47,2021,E01032541,2021 super output areas - lower layer,151,Lives in a communal establishment,47
48,2021,E01033466,2021 super output areas - lower layer,151,Total: All usual residents,2297
49,2021,E01033466,2021 super output areas - lower layer,151,Lives in a household,2297
50,2021,E01033466,2021 super output areas - lower layer,151,Lives in a communal establishment,0
51,2021,E01011951,2021 super output areas - lower layer,151,Total: All usual residents,1201
52,2021,E01011951,2021 super output areas - lower layer,151,Lives in a household,1200
53,2021,E01011951,2021 super output areas - lower layer,151,Lives in a communal establishment,1
54,2021,E01011964,2021 super output areas - lower layer,151,Total: All usual residents,1330
55,2021,E01011964,2021 super output areas - lower layer,151,Lives in a household,1271
56,2021,E01011964,2021 super output areas - lower layer,151,Lives in a communal establishment,59
57,2021,E01011967,2021 super output areas - lower layer,151,Total: All usual residents,1487
58,2021,E01011967,2021 super output areas - lower layer,151,Lives in a household,1432
59,2021,E01011967,2021 super output areas - lower layer,151,Lives in a communal establishment,55
60,2021,E01011999,2021 super output areas - lower layer,151,Total: All usual residents,1843
61,2021,E01011999,2021 super output areas - lower layer,151,Lives in a household,1775
62,2021,E01011999,2021 super output areas - lower layer,151,Lives in a communal establishment,68
63,2021,E01012000,2021 super output areas - lower layer,151,Total: All usual residents,1265
64,2021,E01012000,2021 super output areas - lower layer,151,Lives in a household,1257
65,2021,E01012000,2021 super output areas - lower layer,151,Lives in a communal establishment,8
66,2021,E01011950,2021 super output areas - lower layer,151,Total: All usual residents,1033
67,2021,E01011950,2021 super output areas - lower layer,151,Lives in a household,1008
68,2021,E01011950,2021 super output areas - lower layer,151,Lives in a communal establishment,25
69,2021,E01011986,2021 super output areas - lower layer,151,Total: All usual residents,1258
70,2021,E01011986,2021 super output areas - lower layer,151,Lives in a household,1258
71,2021,E01011986,2021 super output areas - lower layer,151,Lives in a communal establishment,0
