,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHLANG_5_NAME,OBS_VALUE
0,2021,E01006186,2021 super output areas - lower layer,151,Total: All households,944
1,2021,E01006186,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",795
2,2021,E01006186,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",49
3,2021,E01006186,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",14
4,2021,E01006186,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",86
5,2021,E01006187,2021 super output areas - lower layer,151,Total: All households,1139
6,2021,E01006187,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",1002
7,2021,E01006187,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",58
8,2021,E01006187,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",23
9,2021,E01006187,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",56
10,2021,E01006189,2021 super output areas - lower layer,151,Total: All households,930
11,2021,E01006189,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",839
12,2021,E01006189,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",46
13,2021,E01006189,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",16
14,2021,E01006189,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",29
15,2021,E01006113,2021 super output areas - lower layer,151,Total: All households,473
16,2021,E01006113,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",330
17,2021,E01006113,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",98
18,2021,E01006113,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",12
19,2021,E01006113,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",33
20,2021,E01006114,2021 super output areas - lower layer,151,Total: All households,568
21,2021,E01006114,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",424
22,2021,E01006114,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",97
23,2021,E01006114,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",8
24,2021,E01006114,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",39
25,2021,E01006115,2021 super output areas - lower layer,151,Total: All households,590
26,2021,E01006115,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",470
27,2021,E01006115,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",65
28,2021,E01006115,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",9
29,2021,E01006115,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",46
30,2021,E01006145,2021 super output areas - lower layer,151,Total: All households,806
