,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_DISABILITY_5_NAME,OBS_VALUE
0,2021,E01025565,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,205
1,2021,E01025565,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1341
2,2021,E01025565,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,126
3,2021,E01025565,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1215
4,2021,E01025586,2021 super output areas - lower layer,151,Total: All usual residents,1485
5,2021,E01025586,2021 super output areas - lower layer,151,Disabled under the Equality Act,350
6,2021,E01025586,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,162
7,2021,E01025586,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,188
8,2021,E01025586,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1135
9,2021,E01025586,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,120
10,2021,E01025586,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1015
11,2021,E01025587,2021 super output areas - lower layer,151,Total: All usual residents,1642
12,2021,E01025587,2021 super output areas - lower layer,151,Disabled under the Equality Act,434
13,2021,E01025587,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,209
14,2021,E01025587,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,225
15,2021,E01025587,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1208
16,2021,E01025587,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,143
17,2021,E01025587,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1065
18,2021,E01025588,2021 super output areas - lower layer,151,Total: All usual residents,1339
19,2021,E01025588,2021 super output areas - lower layer,151,Disabled under the Equality Act,457
20,2021,E01025588,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,227
21,2021,E01025588,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,230
22,2021,E01025588,2021 super output areas - lower layer,151,Not disabled under the Equality Act,882
23,2021,E01025588,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,103
24,2021,E01025588,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,779
25,2021,E01025589,2021 super output areas - lower layer,151,Total: All usual residents,1190
26,2021,E01025589,2021 super output areas - lower layer,151,Disabled under the Equality Act,259
27,2021,E01025589,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,102
28,2021,E01025589,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,157
29,2021,E01025589,2021 super output areas - lower layer,151,Not disabled under the Equality Act,931
30,2021,E01025589,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,96
31,2021,E01025589,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,835
32,2021,E01025557,2021 super output areas - lower layer,151,Total: All usual residents,1470
33,2021,E01025557,2021 super output areas - lower layer,151,Disabled under the Equality Act,305
34,2021,E01025557,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,127
35,2021,E01025557,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,178
36,2021,E01025557,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1165
37,2021,E01025557,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,124
38,2021,E01025557,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1041
39,2021,E01025575,2021 super output areas - lower layer,151,Total: All usual residents,1854
40,2021,E01025575,2021 super output areas - lower layer,151,Disabled under the Equality Act,483
41,2021,E01025575,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,234
