,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_DEP_6_NAME,OBS_VALUE
0,2021,E01010599,2021 super output areas - lower layer,151,Household is deprived in one dimension,170
1,2021,E01010599,2021 super output areas - lower layer,151,Household is deprived in two dimensions,84
2,2021,E01010599,2021 super output areas - lower layer,151,Household is deprived in three dimensions,19
3,2021,E01010599,2021 super output areas - lower layer,151,Household is deprived in four dimensions,1
4,2021,E01010600,2021 super output areas - lower layer,151,Total: All households,476
5,2021,E01010600,2021 super output areas - lower layer,151,Household is not deprived in any dimension,194
6,2021,E01010600,2021 super output areas - lower layer,151,Household is deprived in one dimension,158
7,2021,E01010600,2021 super output areas - lower layer,151,Household is deprived in two dimensions,91
8,2021,E01010600,2021 super output areas - lower layer,151,Household is deprived in three dimensions,33
9,2021,E01010600,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
10,2021,E01010602,2021 super output areas - lower layer,151,Total: All households,655
11,2021,E01010602,2021 super output areas - lower layer,151,Household is not deprived in any dimension,282
12,2021,E01010602,2021 super output areas - lower layer,151,Household is deprived in one dimension,255
13,2021,E01010602,2021 super output areas - lower layer,151,Household is deprived in two dimensions,99
14,2021,E01010602,2021 super output areas - lower layer,151,Household is deprived in three dimensions,19
15,2021,E01010602,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
16,2021,E01010670,2021 super output areas - lower layer,151,Total: All households,459
17,2021,E01010670,2021 super output areas - lower layer,151,Household is not deprived in any dimension,206
18,2021,E01010670,2021 super output areas - lower layer,151,Household is deprived in one dimension,162
19,2021,E01010670,2021 super output areas - lower layer,151,Household is deprived in two dimensions,75
20,2021,E01010670,2021 super output areas - lower layer,151,Household is deprived in three dimensions,16
21,2021,E01010670,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
22,2021,E01010671,2021 super output areas - lower layer,151,Total: All households,515
23,2021,E01010671,2021 super output areas - lower layer,151,Household is not deprived in any dimension,214
24,2021,E01010671,2021 super output areas - lower layer,151,Household is deprived in one dimension,176
25,2021,E01010671,2021 super output areas - lower layer,151,Household is deprived in two dimensions,94
26,2021,E01010671,2021 super output areas - lower layer,151,Household is deprived in three dimensions,31
