,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_MIGIND_4_NAME,OBS_VALUE
0,2021,E01013883,2021 super output areas - lower layer,151,Total: All usual residents,1431
1,2021,E01013883,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1358
2,2021,E01013883,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,5
3,2021,E01013883,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,60
4,2021,E01013883,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,8
5,2021,E01013884,2021 super output areas - lower layer,151,Total: All usual residents,1338
6,2021,E01013884,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1259
7,2021,E01013884,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,0
8,2021,E01013884,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,74
9,2021,E01013884,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,5
10,2021,E01013853,2021 super output areas - lower layer,151,Total: All usual residents,1518
11,2021,E01013853,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1383
12,2021,E01013853,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,5
13,2021,E01013853,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,104
14,2021,E01013853,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,26
15,2021,E01013854,2021 super output areas - lower layer,151,Total: All usual residents,1435
16,2021,E01013854,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1350
17,2021,E01013854,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,3
18,2021,E01013854,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,69
19,2021,E01013854,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,13
20,2021,E01013855,2021 super output areas - lower layer,151,Total: All usual residents,1638
21,2021,E01013855,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1525
22,2021,E01013855,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,1
23,2021,E01013855,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,95
24,2021,E01013855,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,17
25,2021,E01013856,2021 super output areas - lower layer,151,Total: All usual residents,1612
26,2021,E01013856,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1503
27,2021,E01013856,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,5
28,2021,E01013856,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,96
29,2021,E01013856,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,8
30,2021,E01033397,2021 super output areas - lower layer,151,Total: All usual residents,1939
31,2021,E01033397,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1709
32,2021,E01033397,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,9
33,2021,E01033397,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,191
34,2021,E01033397,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,30
35,2021,E01033398,2021 super output areas - lower layer,151,Total: All usual residents,1169
36,2021,E01033398,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,986
37,2021,E01033398,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,6
38,2021,E01033398,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,124
39,2021,E01033398,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,53
40,2021,E01013963,2021 super output areas - lower layer,151,Total: All usual residents,1509
