,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWMETH_12_NAME,OBS_VALUE
0,2021,E01001175,2021 super output areas - lower layer,151,"Bus, minibus or coach",116
1,2021,E01001175,2021 super output areas - lower layer,151,Taxi,4
2,2021,E01001175,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",7
3,2021,E01001175,2021 super output areas - lower layer,151,Driving a car or van,172
4,2021,E01001175,2021 super output areas - lower layer,151,Passenger in a car or van,17
5,2021,E01001175,2021 super output areas - lower layer,151,Bicycle,15
6,2021,E01001175,2021 super output areas - lower layer,151,On foot,91
7,2021,E01001175,2021 super output areas - lower layer,151,Other method of travel to work,7
8,2021,E01001176,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,801
9,2021,E01001176,2021 super output areas - lower layer,151,Work mainly at or from home,190
10,2021,E01001176,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",46
11,2021,E01001176,2021 super output areas - lower layer,151,Train,68
12,2021,E01001176,2021 super output areas - lower layer,151,"Bus, minibus or coach",122
13,2021,E01001176,2021 super output areas - lower layer,151,Taxi,4
14,2021,E01001176,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",9
15,2021,E01001176,2021 super output areas - lower layer,151,Driving a car or van,232
16,2021,E01001176,2021 super output areas - lower layer,151,Passenger in a car or van,22
17,2021,E01001176,2021 super output areas - lower layer,151,Bicycle,25
18,2021,E01001176,2021 super output areas - lower layer,151,On foot,67
19,2021,E01001176,2021 super output areas - lower layer,151,Other method of travel to work,16
20,2021,E01001182,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,652
21,2021,E01001182,2021 super output areas - lower layer,151,Work mainly at or from home,166
22,2021,E01001182,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",32
23,2021,E01001182,2021 super output areas - lower layer,151,Train,33
24,2021,E01001182,2021 super output areas - lower layer,151,"Bus, minibus or coach",120
25,2021,E01001182,2021 super output areas - lower layer,151,Taxi,3
26,2021,E01001182,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",5
27,2021,E01001182,2021 super output areas - lower layer,151,Driving a car or van,203
28,2021,E01001182,2021 super output areas - lower layer,151,Passenger in a car or van,13
29,2021,E01001182,2021 super output areas - lower layer,151,Bicycle,23
30,2021,E01001182,2021 super output areas - lower layer,151,On foot,38
31,2021,E01001182,2021 super output areas - lower layer,151,Other method of travel to work,16
32,2021,E01001183,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,787
33,2021,E01001183,2021 super output areas - lower layer,151,Work mainly at or from home,180
34,2021,E01001183,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",46
35,2021,E01001183,2021 super output areas - lower layer,151,Train,84
36,2021,E01001183,2021 super output areas - lower layer,151,"Bus, minibus or coach",178
37,2021,E01001183,2021 super output areas - lower layer,151,Taxi,3
38,2021,E01001183,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",3
39,2021,E01001183,2021 super output areas - lower layer,151,Driving a car or van,191
40,2021,E01001183,2021 super output areas - lower layer,151,Passenger in a car or van,16
41,2021,E01001183,2021 super output areas - lower layer,151,Bicycle,15
42,2021,E01001183,2021 super output areas - lower layer,151,On foot,56
43,2021,E01001183,2021 super output areas - lower layer,151,Other method of travel to work,15
44,2021,E01001184,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,655
45,2021,E01001184,2021 super output areas - lower layer,151,Work mainly at or from home,199
46,2021,E01001184,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",29
47,2021,E01001184,2021 super output areas - lower layer,151,Train,48
48,2021,E01001184,2021 super output areas - lower layer,151,"Bus, minibus or coach",90
49,2021,E01001184,2021 super output areas - lower layer,151,Taxi,4
50,2021,E01001184,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",5
51,2021,E01001184,2021 super output areas - lower layer,151,Driving a car or van,195
52,2021,E01001184,2021 super output areas - lower layer,151,Passenger in a car or van,15
53,2021,E01001184,2021 super output areas - lower layer,151,Bicycle,11
54,2021,E01001184,2021 super output areas - lower layer,151,On foot,44
55,2021,E01001184,2021 super output areas - lower layer,151,Other method of travel to work,15
56,2021,E01001001,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,655
