,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_NSSEC_10_NAME,OBS_VALUE
0,2021,E01014089,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1128
1,2021,E01014089,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",74
2,2021,E01014089,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",199
3,2021,E01014089,2021 super output areas - lower layer,151,L7 Intermediate occupations,112
4,2021,E01014089,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,104
5,2021,E01014089,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,83
6,2021,E01014089,2021 super output areas - lower layer,151,L12 Semi-routine occupations,205
7,2021,E01014089,2021 super output areas - lower layer,151,L13 Routine occupations,208
8,2021,E01014089,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,76
9,2021,E01014089,2021 super output areas - lower layer,151,L15 Full-time students,67
10,2021,E01013987,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1400
11,2021,E01013987,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",212
12,2021,E01013987,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",349
13,2021,E01013987,2021 super output areas - lower layer,151,L7 Intermediate occupations,176
14,2021,E01013987,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,147
15,2021,E01013987,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,68
16,2021,E01013987,2021 super output areas - lower layer,151,L12 Semi-routine occupations,160
17,2021,E01013987,2021 super output areas - lower layer,151,L13 Routine occupations,123
18,2021,E01013987,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,73
19,2021,E01013987,2021 super output areas - lower layer,151,L15 Full-time students,92
20,2021,E01013988,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1628
21,2021,E01013988,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",237
22,2021,E01013988,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",436
23,2021,E01013988,2021 super output areas - lower layer,151,L7 Intermediate occupations,185
24,2021,E01013988,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,222
25,2021,E01013988,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,76
26,2021,E01013988,2021 super output areas - lower layer,151,L12 Semi-routine occupations,172
27,2021,E01013988,2021 super output areas - lower layer,151,L13 Routine occupations,128
28,2021,E01013988,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,119
29,2021,E01013988,2021 super output areas - lower layer,151,L15 Full-time students,53
30,2021,E01014095,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1119
31,2021,E01014095,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",73
32,2021,E01014095,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",217
33,2021,E01014095,2021 super output areas - lower layer,151,L7 Intermediate occupations,137
34,2021,E01014095,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,94
35,2021,E01014095,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,92
36,2021,E01014095,2021 super output areas - lower layer,151,L12 Semi-routine occupations,185
37,2021,E01014095,2021 super output areas - lower layer,151,L13 Routine occupations,207
38,2021,E01014095,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,60
39,2021,E01014095,2021 super output areas - lower layer,151,L15 Full-time students,54
40,2021,E01035055,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1312
41,2021,E01035055,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",178
42,2021,E01035055,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",335
43,2021,E01035055,2021 super output areas - lower layer,151,L7 Intermediate occupations,183
44,2021,E01035055,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,193
45,2021,E01035055,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,71
46,2021,E01035055,2021 super output areas - lower layer,151,L12 Semi-routine occupations,129
47,2021,E01035055,2021 super output areas - lower layer,151,L13 Routine occupations,86
48,2021,E01035055,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,88
49,2021,E01035055,2021 super output areas - lower layer,151,L15 Full-time students,49
50,2021,E01035056,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1205
51,2021,E01035056,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",172
52,2021,E01035056,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",316
53,2021,E01035056,2021 super output areas - lower layer,151,L7 Intermediate occupations,168
54,2021,E01035056,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,110
55,2021,E01035056,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,71
56,2021,E01035056,2021 super output areas - lower layer,151,L12 Semi-routine occupations,130
57,2021,E01035056,2021 super output areas - lower layer,151,L13 Routine occupations,118
58,2021,E01035056,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,54
59,2021,E01035056,2021 super output areas - lower layer,151,L15 Full-time students,66
60,2021,E01013986,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1347
61,2021,E01013986,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",96
62,2021,E01013986,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",233
63,2021,E01013986,2021 super output areas - lower layer,151,L7 Intermediate occupations,122
64,2021,E01013986,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,129
65,2021,E01013986,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,90
66,2021,E01013986,2021 super output areas - lower layer,151,L12 Semi-routine occupations,221
67,2021,E01013986,2021 super output areas - lower layer,151,L13 Routine occupations,279
68,2021,E01013986,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,99
69,2021,E01013986,2021 super output areas - lower layer,151,L15 Full-time students,78
70,2021,E01013989,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1224
71,2021,E01013989,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",78
72,2021,E01013989,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",170
73,2021,E01013989,2021 super output areas - lower layer,151,L7 Intermediate occupations,103
74,2021,E01013989,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,111
75,2021,E01013989,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,81
76,2021,E01013989,2021 super output areas - lower layer,151,L12 Semi-routine occupations,205
77,2021,E01013989,2021 super output areas - lower layer,151,L13 Routine occupations,232
78,2021,E01013989,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,114
79,2021,E01013989,2021 super output areas - lower layer,151,L15 Full-time students,130
80,2021,E01014010,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1631
81,2021,E01014010,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",147
82,2021,E01014010,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",356
83,2021,E01014010,2021 super output areas - lower layer,151,L7 Intermediate occupations,135
84,2021,E01014010,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,151
85,2021,E01014010,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,100
86,2021,E01014010,2021 super output areas - lower layer,151,L12 Semi-routine occupations,221
87,2021,E01014010,2021 super output areas - lower layer,151,L13 Routine occupations,316
88,2021,E01014010,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,129
89,2021,E01014010,2021 super output areas - lower layer,151,L15 Full-time students,76
90,2021,E01014011,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1204
91,2021,E01014011,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",127
92,2021,E01014011,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",233
93,2021,E01014011,2021 super output areas - lower layer,151,L7 Intermediate occupations,115
94,2021,E01014011,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,139
95,2021,E01014011,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,76
96,2021,E01014011,2021 super output areas - lower layer,151,L12 Semi-routine occupations,172
97,2021,E01014011,2021 super output areas - lower layer,151,L13 Routine occupations,182
98,2021,E01014011,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,87
99,2021,E01014011,2021 super output areas - lower layer,151,L15 Full-time students,73
100,2021,E01014086,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1225
101,2021,E01014086,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",57
102,2021,E01014086,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",188
103,2021,E01014086,2021 super output areas - lower layer,151,L7 Intermediate occupations,110
104,2021,E01014086,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,89
105,2021,E01014086,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,97
106,2021,E01014086,2021 super output areas - lower layer,151,L12 Semi-routine occupations,201
107,2021,E01014086,2021 super output areas - lower layer,151,L13 Routine occupations,327
108,2021,E01014086,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,113
