,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWMETH_12_NAME,OBS_VALUE
0,2021,E01026699,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,787
1,2021,E01026699,2021 super output areas - lower layer,151,Work mainly at or from home,88
2,2021,E01026699,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",0
3,2021,E01026699,2021 super output areas - lower layer,151,Train,8
4,2021,E01026699,2021 super output areas - lower layer,151,"Bus, minibus or coach",20
5,2021,E01026699,2021 super output areas - lower layer,151,Taxi,3
6,2021,E01026699,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",6
7,2021,E01026699,2021 super output areas - lower layer,151,Driving a car or van,329
8,2021,E01026699,2021 super output areas - lower layer,151,Passenger in a car or van,88
9,2021,E01026699,2021 super output areas - lower layer,151,Bicycle,75
10,2021,E01026699,2021 super output areas - lower layer,151,On foot,154
11,2021,E01026699,2021 super output areas - lower layer,151,Other method of travel to work,16
12,2021,E01026700,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,693
13,2021,E01026700,2021 super output areas - lower layer,151,Work mainly at or from home,92
14,2021,E01026700,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",0
15,2021,E01026700,2021 super output areas - lower layer,151,Train,13
16,2021,E01026700,2021 super output areas - lower layer,151,"Bus, minibus or coach",20
17,2021,E01026700,2021 super output areas - lower layer,151,Taxi,2
18,2021,E01026700,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",2
19,2021,E01026700,2021 super output areas - lower layer,151,Driving a car or van,304
20,2021,E01026700,2021 super output areas - lower layer,151,Passenger in a car or van,74
21,2021,E01026700,2021 super output areas - lower layer,151,Bicycle,62
22,2021,E01026700,2021 super output areas - lower layer,151,On foot,116
23,2021,E01026700,2021 super output areas - lower layer,151,Other method of travel to work,8
24,2021,E01026704,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,780
25,2021,E01026704,2021 super output areas - lower layer,151,Work mainly at or from home,59
26,2021,E01026704,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",0
27,2021,E01026704,2021 super output areas - lower layer,151,Train,11
28,2021,E01026704,2021 super output areas - lower layer,151,"Bus, minibus or coach",14
29,2021,E01026704,2021 super output areas - lower layer,151,Taxi,8
30,2021,E01026704,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",3
31,2021,E01026704,2021 super output areas - lower layer,151,Driving a car or van,422
32,2021,E01026704,2021 super output areas - lower layer,151,Passenger in a car or van,88
33,2021,E01026704,2021 super output areas - lower layer,151,Bicycle,85
34,2021,E01026704,2021 super output areas - lower layer,151,On foot,85
35,2021,E01026704,2021 super output areas - lower layer,151,Other method of travel to work,5
36,2021,E01026705,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,867
37,2021,E01026705,2021 super output areas - lower layer,151,Work mainly at or from home,121
38,2021,E01026705,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",0
