,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_DISABILITY_5_NAME,OBS_VALUE
0,2021,E01016217,2021 super output areas - lower layer,151,Total: All usual residents,1380
1,2021,E01016217,2021 super output areas - lower layer,151,Disabled under the Equality Act,212
2,2021,E01016217,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,75
3,2021,E01016217,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,137
4,2021,E01016217,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1168
5,2021,E01016217,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,103
6,2021,E01016217,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1065
7,2021,E01016218,2021 super output areas - lower layer,151,Total: All usual residents,1388
8,2021,E01016218,2021 super output areas - lower layer,151,Disabled under the Equality Act,257
9,2021,E01016218,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,92
10,2021,E01016218,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,165
11,2021,E01016218,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1131
12,2021,E01016218,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,102
13,2021,E01016218,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1029
14,2021,E01016231,2021 super output areas - lower layer,151,Total: All usual residents,1953
15,2021,E01016231,2021 super output areas - lower layer,151,Disabled under the Equality Act,286
16,2021,E01016231,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,100
17,2021,E01016231,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,186
18,2021,E01016231,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1667
19,2021,E01016231,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,149
20,2021,E01016231,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1518
21,2021,E01016232,2021 super output areas - lower layer,151,Total: All usual residents,1432
22,2021,E01016232,2021 super output areas - lower layer,151,Disabled under the Equality Act,254
23,2021,E01016232,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,89
24,2021,E01016232,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,165
25,2021,E01016232,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1178
26,2021,E01016232,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,119
27,2021,E01016232,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1059
28,2021,E01016212,2021 super output areas - lower layer,151,Total: All usual residents,1339
29,2021,E01016212,2021 super output areas - lower layer,151,Disabled under the Equality Act,215
30,2021,E01016212,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,78
31,2021,E01016212,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,137
32,2021,E01016212,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1124
33,2021,E01016212,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,78
34,2021,E01016212,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1046
35,2021,E01016216,2021 super output areas - lower layer,151,Total: All usual residents,1349
36,2021,E01016216,2021 super output areas - lower layer,151,Disabled under the Equality Act,194
37,2021,E01016216,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,81
38,2021,E01016216,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,113
39,2021,E01016216,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1155
40,2021,E01016216,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,107
41,2021,E01016216,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1048
42,2021,E01016219,2021 super output areas - lower layer,151,Total: All usual residents,1323
43,2021,E01016219,2021 super output areas - lower layer,151,Disabled under the Equality Act,213
44,2021,E01016219,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,70
45,2021,E01016219,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,143
46,2021,E01016219,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1110
47,2021,E01016219,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,125
48,2021,E01016219,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,985
49,2021,E01016220,2021 super output areas - lower layer,151,Total: All usual residents,1423
50,2021,E01016220,2021 super output areas - lower layer,151,Disabled under the Equality Act,214
51,2021,E01016220,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,76
52,2021,E01016220,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,138
53,2021,E01016220,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1209
54,2021,E01016220,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,129
55,2021,E01016220,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1080
56,2021,E01016221,2021 super output areas - lower layer,151,Total: All usual residents,1284
57,2021,E01016221,2021 super output areas - lower layer,151,Disabled under the Equality Act,205
