,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHDISABLED_4_NAME,OBS_VALUE
0,2021,E01012785,2021 super output areas - lower layer,151,Total: All households,550
1,2021,E01012785,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,291
2,2021,E01012785,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,182
3,2021,E01012785,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,77
4,2021,E01012786,2021 super output areas - lower layer,151,Total: All households,521
5,2021,E01012786,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,294
6,2021,E01012786,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,162
7,2021,E01012786,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,65
8,2021,E01012787,2021 super output areas - lower layer,151,Total: All households,633
9,2021,E01012787,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,327
10,2021,E01012787,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,240
11,2021,E01012787,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,66
12,2021,E01012788,2021 super output areas - lower layer,151,Total: All households,579
13,2021,E01012788,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,303
14,2021,E01012788,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,210
15,2021,E01012788,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,66
16,2021,E01012789,2021 super output areas - lower layer,151,Total: All households,544
17,2021,E01012789,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,290
18,2021,E01012789,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,182
19,2021,E01012789,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,72
20,2021,E01012875,2021 super output areas - lower layer,151,Total: All households,593
21,2021,E01012875,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,315
22,2021,E01012875,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,226
23,2021,E01012875,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,52
24,2021,E01012876,2021 super output areas - lower layer,151,Total: All households,629
25,2021,E01012876,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,363
26,2021,E01012876,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,196
27,2021,E01012876,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,70
28,2021,E01012877,2021 super output areas - lower layer,151,Total: All households,550
29,2021,E01012877,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,322
30,2021,E01012877,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,158
31,2021,E01012877,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,70
32,2021,E01012878,2021 super output areas - lower layer,151,Total: All households,732
33,2021,E01012878,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,459
34,2021,E01012878,2021 super output areas - lower layer,151,1 person disabled under the Equality Act in household,205
35,2021,E01012878,2021 super output areas - lower layer,151,2 or more people disabled under the Equality Act in household,68
36,2021,E01012879,2021 super output areas - lower layer,151,Total: All households,565
37,2021,E01012879,2021 super output areas - lower layer,151,No people disabled under the Equality Act in household,266
