,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_METH_6_NAME,OBS_VALUE
0,2021,E01014089,2021 super output areas - lower layer,151,Total: All households,576
1,2021,E01014089,2021 super output areas - lower layer,151,One-person household,132
2,2021,E01014089,2021 super output areas - lower layer,151,All household members have the same ethnic group,417
3,2021,E01014089,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,4
4,2021,E01014089,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,17
5,2021,E01014089,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,6
6,2021,E01013987,2021 super output areas - lower layer,151,Total: All households,680
7,2021,E01013987,2021 super output areas - lower layer,151,One-person household,201
8,2021,E01013987,2021 super output areas - lower layer,151,All household members have the same ethnic group,431
9,2021,E01013987,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,3
10,2021,E01013987,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,39
11,2021,E01013987,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,6
12,2021,E01013988,2021 super output areas - lower layer,151,Total: All households,934
13,2021,E01013988,2021 super output areas - lower layer,151,One-person household,429
14,2021,E01013988,2021 super output areas - lower layer,151,All household members have the same ethnic group,446
15,2021,E01013988,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,10
16,2021,E01013988,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,39
17,2021,E01013988,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,10
18,2021,E01014095,2021 super output areas - lower layer,151,Total: All households,572
19,2021,E01014095,2021 super output areas - lower layer,151,One-person household,136
20,2021,E01014095,2021 super output areas - lower layer,151,All household members have the same ethnic group,400
21,2021,E01014095,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,10
22,2021,E01014095,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,19
23,2021,E01014095,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,7
24,2021,E01035055,2021 super output areas - lower layer,151,Total: All households,636
25,2021,E01035055,2021 super output areas - lower layer,151,One-person household,145
26,2021,E01035055,2021 super output areas - lower layer,151,All household members have the same ethnic group,439
27,2021,E01035055,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,6
28,2021,E01035055,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,35
29,2021,E01035055,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,11
30,2021,E01035056,2021 super output areas - lower layer,151,Total: All households,596
31,2021,E01035056,2021 super output areas - lower layer,151,One-person household,137
32,2021,E01035056,2021 super output areas - lower layer,151,All household members have the same ethnic group,419
33,2021,E01035056,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,9
34,2021,E01035056,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,24
35,2021,E01035056,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,7
36,2021,E01013986,2021 super output areas - lower layer,151,Total: All households,737
37,2021,E01013986,2021 super output areas - lower layer,151,One-person household,267
38,2021,E01013986,2021 super output areas - lower layer,151,All household members have the same ethnic group,426
39,2021,E01013986,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,4
40,2021,E01013986,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,23
41,2021,E01013986,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,17
42,2021,E01013989,2021 super output areas - lower layer,151,Total: All households,614
43,2021,E01013989,2021 super output areas - lower layer,151,One-person household,195
44,2021,E01013989,2021 super output areas - lower layer,151,All household members have the same ethnic group,390
45,2021,E01013989,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,6
46,2021,E01013989,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,14
47,2021,E01013989,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,9
48,2021,E01014010,2021 super output areas - lower layer,151,Total: All households,1065
49,2021,E01014010,2021 super output areas - lower layer,151,One-person household,584
50,2021,E01014010,2021 super output areas - lower layer,151,All household members have the same ethnic group,399
51,2021,E01014010,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,18
52,2021,E01014010,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,42
53,2021,E01014010,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,22
54,2021,E01014011,2021 super output areas - lower layer,151,Total: All households,666
55,2021,E01014011,2021 super output areas - lower layer,151,One-person household,257
56,2021,E01014011,2021 super output areas - lower layer,151,All household members have the same ethnic group,353
57,2021,E01014011,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,9
58,2021,E01014011,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,27
59,2021,E01014011,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,20
60,2021,E01014086,2021 super output areas - lower layer,151,Total: All households,753
61,2021,E01014086,2021 super output areas - lower layer,151,One-person household,335
62,2021,E01014086,2021 super output areas - lower layer,151,All household members have the same ethnic group,361
63,2021,E01014086,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,16
64,2021,E01014086,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,28
65,2021,E01014086,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,13
66,2021,E01014092,2021 super output areas - lower layer,151,Total: All households,895
67,2021,E01014092,2021 super output areas - lower layer,151,One-person household,378
68,2021,E01014092,2021 super output areas - lower layer,151,All household members have the same ethnic group,452
69,2021,E01014092,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,6
70,2021,E01014092,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,48
71,2021,E01014092,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,11
72,2021,E01014075,2021 super output areas - lower layer,151,Total: All households,741
73,2021,E01014075,2021 super output areas - lower layer,151,One-person household,219
74,2021,E01014075,2021 super output areas - lower layer,151,All household members have the same ethnic group,462
75,2021,E01014075,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,3
76,2021,E01014075,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,34
77,2021,E01014075,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,23
78,2021,E01014076,2021 super output areas - lower layer,151,Total: All households,1034
79,2021,E01014076,2021 super output areas - lower layer,151,One-person household,465
80,2021,E01014076,2021 super output areas - lower layer,151,All household members have the same ethnic group,491
81,2021,E01014076,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,19
82,2021,E01014076,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,40
83,2021,E01014076,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,19
84,2021,E01014077,2021 super output areas - lower layer,151,Total: All households,731
85,2021,E01014077,2021 super output areas - lower layer,151,One-person household,258
86,2021,E01014077,2021 super output areas - lower layer,151,All household members have the same ethnic group,439
87,2021,E01014077,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,8
88,2021,E01014077,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,19
89,2021,E01014077,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,7
90,2021,E01014078,2021 super output areas - lower layer,151,Total: All households,599
91,2021,E01014078,2021 super output areas - lower layer,151,One-person household,187
92,2021,E01014078,2021 super output areas - lower layer,151,All household members have the same ethnic group,381
93,2021,E01014078,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,2
94,2021,E01014078,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,23
95,2021,E01014078,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,6
96,2021,E01014090,2021 super output areas - lower layer,151,Total: All households,597
97,2021,E01014090,2021 super output areas - lower layer,151,One-person household,141
98,2021,E01014090,2021 super output areas - lower layer,151,All household members have the same ethnic group,437
99,2021,E01014090,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,2
100,2021,E01014090,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,13
101,2021,E01014090,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,4
102,2021,E01014091,2021 super output areas - lower layer,151,Total: All households,639
103,2021,E01014091,2021 super output areas - lower layer,151,One-person household,169
104,2021,E01014091,2021 super output areas - lower layer,151,All household members have the same ethnic group,434
105,2021,E01014091,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,2
106,2021,E01014091,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,24
107,2021,E01014091,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,10
108,2021,E01014093,2021 super output areas - lower layer,151,Total: All households,611
109,2021,E01014093,2021 super output areas - lower layer,151,One-person household,197
110,2021,E01014093,2021 super output areas - lower layer,151,All household members have the same ethnic group,382
111,2021,E01014093,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,7
112,2021,E01014093,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,23
113,2021,E01014093,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,2
114,2021,E01014094,2021 super output areas - lower layer,151,Total: All households,574
115,2021,E01014094,2021 super output areas - lower layer,151,One-person household,135
116,2021,E01014094,2021 super output areas - lower layer,151,All household members have the same ethnic group,418
117,2021,E01014094,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,0
118,2021,E01014094,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,14
119,2021,E01014094,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,7
120,2021,E01014068,2021 super output areas - lower layer,151,Total: All households,590
121,2021,E01014068,2021 super output areas - lower layer,151,One-person household,150
122,2021,E01014068,2021 super output areas - lower layer,151,All household members have the same ethnic group,408
123,2021,E01014068,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,5
124,2021,E01014068,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,19
125,2021,E01014068,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,8
126,2021,E01014070,2021 super output areas - lower layer,151,Total: All households,939
127,2021,E01014070,2021 super output areas - lower layer,151,One-person household,246
128,2021,E01014070,2021 super output areas - lower layer,151,All household members have the same ethnic group,629
129,2021,E01014070,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,12
130,2021,E01014070,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,32
131,2021,E01014070,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,20
132,2021,E01014072,2021 super output areas - lower layer,151,Total: All households,822
133,2021,E01014072,2021 super output areas - lower layer,151,One-person household,242
134,2021,E01014072,2021 super output areas - lower layer,151,All household members have the same ethnic group,523
135,2021,E01014072,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,10
136,2021,E01014072,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,33
137,2021,E01014072,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,14
138,2021,E01014073,2021 super output areas - lower layer,151,Total: All households,795
139,2021,E01014073,2021 super output areas - lower layer,151,One-person household,267
140,2021,E01014073,2021 super output areas - lower layer,151,All household members have the same ethnic group,477
141,2021,E01014073,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,13
142,2021,E01014073,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,28
143,2021,E01014073,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,10
144,2021,E01014074,2021 super output areas - lower layer,151,Total: All households,741
145,2021,E01014074,2021 super output areas - lower layer,151,One-person household,336
146,2021,E01014074,2021 super output areas - lower layer,151,All household members have the same ethnic group,356
147,2021,E01014074,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,10
148,2021,E01014074,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,26
149,2021,E01014074,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,13
150,2021,E01013996,2021 super output areas - lower layer,151,Total: All households,684
151,2021,E01013996,2021 super output areas - lower layer,151,One-person household,197
152,2021,E01013996,2021 super output areas - lower layer,151,All household members have the same ethnic group,453
153,2021,E01013996,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,5
154,2021,E01013996,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,23
155,2021,E01013996,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,6
156,2021,E01013997,2021 super output areas - lower layer,151,Total: All households,822
157,2021,E01013997,2021 super output areas - lower layer,151,One-person household,243
158,2021,E01013997,2021 super output areas - lower layer,151,All household members have the same ethnic group,522
159,2021,E01013997,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,15
160,2021,E01013997,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,32
161,2021,E01013997,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,10
162,2021,E01014079,2021 super output areas - lower layer,151,Total: All households,667
163,2021,E01014079,2021 super output areas - lower layer,151,One-person household,151
164,2021,E01014079,2021 super output areas - lower layer,151,All household members have the same ethnic group,474
