,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_RELMULT_7_NAME,OBS_VALUE
0,2021,E01011444,2021 super output areas - lower layer,151,Total: All households,624
1,2021,E01011444,2021 super output areas - lower layer,151,One-person household,209
2,2021,E01011444,2021 super output areas - lower layer,151,Multi-person household,415
3,2021,E01011444,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,8
4,2021,E01011444,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),56
5,2021,E01011444,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),162
6,2021,E01011444,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),155
7,2021,E01011444,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),34
8,2021,E01011451,2021 super output areas - lower layer,151,Total: All households,519
9,2021,E01011451,2021 super output areas - lower layer,151,One-person household,261
10,2021,E01011451,2021 super output areas - lower layer,151,Multi-person household,258
11,2021,E01011451,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,7
12,2021,E01011451,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),51
13,2021,E01011451,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),141
14,2021,E01011451,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),52
15,2021,E01011451,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),7
16,2021,E01011668,2021 super output areas - lower layer,151,Total: All households,599
17,2021,E01011668,2021 super output areas - lower layer,151,One-person household,218
18,2021,E01011668,2021 super output areas - lower layer,151,Multi-person household,381
19,2021,E01011668,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,9
20,2021,E01011668,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),76
21,2021,E01011668,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),149
22,2021,E01011668,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),131
23,2021,E01011668,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),16
24,2021,E01011669,2021 super output areas - lower layer,151,Total: All households,524
25,2021,E01011669,2021 super output areas - lower layer,151,One-person household,174
26,2021,E01011669,2021 super output areas - lower layer,151,Multi-person household,350
27,2021,E01011669,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,6
28,2021,E01011669,2021 super output areas - lower layer,151,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),62
29,2021,E01011669,2021 super output areas - lower layer,151,Multi-person household: No religion (household may include people who did not state their religion),155
30,2021,E01011669,2021 super output areas - lower layer,151,Multi-person household: Same religion and no religion (household may include people who did not state their religion),104
31,2021,E01011669,2021 super output areas - lower layer,151,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),23
32,2021,E01032946,2021 super output areas - lower layer,151,Total: All households,831
33,2021,E01032946,2021 super output areas - lower layer,151,One-person household,304
34,2021,E01032946,2021 super output areas - lower layer,151,Multi-person household,527
35,2021,E01032946,2021 super output areas - lower layer,151,Multi-person household: No people stated their religion,8
