,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHSIZE_10_NAME,OBS_VALUE
0,2021,W01001862,2021 super output areas - lower layer,151,Total: All households,759
1,2021,W01001862,2021 super output areas - lower layer,151,0 people in household,0
2,2021,W01001862,2021 super output areas - lower layer,151,1 person in household,298
3,2021,W01001862,2021 super output areas - lower layer,151,2 people in household,220
4,2021,W01001862,2021 super output areas - lower layer,151,3 people in household,87
5,2021,W01001862,2021 super output areas - lower layer,151,4 people in household,49
6,2021,W01001862,2021 super output areas - lower layer,151,5 people in household,49
7,2021,W01001862,2021 super output areas - lower layer,151,6 people in household,25
8,2021,W01001862,2021 super output areas - lower layer,151,7 people in household,12
9,2021,W01001862,2021 super output areas - lower layer,151,8 or more people in household,19
10,2021,W01001742,2021 super output areas - lower layer,151,Total: All households,645
11,2021,W01001742,2021 super output areas - lower layer,151,0 people in household,0
12,2021,W01001742,2021 super output areas - lower layer,151,1 person in household,158
13,2021,W01001742,2021 super output areas - lower layer,151,2 people in household,201
14,2021,W01001742,2021 super output areas - lower layer,151,3 people in household,160
15,2021,W01001742,2021 super output areas - lower layer,151,4 people in household,87
16,2021,W01001742,2021 super output areas - lower layer,151,5 people in household,28
17,2021,W01001742,2021 super output areas - lower layer,151,6 people in household,8
18,2021,W01001742,2021 super output areas - lower layer,151,7 people in household,2
19,2021,W01001742,2021 super output areas - lower layer,151,8 or more people in household,1
20,2021,W01001743,2021 super output areas - lower layer,151,Total: All households,642
21,2021,W01001743,2021 super output areas - lower layer,151,0 people in household,0
22,2021,W01001743,2021 super output areas - lower layer,151,1 person in household,192
23,2021,W01001743,2021 super output areas - lower layer,151,2 people in household,230
24,2021,W01001743,2021 super output areas - lower layer,151,3 people in household,112
25,2021,W01001743,2021 super output areas - lower layer,151,4 people in household,78
26,2021,W01001743,2021 super output areas - lower layer,151,5 people in household,24
27,2021,W01001743,2021 super output areas - lower layer,151,6 people in household,4
28,2021,W01001743,2021 super output areas - lower layer,151,7 people in household,1
29,2021,W01001743,2021 super output areas - lower layer,151,8 or more people in household,1
30,2021,W01001744,2021 super output areas - lower layer,151,Total: All households,758
31,2021,W01001744,2021 super output areas - lower layer,151,0 people in household,0
32,2021,W01001744,2021 super output areas - lower layer,151,1 person in household,261
33,2021,W01001744,2021 super output areas - lower layer,151,2 people in household,214
34,2021,W01001744,2021 super output areas - lower layer,151,3 people in household,144
35,2021,W01001744,2021 super output areas - lower layer,151,4 people in household,91
36,2021,W01001744,2021 super output areas - lower layer,151,5 people in household,34
37,2021,W01001744,2021 super output areas - lower layer,151,6 people in household,9
38,2021,W01001744,2021 super output areas - lower layer,151,7 people in household,3
39,2021,W01001744,2021 super output areas - lower layer,151,8 or more people in household,2
40,2021,W01001745,2021 super output areas - lower layer,151,Total: All households,547
41,2021,W01001745,2021 super output areas - lower layer,151,0 people in household,0
42,2021,W01001745,2021 super output areas - lower layer,151,1 person in household,140
43,2021,W01001745,2021 super output areas - lower layer,151,2 people in household,212
44,2021,W01001745,2021 super output areas - lower layer,151,3 people in household,103
45,2021,W01001745,2021 super output areas - lower layer,151,4 people in household,71
46,2021,W01001745,2021 super output areas - lower layer,151,5 people in household,17
47,2021,W01001745,2021 super output areas - lower layer,151,6 people in household,4
48,2021,W01001745,2021 super output areas - lower layer,151,7 people in household,0
49,2021,W01001745,2021 super output areas - lower layer,151,8 or more people in household,0
50,2021,W01001764,2021 super output areas - lower layer,151,Total: All households,596
51,2021,W01001764,2021 super output areas - lower layer,151,0 people in household,0
52,2021,W01001764,2021 super output areas - lower layer,151,1 person in household,177
53,2021,W01001764,2021 super output areas - lower layer,151,2 people in household,154
54,2021,W01001764,2021 super output areas - lower layer,151,3 people in household,82
55,2021,W01001764,2021 super output areas - lower layer,151,4 people in household,72
56,2021,W01001764,2021 super output areas - lower layer,151,5 people in household,52
57,2021,W01001764,2021 super output areas - lower layer,151,6 people in household,30
58,2021,W01001764,2021 super output areas - lower layer,151,7 people in household,20
59,2021,W01001764,2021 super output areas - lower layer,151,8 or more people in household,9
60,2021,W01001765,2021 super output areas - lower layer,151,Total: All households,521
61,2021,W01001765,2021 super output areas - lower layer,151,0 people in household,0
62,2021,W01001765,2021 super output areas - lower layer,151,1 person in household,148
63,2021,W01001765,2021 super output areas - lower layer,151,2 people in household,134
64,2021,W01001765,2021 super output areas - lower layer,151,3 people in household,92
65,2021,W01001765,2021 super output areas - lower layer,151,4 people in household,59
66,2021,W01001765,2021 super output areas - lower layer,151,5 people in household,42
67,2021,W01001765,2021 super output areas - lower layer,151,6 people in household,20
68,2021,W01001765,2021 super output areas - lower layer,151,7 people in household,19
69,2021,W01001765,2021 super output areas - lower layer,151,8 or more people in household,7
70,2021,W01001766,2021 super output areas - lower layer,151,Total: All households,697
71,2021,W01001766,2021 super output areas - lower layer,151,0 people in household,0
72,2021,W01001766,2021 super output areas - lower layer,151,1 person in household,249
73,2021,W01001766,2021 super output areas - lower layer,151,2 people in household,200
74,2021,W01001766,2021 super output areas - lower layer,151,3 people in household,92
75,2021,W01001766,2021 super output areas - lower layer,151,4 people in household,70
76,2021,W01001766,2021 super output areas - lower layer,151,5 people in household,48
77,2021,W01001766,2021 super output areas - lower layer,151,6 people in household,27
78,2021,W01001766,2021 super output areas - lower layer,151,7 people in household,7
79,2021,W01001766,2021 super output areas - lower layer,151,8 or more people in household,4
80,2021,W01001767,2021 super output areas - lower layer,151,Total: All households,739
81,2021,W01001767,2021 super output areas - lower layer,151,0 people in household,0
82,2021,W01001767,2021 super output areas - lower layer,151,1 person in household,224
83,2021,W01001767,2021 super output areas - lower layer,151,2 people in household,264
84,2021,W01001767,2021 super output areas - lower layer,151,3 people in household,88
85,2021,W01001767,2021 super output areas - lower layer,151,4 people in household,85
86,2021,W01001767,2021 super output areas - lower layer,151,5 people in household,46
87,2021,W01001767,2021 super output areas - lower layer,151,6 people in household,20
88,2021,W01001767,2021 super output areas - lower layer,151,7 people in household,4
89,2021,W01001767,2021 super output areas - lower layer,151,8 or more people in household,8
90,2021,W01001768,2021 super output areas - lower layer,151,Total: All households,520
91,2021,W01001768,2021 super output areas - lower layer,151,0 people in household,0
92,2021,W01001768,2021 super output areas - lower layer,151,1 person in household,142
93,2021,W01001768,2021 super output areas - lower layer,151,2 people in household,110
94,2021,W01001768,2021 super output areas - lower layer,151,3 people in household,74
95,2021,W01001768,2021 super output areas - lower layer,151,4 people in household,58
96,2021,W01001768,2021 super output areas - lower layer,151,5 people in household,54
97,2021,W01001768,2021 super output areas - lower layer,151,6 people in household,41
98,2021,W01001768,2021 super output areas - lower layer,151,7 people in household,20
99,2021,W01001768,2021 super output areas - lower layer,151,8 or more people in household,21
100,2021,W01001702,2021 super output areas - lower layer,151,Total: All households,737
101,2021,W01001702,2021 super output areas - lower layer,151,0 people in household,0
102,2021,W01001702,2021 super output areas - lower layer,151,1 person in household,199
103,2021,W01001702,2021 super output areas - lower layer,151,2 people in household,233
104,2021,W01001702,2021 super output areas - lower layer,151,3 people in household,169
105,2021,W01001702,2021 super output areas - lower layer,151,4 people in household,92
106,2021,W01001702,2021 super output areas - lower layer,151,5 people in household,32
107,2021,W01001702,2021 super output areas - lower layer,151,6 people in household,10
108,2021,W01001702,2021 super output areas - lower layer,151,7 people in household,1
109,2021,W01001702,2021 super output areas - lower layer,151,8 or more people in household,1
110,2021,W01001703,2021 super output areas - lower layer,151,Total: All households,485
111,2021,W01001703,2021 super output areas - lower layer,151,0 people in household,0
112,2021,W01001703,2021 super output areas - lower layer,151,1 person in household,133
113,2021,W01001703,2021 super output areas - lower layer,151,2 people in household,137
114,2021,W01001703,2021 super output areas - lower layer,151,3 people in household,106
115,2021,W01001703,2021 super output areas - lower layer,151,4 people in household,66
116,2021,W01001703,2021 super output areas - lower layer,151,5 people in household,31
117,2021,W01001703,2021 super output areas - lower layer,151,6 people in household,9
118,2021,W01001703,2021 super output areas - lower layer,151,7 people in household,3
119,2021,W01001703,2021 super output areas - lower layer,151,8 or more people in household,0
120,2021,W01001705,2021 super output areas - lower layer,151,Total: All households,783
121,2021,W01001705,2021 super output areas - lower layer,151,0 people in household,0
122,2021,W01001705,2021 super output areas - lower layer,151,1 person in household,216
123,2021,W01001705,2021 super output areas - lower layer,151,2 people in household,258
124,2021,W01001705,2021 super output areas - lower layer,151,3 people in household,137
125,2021,W01001705,2021 super output areas - lower layer,151,4 people in household,102
126,2021,W01001705,2021 super output areas - lower layer,151,5 people in household,41
127,2021,W01001705,2021 super output areas - lower layer,151,6 people in household,20
128,2021,W01001705,2021 super output areas - lower layer,151,7 people in household,6
129,2021,W01001705,2021 super output areas - lower layer,151,8 or more people in household,3
130,2021,W01001708,2021 super output areas - lower layer,151,Total: All households,732
131,2021,W01001708,2021 super output areas - lower layer,151,0 people in household,0
132,2021,W01001708,2021 super output areas - lower layer,151,1 person in household,315
133,2021,W01001708,2021 super output areas - lower layer,151,2 people in household,185
134,2021,W01001708,2021 super output areas - lower layer,151,3 people in household,105
135,2021,W01001708,2021 super output areas - lower layer,151,4 people in household,79
136,2021,W01001708,2021 super output areas - lower layer,151,5 people in household,33
137,2021,W01001708,2021 super output areas - lower layer,151,6 people in household,10
138,2021,W01001708,2021 super output areas - lower layer,151,7 people in household,4
139,2021,W01001708,2021 super output areas - lower layer,151,8 or more people in household,1
140,2021,W01001759,2021 super output areas - lower layer,151,Total: All households,694
141,2021,W01001759,2021 super output areas - lower layer,151,0 people in household,0
142,2021,W01001759,2021 super output areas - lower layer,151,1 person in household,225
143,2021,W01001759,2021 super output areas - lower layer,151,2 people in household,257
144,2021,W01001759,2021 super output areas - lower layer,151,3 people in household,96
145,2021,W01001759,2021 super output areas - lower layer,151,4 people in household,75
146,2021,W01001759,2021 super output areas - lower layer,151,5 people in household,28
147,2021,W01001759,2021 super output areas - lower layer,151,6 people in household,2
148,2021,W01001759,2021 super output areas - lower layer,151,7 people in household,8
149,2021,W01001759,2021 super output areas - lower layer,151,8 or more people in household,3
150,2021,W01001760,2021 super output areas - lower layer,151,Total: All households,676
151,2021,W01001760,2021 super output areas - lower layer,151,0 people in household,0
152,2021,W01001760,2021 super output areas - lower layer,151,1 person in household,216
153,2021,W01001760,2021 super output areas - lower layer,151,2 people in household,193
154,2021,W01001760,2021 super output areas - lower layer,151,3 people in household,127
155,2021,W01001760,2021 super output areas - lower layer,151,4 people in household,78
156,2021,W01001760,2021 super output areas - lower layer,151,5 people in household,36
157,2021,W01001760,2021 super output areas - lower layer,151,6 people in household,10
158,2021,W01001760,2021 super output areas - lower layer,151,7 people in household,10
159,2021,W01001760,2021 super output areas - lower layer,151,8 or more people in household,6
160,2021,W01001761,2021 super output areas - lower layer,151,Total: All households,683
161,2021,W01001761,2021 super output areas - lower layer,151,0 people in household,0
162,2021,W01001761,2021 super output areas - lower layer,151,1 person in household,254
163,2021,W01001761,2021 super output areas - lower layer,151,2 people in household,171
164,2021,W01001761,2021 super output areas - lower layer,151,3 people in household,94
165,2021,W01001761,2021 super output areas - lower layer,151,4 people in household,69
166,2021,W01001761,2021 super output areas - lower layer,151,5 people in household,45
167,2021,W01001761,2021 super output areas - lower layer,151,6 people in household,30
168,2021,W01001761,2021 super output areas - lower layer,151,7 people in household,14
169,2021,W01001761,2021 super output areas - lower layer,151,8 or more people in household,6
170,2021,W01001762,2021 super output areas - lower layer,151,Total: All households,710
171,2021,W01001762,2021 super output areas - lower layer,151,0 people in household,0
172,2021,W01001762,2021 super output areas - lower layer,151,1 person in household,248
173,2021,W01001762,2021 super output areas - lower layer,151,2 people in household,172
174,2021,W01001762,2021 super output areas - lower layer,151,3 people in household,112
175,2021,W01001762,2021 super output areas - lower layer,151,4 people in household,75
176,2021,W01001762,2021 super output areas - lower layer,151,5 people in household,60
177,2021,W01001762,2021 super output areas - lower layer,151,6 people in household,29
178,2021,W01001762,2021 super output areas - lower layer,151,7 people in household,8
179,2021,W01001762,2021 super output areas - lower layer,151,8 or more people in household,6
180,2021,W01001940,2021 super output areas - lower layer,151,Total: All households,667
181,2021,W01001940,2021 super output areas - lower layer,151,0 people in household,0
182,2021,W01001940,2021 super output areas - lower layer,151,1 person in household,354
183,2021,W01001940,2021 super output areas - lower layer,151,2 people in household,257
184,2021,W01001940,2021 super output areas - lower layer,151,3 people in household,45
185,2021,W01001940,2021 super output areas - lower layer,151,4 people in household,9
186,2021,W01001940,2021 super output areas - lower layer,151,5 people in household,2
187,2021,W01001940,2021 super output areas - lower layer,151,6 people in household,0
188,2021,W01001940,2021 super output areas - lower layer,151,7 people in household,0
189,2021,W01001940,2021 super output areas - lower layer,151,8 or more people in household,0
190,2021,W01001943,2021 super output areas - lower layer,151,Total: All households,647
191,2021,W01001943,2021 super output areas - lower layer,151,0 people in household,0
192,2021,W01001943,2021 super output areas - lower layer,151,1 person in household,290
193,2021,W01001943,2021 super output areas - lower layer,151,2 people in household,268
194,2021,W01001943,2021 super output areas - lower layer,151,3 people in household,46
195,2021,W01001943,2021 super output areas - lower layer,151,4 people in household,16
196,2021,W01001943,2021 super output areas - lower layer,151,5 people in household,12
197,2021,W01001943,2021 super output areas - lower layer,151,6 people in household,4
198,2021,W01001943,2021 super output areas - lower layer,151,7 people in household,5
199,2021,W01001943,2021 super output areas - lower layer,151,8 or more people in household,6
200,2021,W01001944,2021 super output areas - lower layer,151,Total: All households,625
201,2021,W01001944,2021 super output areas - lower layer,151,0 people in household,0
202,2021,W01001944,2021 super output areas - lower layer,151,1 person in household,241
