,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ENGPRF_6_NAME,OBS_VALUE
0,2021,E01027654,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
1,2021,E01027698,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1511
2,2021,E01027698,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1485
3,2021,E01027698,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),26
4,2021,E01027698,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,11
5,2021,E01027698,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,9
6,2021,E01027698,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,6
7,2021,E01027698,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
8,2021,E01027716,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1474
9,2021,E01027716,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1439
10,2021,E01027716,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),35
11,2021,E01027716,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,23
12,2021,E01027716,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,9
13,2021,E01027716,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,3
14,2021,E01027716,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
15,2021,E01027717,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1541
16,2021,E01027717,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1500
17,2021,E01027717,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),41
18,2021,E01027717,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,23
19,2021,E01027717,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,10
20,2021,E01027717,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,8
21,2021,E01027717,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
22,2021,E01027718,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1978
23,2021,E01027718,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1922
24,2021,E01027718,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),56
25,2021,E01027718,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,32
26,2021,E01027718,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,14
27,2021,E01027718,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,10
28,2021,E01027718,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
29,2021,E01027719,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1474
30,2021,E01027719,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1403
31,2021,E01027719,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),71
32,2021,E01027719,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,38
33,2021,E01027719,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,21
