,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_MIGIND_4_NAME,OBS_VALUE
0,2021,E01031534,2021 super output areas - lower layer,151,Total: All usual residents,1806
1,2021,E01031534,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1666
2,2021,E01031534,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,1
3,2021,E01031534,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,130
4,2021,E01031534,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,9
5,2021,E01031535,2021 super output areas - lower layer,151,Total: All usual residents,2062
6,2021,E01031535,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1753
7,2021,E01031535,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,3
8,2021,E01031535,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,297
9,2021,E01031535,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,9
10,2021,E01031480,2021 super output areas - lower layer,151,Total: All usual residents,1301
11,2021,E01031480,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1112
12,2021,E01031480,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,9
13,2021,E01031480,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,176
14,2021,E01031480,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,4
15,2021,E01031481,2021 super output areas - lower layer,151,Total: All usual residents,1536
16,2021,E01031481,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1307
17,2021,E01031481,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,19
18,2021,E01031481,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,196
19,2021,E01031481,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,14
20,2021,E01031484,2021 super output areas - lower layer,151,Total: All usual residents,1809
21,2021,E01031484,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1482
22,2021,E01031484,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,26
23,2021,E01031484,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,281
24,2021,E01031484,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,20
25,2021,E01031490,2021 super output areas - lower layer,151,Total: All usual residents,2359
26,2021,E01031490,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1583
27,2021,E01031490,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,29
28,2021,E01031490,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,703
29,2021,E01031490,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,44
30,2021,E01031491,2021 super output areas - lower layer,151,Total: All usual residents,1825
31,2021,E01031491,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1544
32,2021,E01031491,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,16
33,2021,E01031491,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,251
34,2021,E01031491,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,14
35,2021,E01031474,2021 super output areas - lower layer,151,Total: All usual residents,1380
36,2021,E01031474,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1237
37,2021,E01031474,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,2
38,2021,E01031474,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,127
39,2021,E01031474,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,14
40,2021,E01031493,2021 super output areas - lower layer,151,Total: All usual residents,1792
41,2021,E01031493,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1477
42,2021,E01031493,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,10
43,2021,E01031493,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,283
44,2021,E01031493,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,22
45,2021,E01031496,2021 super output areas - lower layer,151,Total: All usual residents,2633
46,2021,E01031496,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,2434
47,2021,E01031496,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,7
48,2021,E01031496,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,185
49,2021,E01031496,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,7
50,2021,E01031505,2021 super output areas - lower layer,151,Total: All usual residents,2638
51,2021,E01031505,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,2413
52,2021,E01031505,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,5
53,2021,E01031505,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,214
54,2021,E01031505,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,6
55,2021,E01031489,2021 super output areas - lower layer,151,Total: All usual residents,1506
56,2021,E01031489,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1329
57,2021,E01031489,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,23
58,2021,E01031489,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,146
59,2021,E01031489,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,8
60,2021,E01031492,2021 super output areas - lower layer,151,Total: All usual residents,1821
61,2021,E01031492,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1514
62,2021,E01031492,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,40
63,2021,E01031492,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,265
64,2021,E01031492,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,2
65,2021,E01031530,2021 super output areas - lower layer,151,Total: All usual residents,1278
66,2021,E01031530,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1135
67,2021,E01031530,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,3
68,2021,E01031530,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,132
69,2021,E01031530,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,8
