,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HOURS_5_NAME,OBS_VALUE
0,2021,E01015326,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,94
1,2021,E01015331,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1269
2,2021,E01015331,2021 super output areas - lower layer,151,Part-time,383
3,2021,E01015331,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,156
4,2021,E01015331,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,227
5,2021,E01015331,2021 super output areas - lower layer,151,Full-time,886
6,2021,E01015331,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,782
7,2021,E01015331,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,104
8,2021,E01015345,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,975
9,2021,E01015345,2021 super output areas - lower layer,151,Part-time,348
10,2021,E01015345,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,144
11,2021,E01015345,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,204
12,2021,E01015345,2021 super output areas - lower layer,151,Full-time,627
13,2021,E01015345,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,532
14,2021,E01015345,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,95
15,2021,E01015376,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,832
16,2021,E01015376,2021 super output areas - lower layer,151,Part-time,310
17,2021,E01015376,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,131
18,2021,E01015376,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,179
19,2021,E01015376,2021 super output areas - lower layer,151,Full-time,522
20,2021,E01015376,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,445
21,2021,E01015376,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,77
22,2021,E01015316,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,776
23,2021,E01015316,2021 super output areas - lower layer,151,Part-time,263
24,2021,E01015316,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,111
25,2021,E01015316,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,152
26,2021,E01015316,2021 super output areas - lower layer,151,Full-time,513
27,2021,E01015316,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,428
28,2021,E01015316,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,85
29,2021,E01015317,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,856
30,2021,E01015317,2021 super output areas - lower layer,151,Part-time,293
31,2021,E01015317,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,111
32,2021,E01015317,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,182
33,2021,E01015317,2021 super output areas - lower layer,151,Full-time,563
34,2021,E01015317,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,469
35,2021,E01015317,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,94
36,2021,E01015361,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,731
37,2021,E01015361,2021 super output areas - lower layer,151,Part-time,250
38,2021,E01015361,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,83
39,2021,E01015361,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,167
40,2021,E01015361,2021 super output areas - lower layer,151,Full-time,481
41,2021,E01015361,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,406
42,2021,E01015361,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,75
43,2021,E01015362,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,572
44,2021,E01015362,2021 super output areas - lower layer,151,Part-time,217
45,2021,E01015362,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,71
46,2021,E01015362,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,146
47,2021,E01015362,2021 super output areas - lower layer,151,Full-time,355
48,2021,E01015362,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,312
49,2021,E01015362,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,43
50,2021,E01015363,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,911
51,2021,E01015363,2021 super output areas - lower layer,151,Part-time,291
52,2021,E01015363,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,104
53,2021,E01015363,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,187
54,2021,E01015363,2021 super output areas - lower layer,151,Full-time,620
55,2021,E01015363,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,527
56,2021,E01015363,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,93
57,2021,E01015292,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,922
58,2021,E01015292,2021 super output areas - lower layer,151,Part-time,285
59,2021,E01015292,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,91
60,2021,E01015292,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,194
61,2021,E01015292,2021 super output areas - lower layer,151,Full-time,637
