,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HOURS_5_NAME,OBS_VALUE
0,2021,E01001629,2021 super output areas - lower layer,151,Full-time,642
1,2021,E01001629,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,555
2,2021,E01001629,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,87
3,2021,E01001633,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,911
4,2021,E01001633,2021 super output areas - lower layer,151,Part-time,238
5,2021,E01001633,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,85
6,2021,E01001633,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,153
7,2021,E01001633,2021 super output areas - lower layer,151,Full-time,673
8,2021,E01001633,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,588
9,2021,E01001633,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,85
10,2021,E01001634,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,717
11,2021,E01001634,2021 super output areas - lower layer,151,Part-time,224
12,2021,E01001634,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,77
13,2021,E01001634,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,147
14,2021,E01001634,2021 super output areas - lower layer,151,Full-time,493
15,2021,E01001634,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,433
16,2021,E01001634,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,60
17,2021,E01001637,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,883
18,2021,E01001637,2021 super output areas - lower layer,151,Part-time,273
19,2021,E01001637,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,89
20,2021,E01001637,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,184
21,2021,E01001637,2021 super output areas - lower layer,151,Full-time,610
22,2021,E01001637,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,518
23,2021,E01001637,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,92
24,2021,E01001695,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,771
25,2021,E01001695,2021 super output areas - lower layer,151,Part-time,211
26,2021,E01001695,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,59
27,2021,E01001695,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,152
28,2021,E01001695,2021 super output areas - lower layer,151,Full-time,560
29,2021,E01001695,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,505
30,2021,E01001695,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,55
31,2021,E01001696,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1403
32,2021,E01001696,2021 super output areas - lower layer,151,Part-time,340
33,2021,E01001696,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,126
34,2021,E01001696,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,214
35,2021,E01001696,2021 super output areas - lower layer,151,Full-time,1063
36,2021,E01001696,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,914
37,2021,E01001696,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,149
38,2021,E01001697,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1295
39,2021,E01001697,2021 super output areas - lower layer,151,Part-time,411
40,2021,E01001697,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,166
41,2021,E01001697,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,245
42,2021,E01001697,2021 super output areas - lower layer,151,Full-time,884
43,2021,E01001697,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,782
44,2021,E01001697,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,102
45,2021,E01001700,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1064
46,2021,E01001700,2021 super output areas - lower layer,151,Part-time,359
47,2021,E01001700,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,118
48,2021,E01001700,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,241
49,2021,E01001700,2021 super output areas - lower layer,151,Full-time,705
50,2021,E01001700,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,593
51,2021,E01001700,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,112
52,2021,E01001703,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,817
53,2021,E01001703,2021 super output areas - lower layer,151,Part-time,319
54,2021,E01001703,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,104
55,2021,E01001703,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,215
56,2021,E01001703,2021 super output areas - lower layer,151,Full-time,498
57,2021,E01001703,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,436
