,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_DEP_6_NAME,OBS_VALUE
0,2021,E01017393,2021 super output areas - lower layer,151,Household is deprived in three dimensions,8
1,2021,E01017393,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
2,2021,E01017442,2021 super output areas - lower layer,151,Total: All households,1082
3,2021,E01017442,2021 super output areas - lower layer,151,Household is not deprived in any dimension,664
4,2021,E01017442,2021 super output areas - lower layer,151,Household is deprived in one dimension,328
5,2021,E01017442,2021 super output areas - lower layer,151,Household is deprived in two dimensions,74
6,2021,E01017442,2021 super output areas - lower layer,151,Household is deprived in three dimensions,16
7,2021,E01017442,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
8,2021,E01017443,2021 super output areas - lower layer,151,Total: All households,716
9,2021,E01017443,2021 super output areas - lower layer,151,Household is not deprived in any dimension,401
10,2021,E01017443,2021 super output areas - lower layer,151,Household is deprived in one dimension,246
11,2021,E01017443,2021 super output areas - lower layer,151,Household is deprived in two dimensions,61
12,2021,E01017443,2021 super output areas - lower layer,151,Household is deprived in three dimensions,7
13,2021,E01017443,2021 super output areas - lower layer,151,Household is deprived in four dimensions,1
14,2021,E01017446,2021 super output areas - lower layer,151,Total: All households,745
15,2021,E01017446,2021 super output areas - lower layer,151,Household is not deprived in any dimension,343
16,2021,E01017446,2021 super output areas - lower layer,151,Household is deprived in one dimension,279
17,2021,E01017446,2021 super output areas - lower layer,151,Household is deprived in two dimensions,101
18,2021,E01017446,2021 super output areas - lower layer,151,Household is deprived in three dimensions,21
19,2021,E01017446,2021 super output areas - lower layer,151,Household is deprived in four dimensions,1
20,2021,E01017447,2021 super output areas - lower layer,151,Total: All households,1046
21,2021,E01017447,2021 super output areas - lower layer,151,Household is not deprived in any dimension,592
22,2021,E01017447,2021 super output areas - lower layer,151,Household is deprived in one dimension,348
23,2021,E01017447,2021 super output areas - lower layer,151,Household is deprived in two dimensions,91
24,2021,E01017447,2021 super output areas - lower layer,151,Household is deprived in three dimensions,14
25,2021,E01017447,2021 super output areas - lower layer,151,Household is deprived in four dimensions,1
26,2021,E01017449,2021 super output areas - lower layer,151,Total: All households,861
27,2021,E01017449,2021 super output areas - lower layer,151,Household is not deprived in any dimension,501
28,2021,E01017449,2021 super output areas - lower layer,151,Household is deprived in one dimension,260
29,2021,E01017449,2021 super output areas - lower layer,151,Household is deprived in two dimensions,89
30,2021,E01017449,2021 super output areas - lower layer,151,Household is deprived in three dimensions,11
31,2021,E01017449,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
32,2021,E01033188,2021 super output areas - lower layer,151,Total: All households,602
33,2021,E01033188,2021 super output areas - lower layer,151,Household is not deprived in any dimension,334
34,2021,E01033188,2021 super output areas - lower layer,151,Household is deprived in one dimension,213
35,2021,E01033188,2021 super output areas - lower layer,151,Household is deprived in two dimensions,48
36,2021,E01033188,2021 super output areas - lower layer,151,Household is deprived in three dimensions,7
37,2021,E01033188,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
38,2021,E01033189,2021 super output areas - lower layer,151,Total: All households,1054
39,2021,E01033189,2021 super output areas - lower layer,151,Household is not deprived in any dimension,719
40,2021,E01033189,2021 super output areas - lower layer,151,Household is deprived in one dimension,255
41,2021,E01033189,2021 super output areas - lower layer,151,Household is deprived in two dimensions,67
42,2021,E01033189,2021 super output areas - lower layer,151,Household is deprived in three dimensions,13
43,2021,E01033189,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
44,2021,E01033190,2021 super output areas - lower layer,151,Total: All households,634
45,2021,E01033190,2021 super output areas - lower layer,151,Household is not deprived in any dimension,435
46,2021,E01033190,2021 super output areas - lower layer,151,Household is deprived in one dimension,165
47,2021,E01033190,2021 super output areas - lower layer,151,Household is deprived in two dimensions,28
48,2021,E01033190,2021 super output areas - lower layer,151,Household is deprived in three dimensions,6
49,2021,E01033190,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
50,2021,E01017399,2021 super output areas - lower layer,151,Total: All households,590
51,2021,E01017399,2021 super output areas - lower layer,151,Household is not deprived in any dimension,378
52,2021,E01017399,2021 super output areas - lower layer,151,Household is deprived in one dimension,163
53,2021,E01017399,2021 super output areas - lower layer,151,Household is deprived in two dimensions,43
54,2021,E01017399,2021 super output areas - lower layer,151,Household is deprived in three dimensions,5
55,2021,E01017399,2021 super output areas - lower layer,151,Household is deprived in four dimensions,1
56,2021,E01017400,2021 super output areas - lower layer,151,Total: All households,655
57,2021,E01017400,2021 super output areas - lower layer,151,Household is not deprived in any dimension,240
58,2021,E01017400,2021 super output areas - lower layer,151,Household is deprived in one dimension,226
59,2021,E01017400,2021 super output areas - lower layer,151,Household is deprived in two dimensions,142
60,2021,E01017400,2021 super output areas - lower layer,151,Household is deprived in three dimensions,47
61,2021,E01017400,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
62,2021,E01017401,2021 super output areas - lower layer,151,Total: All households,535
63,2021,E01017401,2021 super output areas - lower layer,151,Household is not deprived in any dimension,299
64,2021,E01017401,2021 super output areas - lower layer,151,Household is deprived in one dimension,172
65,2021,E01017401,2021 super output areas - lower layer,151,Household is deprived in two dimensions,54
66,2021,E01017401,2021 super output areas - lower layer,151,Household is deprived in three dimensions,9
67,2021,E01017401,2021 super output areas - lower layer,151,Household is deprived in four dimensions,1
68,2021,E01017402,2021 super output areas - lower layer,151,Total: All households,658
69,2021,E01017402,2021 super output areas - lower layer,151,Household is not deprived in any dimension,313
70,2021,E01017402,2021 super output areas - lower layer,151,Household is deprived in one dimension,245
71,2021,E01017402,2021 super output areas - lower layer,151,Household is deprived in two dimensions,89
72,2021,E01017402,2021 super output areas - lower layer,151,Household is deprived in three dimensions,11
73,2021,E01017402,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
74,2021,E01017403,2021 super output areas - lower layer,151,Total: All households,626
75,2021,E01017403,2021 super output areas - lower layer,151,Household is not deprived in any dimension,346
76,2021,E01017403,2021 super output areas - lower layer,151,Household is deprived in one dimension,199
77,2021,E01017403,2021 super output areas - lower layer,151,Household is deprived in two dimensions,68
78,2021,E01017403,2021 super output areas - lower layer,151,Household is deprived in three dimensions,12
79,2021,E01017403,2021 super output areas - lower layer,151,Household is deprived in four dimensions,1
80,2021,E01017404,2021 super output areas - lower layer,151,Total: All households,495
81,2021,E01017404,2021 super output areas - lower layer,151,Household is not deprived in any dimension,299
82,2021,E01017404,2021 super output areas - lower layer,151,Household is deprived in one dimension,162
83,2021,E01017404,2021 super output areas - lower layer,151,Household is deprived in two dimensions,30
84,2021,E01017404,2021 super output areas - lower layer,151,Household is deprived in three dimensions,4
85,2021,E01017404,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
86,2021,E01017405,2021 super output areas - lower layer,151,Total: All households,607
87,2021,E01017405,2021 super output areas - lower layer,151,Household is not deprived in any dimension,339
88,2021,E01017405,2021 super output areas - lower layer,151,Household is deprived in one dimension,203
89,2021,E01017405,2021 super output areas - lower layer,151,Household is deprived in two dimensions,50
90,2021,E01017405,2021 super output areas - lower layer,151,Household is deprived in three dimensions,15
91,2021,E01017405,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
92,2021,E01017406,2021 super output areas - lower layer,151,Total: All households,1041
93,2021,E01017406,2021 super output areas - lower layer,151,Household is not deprived in any dimension,712
94,2021,E01017406,2021 super output areas - lower layer,151,Household is deprived in one dimension,265
95,2021,E01017406,2021 super output areas - lower layer,151,Household is deprived in two dimensions,57
96,2021,E01017406,2021 super output areas - lower layer,151,Household is deprived in three dimensions,7
97,2021,E01017406,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
98,2021,E01017407,2021 super output areas - lower layer,151,Total: All households,679
99,2021,E01017407,2021 super output areas - lower layer,151,Household is not deprived in any dimension,392
100,2021,E01017407,2021 super output areas - lower layer,151,Household is deprived in one dimension,230
101,2021,E01017407,2021 super output areas - lower layer,151,Household is deprived in two dimensions,49
102,2021,E01017407,2021 super output areas - lower layer,151,Household is deprived in three dimensions,8
